,Date,Predicted
1075,2017-06-15,0
1076,2017-06-16,0
1077,2017-06-17,1
1078,2017-06-18,0
1079,2017-06-18,0
1080,2017-07-01,0
1081,2017-07-02,0
1082,2017-07-03,1
1083,2017-07-04,0
1084,2017-07-05,0
1085,2017-07-06,0
1086,2017-07-07,0
1087,2017-07-08,0
1088,2017-07-09,0
1089,2017-07-11,1
1090,2017-07-12,1
1091,2017-07-13,0
1092,2017-07-14,0
1093,2017-07-15,0
1094,2017-07-16,0
1095,2017-07-18,0
1096,2017-07-19,0
1097,2017-07-20,0
1098,2017-07-21,0
1099,2017-07-22,0
1100,2017-07-23,0
1101,2017-07-23,0
1102,2017-07-29,0
1103,2017-07-29,1
1104,2017-07-30,0
1105,2017-07-31,0
1106,2017-08-01,0
1107,2017-08-02,0
1108,2017-08-03,0
1109,2017-08-04,0
1110,2017-08-04,0
1111,2017-07-30,1
1112,2017-08-07,0
1113,2017-08-08,0
1114,2017-08-09,1
1115,2017-08-10,0
1116,2017-08-11,0
1117,2017-08-12,0
1118,2017-08-13,0
1119,2017-08-13,0
1120,2017-08-20,0
1121,2017-08-21,0
1122,2017-08-22,0
1123,2017-08-23,0
1124,2017-08-24,0
1125,2017-08-25,0
1126,2017-08-26,0
1127,2017-08-27,0
1128,2017-08-29,1
1129,2017-08-30,0
1130,2017-08-31,0
1131,2017-09-01,1
1132,2017-09-02,0
1133,2017-09-03,0
1134,2017-09-05,0
1135,2017-09-06,0
1136,2017-09-07,0
1137,2017-09-08,0
1138,2017-09-09,0
1139,2017-09-10,1
1140,2017-09-10,0
1141,2017-08-20,0
1142,2017-08-27,0
1143,2017-09-08,0
1144,2017-09-10,0
1145,2017-10-07,0
1146,2017-10-10,1
1147,2017-10-11,1
1148,2017-10-12,1
1149,2017-10-13,0
1150,2017-10-14,1
1151,2017-10-15,0
1152,2017-10-15,0
1153,2017-10-19,0
1154,2017-10-20,0
1155,2017-10-21,0
1156,2017-10-22,0
1157,2017-10-23,0
1158,2017-10-24,1
1159,2017-10-24,0
1160,2018-01-16,1
1161,2018-01-17,1
1162,2018-01-18,0
1163,2018-01-19,0
1164,2018-01-20,0
1165,2018-01-21,0
1166,2018-01-21,0
1167,2018-01-28,1
1168,2018-02-21,0
1169,2018-02-22,0
1170,2018-02-23,0
1171,2018-02-24,0
1172,2018-02-25,0
1173,2018-02-25,0
1174,2018-02-24,1
1175,2018-03-03,1
1176,2018-03-04,0
1177,2018-03-05,0
1178,2018-03-06,0
1179,2018-03-07,0
1180,2018-03-08,0
1181,2018-03-09,0
1182,2018-03-10,0
1183,2018-03-11,0
1184,2018-03-11,0
1185,2018-03-08,0
1186,2018-03-09,0
1187,2018-03-10,0
1188,2018-03-11,0
1189,2018-03-12,0
1190,2018-03-13,0
1191,2018-03-13,0
1192,2018-03-17,1
1193,2018-03-19,0
1194,2018-03-20,0
1195,2018-03-21,0
1196,2018-03-22,0
1197,2018-03-23,0
1198,2018-03-24,0
1199,2018-03-25,0
1200,2018-03-25,0
1201,2018-03-23,0
1202,2018-03-25,1
1203,2018-03-28,0
1204,2018-04-01,1
1205,2018-04-02,0
1206,2018-04-03,0
1207,2018-04-04,0
1208,2018-04-05,0
1209,2018-04-06,0
1210,2018-04-07,0
1211,2018-04-07,0
1212,2018-04-08,1
1213,2018-04-15,0
1214,2018-04-18,0
1215,2018-04-22,0
1216,2018-04-25,0
1217,2018-04-26,0
1218,2018-04-27,0
1219,2018-04-28,0
1220,2018-04-29,0
1221,2018-04-29,1
1222,2018-05-01,0
1223,2018-05-04,0
1224,2018-05-05,1
1225,2018-05-06,1
