,Unnamed: 0,Rnk,Rider,Team,Age,Pnt,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking,Year,Month,Day,old_elo,new_elo,old_rd,new_rd,Date1
55459,55463.0,110,247.0,21,30.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
58570,58574.0,6,262.0,74,25.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
18278,18282.0,91,81.0,103,22.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
95951,95969.0,130,460.0,36,30.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
10479,10480.0,97,54.0,32,29.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
92316,92334.0,93,447.0,52,33.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
64922,64932.0,13,291.0,74,27.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
64101,64111.0,144,288.0,37,24.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
146530,146548.0,99,728.0,103,22.0,12.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1418.638289142214,350.0,223.2269653039427,2020-01-26
145592,145610.0,50,722.0,1,23.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
63342,63352.0,81,283.0,109,30.0,14.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1472.8794297140714,350.0,223.2269653039427,2020-01-26
14660,14664.0,31,66.0,20,34.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
142896,142914.0,130,697.0,33,30.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
61406,61416.0,149,276.0,37,35.0,6.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
15300,15304.0,115,70.0,32,26.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
15936,15940.0,138,72.0,Groupama - 84,34.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
95259,95277.0,113,457.0,8,30.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
60001,60011.0,46,271.0,8,21.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
59954,59964.0,62,270.0,109,26.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
151849,151873.0,18,809.0,10,22.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
139552,139570.0,126,677.0,21,29.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
139328,139346.0,93,674.0,21,34.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
95753,95771.0,87,459.0,31,31.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
23547,23551.0,79,108.0,59,27.0,120.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,2340.737678863788,350.0,223.2269653039427,2020-01-26
91606,91624.0,148,444.0,8,28.0,60.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,2069.5319760045013,350.0,223.2269653039427,2020-01-26
134269,134287.0,29,650.0,103,27.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
24070,24074.0,88,111.0,7,21.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
45207,45211.0,14,207.0,37,29.0,70.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,2123.773116576359,350.0,223.2269653039427,2020-01-26
107351,107369.0,160,523.0,11,28.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
108880,108898.0,43,527.0,11,32.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
43908,43912.0,42,204.0,1,24.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
125936,125954.0,50,601.0,31,23.0,40.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1852.5674137170722,350.0,223.2269653039427,2020-01-26
110575,110593.0,25,532.0,47,25.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
110895,110913.0,52,534.0,11,23.0,80.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
33139,33143.0,8,145.0,41,36.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
106545,106563.0,67,520.0,47,25.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
122174,122192.0,33,584.0,7,34.0,250.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,2557.702241151217,350.0,223.2269653039427,2020-01-26
35308,35312.0,59,159.0,7,28.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
36195,36199.0,137,162.0,32,27.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
118067,118085.0,126,570.0,11,35.0,110.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,2286.496538291931,350.0,223.2269653039427,2020-01-26
38894,38898.0,4,173.0,59,29.0,140.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,2394.9788194356456,350.0,223.2269653039427,2020-01-26
112541,112559.0,36,543.0,36,37.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
114167,114185.0,1,552.0,11,27.0,100.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,2232.2553977200732,350.0,223.2269653039427,2020-01-26
83125,83142.0,123,386.0,33,23.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
113786,113804.0,101,551.0,74,32.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
111535,111553.0,25,538.0,1,20.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
29951,29955.0,81,134.0,47,25.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
46605,46609.0,105,212.0,20,21.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
47253,47257.0,82,214.0,103,23.0,28.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1744.085132573358,350.0,223.2269653039427,2020-01-26
24250,24254.0,15,112.0,103,24.0,8.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
24284,24288.0,124,113.0,32,21.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
51542,51546.0,125,232.0,36,31.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
102271,102289.0,3,500.0,7,24.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
50841,50845.0,135,230.0,20,37.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
50525,50529.0,43,229.0,36,26.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
131753,131771.0,98,628.0,1,34.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
26069,26073.0,27,120.0,103,22.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
102715,102733.0,104,501.0,11,28.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
49639,49643.0,101,225.0,Groupama - 84,32.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
49165,49169.0,93,223.0,52,25.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
49077,49081.0,133,222.0,31,28.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,767.7446022799267,350.0,223.2269653039427,2020-01-26
130121,130139.0,141,620.0,20,30.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
28637,28641.0,10,128.0,47,29.0,90.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,2178.014257148216,350.0,223.2269653039427,2020-01-26
48371,48375.0,44,219.0,52,38.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,550.7800399924972,350.0,223.2269653039427,2020-01-26
47624,47628.0,127,217.0,21,25.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,713.5034617080694,350.0,223.2269653039427,2020-01-26
29012,29016.0,48,130.0,Groupama - 84,25.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,442.2977588487827,350.0,223.2269653039427,2020-01-26
104190,104208.0,65,506.0,11,34.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
104840,104858.0,24,509.0,74,29.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1093.1914457110706,350.0,223.2269653039427,2020-01-26
52590,52594.0,55,237.0,32,32.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,821.985742851784,350.0,223.2269653039427,2020-01-26
66455,66465.0,52,296.0,52,33.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
40172,40176.0,5,179.0,41,29.0,18.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1581.361710857786,350.0,223.2269653039427,2020-01-26
72394,72404.0,59,320.0,8,35.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
89534,89551.0,63,433.0,109,28.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
81829,81846.0,99,376.0,Groupama - 84,26.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
7710,7710.0,25,42.0,36,28.0,10.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1364.3971485703569,350.0,223.2269653039427,2020-01-26
151711,151735.0,137,797.0,74,27.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,605.0211805643546,350.0,223.2269653039427,2020-01-26
7521,7521.0,82,40.0,52,29.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1038.9503051392132,350.0,223.2269653039427,2020-01-26
1814,1814.0,71,8.0,8,21.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
151481,151505.0,92,795.0,32,26.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,496.53889942063995,350.0,223.2269653039427,2020-01-26
88628,88645.0,26,429.0,47,27.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,984.7091645673561,350.0,223.2269653039427,2020-01-26
81788,81805.0,19,375.0,31,22.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
72992,73002.0,49,324.0,1,32.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,930.4680239954987,350.0,223.2269653039427,2020-01-26
151134,151158.0,8,790.0,31,23.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
88387,88404.0,131,428.0,47,26.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
81201,81218.0,131,371.0,37,28.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
80579,80596.0,93,367.0,37,26.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
83953,83970.0,67,392.0,20,36.0,55.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,2015.2908354326441,350.0,223.2269653039427,2020-01-26
150062,150086.0,5,775.0,Groupama - 84,26.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
2660,2660.0,122,14.0,31,33.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
149024,149048.0,99,764.0,59,32.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
87063,87080.0,DNF,418.0,59,24.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
75410,75420.0,46,332.0,1,30.0,7.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1255.9148674266423,350.0,223.2269653039427,2020-01-26
85651,85668.0,115,404.0,32,31.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
5119,5119.0,72,30.0,36,23.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1147.4325862829278,350.0,223.2269653039427,2020-01-26
78376,78393.0,102,352.0,59,29.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
75999,76016.0,165,335.0,52,25.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
86921,86938.0,75,416.0,31,30.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
85928,85945.0,140,407.0,7,33.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1201.673726854785,350.0,223.2269653039427,2020-01-26
86375,86392.0,113,409.0,74,29.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
9721,9721.0,73,51.0,20,29.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
76950,76967.0,91,341.0,47,30.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
3838,3838.0,96,23.0,41,33.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
79219,79236.0,110,361.0,41,28.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
70859,70869.0,25,308.0,33,21.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
3901,3901.0,52,24.0,33,23.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,876.2268834236414,350.0,223.2269653039427,2020-01-26
151835,151859.0,73,808.0,10,22.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
67069,67079.0,3,297.0,8,30.0,190.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,2503.46110057936,350.0,223.2269653039427,2020-01-26
151828,151852.0,93,807.0,10,24.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,659.262321136212,350.0,223.2269653039427,2020-01-26
70050,70060.0,55,305.0,41,32.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
69070,69080.0,12,303.0,109,33.0,160.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,2449.219960007503,350.0,223.2269653039427,2020-01-26
1232,1232.0,129,2.0,7,37.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
67993,68003.0,51,299.0,109,37.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
151797,151821.0,54,800.0,10,22.0,5.0,10,-1.0,1/26/2020,-,0.0,0 km,40.0,2020,1,26,1500.0,1500.0,350.0,350.0,2020-01-26
36842,36846.0,56,164.0,31,33.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1492.2660544277858,1500.0,211.1827843755433,350.0,2020-10-25
40390,40394.0,131,181.0,Groupama - 84,23.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
49669,49673.0,101,225.0,Groupama - 84,33.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
49280,49284.0,125,224.0,20,24.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
49197,49201.0,127,223.0,52,26.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
49100,49104.0,83,222.0,31,28.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,767.7446022799267,767.7446022799267,223.2269653039427,223.2269653039427,2020-10-25
48900,48904.0,55,221.0,128,26.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
48858,48862.0,126,220.0,36,31.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
48409,48413.0,119,219.0,52,39.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,634.4552206199055,550.7800399924972,180.66277392711183,223.2269653039427,2020-10-25
38520,38524.0,65,172.0,109,34.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1957.2627968287113,1500.0,175.72495549329514,350.0,2020-10-25
47671,47675.0,122,218.0,1,22.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
47647,47651.0,96,217.0,21,26.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,713.5034617080694,713.5034617080694,223.2269653039427,223.2269653039427,2020-10-25
40486,40490.0,59,182.0,107,27.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,673.9637319981256,1500.0,211.1827843755433,350.0,2020-10-25
49705,49709.0,103,226.0,128,23.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
50011,50015.0,82,227.0,36,30.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,578.6443681183955,1052.9822668535103,220.8934671492787,224.96938515951234,2020-10-25
40365,40369.0,56,180.0,1,25.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
38931,38935.0,14,173.0,60,30.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,2394.9788194356456,2394.9788194356456,223.2269653039427,223.2269653039427,2020-10-25
53006,53010.0,7,238.0,1,29.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1540.3156565149063,1500.0,211.1827843755433,350.0,2020-10-25
52616,52620.0,62,237.0,32,33.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,821.985742851784,821.985742851784,223.2269653039427,223.2269653039427,2020-10-25
39578,39582.0,88,177.0,131,23.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,726.3933351725927,350.0,224.96938515951234,2020-10-25
52149,52153.0,49,235.0,52,34.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
51690,51694.0,73,234.0,74,23.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1588.3652586020266,1500.0,211.1827843755433,350.0,2020-10-25
39545,39549.0,109,176.0,107,28.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
51651,51655.0,33,233.0,41,24.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
39499,39503.0,53,175.0,128,35.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,379.8269261375606,671.2280437464381,211.1827843755433,224.96938515951234,2020-10-25
51582,51586.0,81,232.0,36,32.0,20.0,35,-1.0,10/25/2020,-,0.0,0 km,11.0,2020,10,25,1500.0,1500.0,350.0,350.0,2020-10-25
