,Unnamed: 0,Rnk,Rider,Team,Age,Pnt,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking,Year,Month,Day,old_elo,new_elo,old_rd,new_rd,Date1
138405,138423.0,102,668.0,108,24.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1093.1914457110706,350.0,223.2269653039427,2014-01-26
144940,144958.0,151,719.0,188,28.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
145674,145692.0,83,723.0,84.fr,24.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
146054,146072.0,113,726.0,74,27.0,40.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1798.326273145215,350.0,223.2269653039427,2014-01-26
148756,148780.0,59,764.0,58,26.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
149658,149682.0,92,771.0,41,29.0,16.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1418.638289142214,350.0,223.2269653039427,2014-01-26
152028,152052.0,124,813.0,41,29.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
152426,152450.0,53,814.0,5,28.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
153930,153954.0,125,823.0,101,30.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
130676,130694.0,48,624.0,74,27.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
103285,103303.0,129,504.0,69,20.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
102409,102427.0,96,501.0,26,22.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
101038,101056.0,126,491.0,55,21.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
31768,31772.0,12,141.0,84.fr,26.0,24.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1581.361710857786,350.0,223.2269653039427,2014-01-26
35037,35041.0,17,159.0,84.fr,22.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
35889,35893.0,51,162.0,35,21.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
38564,38568.0,44,173.0,81,23.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
39839,39843.0,71,179.0,133,23.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
47904,47908.0,4,219.0,65,32.0,80.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,2123.773116576359,350.0,223.2269653039427,2014-01-26
48549,48553.0,129,220.0,101,24.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
49380,49384.0,124,225.0,41,26.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
50298,50302.0,78,229.0,105,20.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
53715,53719.0,2,242.0,81,24.0,120.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,2340.737678863788,350.0,223.2269653039427,2014-01-26
55156,55160.0,47,247.0,69,24.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
56308,56312.0,42,255.0,26,27.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
57314,57318.0,75,259.0,105,28.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
61107,61117.0,65,276.0,108,29.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
66689,66699.0,49,297.0,101,24.0,160.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,2449.219960007503,350.0,223.2269653039427,2014-01-26
68682,68692.0,160,303.0,5,27.0,12.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1310.1560079984995,350.0,223.2269653039427,2014-01-26
70539,70549.0,37,307.0,69,19.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
73604,73614.0,60,327.0,65,24.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
77417,77434.0,135,347.0,133,26.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
78036,78053.0,156,352.0,58,23.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
79512,79529.0,72,364.0,84.fr,25.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
79767,79784.0,50,365.0,133,20.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
80912,80929.0,55,371.0,92,22.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
86115,86132.0,DNF,409.0,74,23.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
90507,90525.0,21,439.0,55,24.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
95826,95844.0,64,460.0,69,24.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
99722,99740.0,132,481.0,35,24.0,6.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1147.4325862829278,350.0,223.2269653039427,2014-01-26
155651,155675.0,23,830.0,105,30.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
156923,156947.0,71,840.0,1,33.0,45.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1852.5674137170722,350.0,223.2269653039427,2014-01-26
157593,157617.0,103,842.0,55,30.0,9.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
157894,157918.0,69,843.0,58,25.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
217256,217309.0,89,1382.0,133,33.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
222299,222352.0,193,1414.0,15,24.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
224084,224138.0,53,1432.0,41,31.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
225907,225961.0,5,1449.0,26,27.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
226734,226788.0,DNF,1458.0,69,25.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
226854,226908.0,20,1460.0,74,29.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
227186,227240.0,86,1463.0,84.fr,20.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
227463,227517.0,81,1466.0,108,25.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
228202,228256.0,86,1471.0,81,26.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
230080,230134.0,97,1509.0,176,27.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
230228,230282.0,171,1515.0,15,34.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
230628,230693.0,36,1521.0,92,31.0,36.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1744.085132573358,350.0,223.2269653039427,2014-01-26
231201,231266.0,77,1528.0,188,30.0,7.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1201.673726854785,350.0,223.2269653039427,2014-01-26
231377,231442.0,DNF,1531.0,65,23.0,18.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1472.8794297140714,350.0,223.2269653039427,2014-01-26
232008,232073.0,122,1536.0,188,30.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
232264,232329.0,125,1538.0,188,24.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
233305,233370.0,66,1544.0,84.fr,32.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,984.7091645673561,350.0,223.2269653039427,2014-01-26
234487,234552.0,128,1555.0,176,21.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,550.7800399924972,350.0,223.2269653039427,2014-01-26
234679,234744.0,136,1558.0,15,30.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
240210,240275.0,9,1615.0,105,36.0,190.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,2503.46110057936,350.0,223.2269653039427,2014-01-26
241304,241369.0,109,1625.0,81,29.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
242545,242610.0,79,1637.0,35,38.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
243804,243869.0,65,1647.0,5,27.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
245472,245537.0,97,1661.0,92,28.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
246134,246199.0,6,1671.0,133,42.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,659.262321136212,350.0,223.2269653039427,2014-01-26
248187,248252.0,54,1714.0,188,32.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
248300,248365.0,55,1715.0,188,27.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
216987,217040.0,174,1379.0,92,25.0,70.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,2069.5319760045013,350.0,223.2269653039427,2014-01-26
28241,28245.0,103,128.0,69,23.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,821.985742851784,350.0,223.2269653039427,2014-01-26
207347,207400.0,DNF,1285.0,74,26.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
199878,199931.0,104,1228.0,81,26.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,930.4680239954987,350.0,223.2269653039427,2014-01-26
248306,248371.0,106,1716.0,176,26.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
162510,162543.0,111,876.0,108,29.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,713.5034617080694,350.0,223.2269653039427,2014-01-26
163832,163865.0,96,880.0,101,33.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
165347,165380.0,DNF,889.0,58,32.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
166708,166741.0,6,894.0,55,31.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
171081,171122.0,28,935.0,105,31.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
174041,174083.0,90,951.0,1,25.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
174277,174319.0,113,956.0,41,24.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
177566,177609.0,112,1035.0,1,29.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,442.2977588487827,350.0,223.2269653039427,2014-01-26
179201,179244.0,121,1055.0,5,25.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
179843,179886.0,85,1060.0,92,27.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
181538,181581.0,88,1076.0,176,26.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
181674,181717.0,38,1078.0,26,35.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
182129,182172.0,41,1080.0,41,30.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
182590,182633.0,140,1081.0,101,30.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1038.9503051392132,350.0,223.2269653039427,2014-01-26
184359,184404.0,49,1090.0,92,29.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
186089,186134.0,92,1103.0,35,28.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
187370,187415.0,124,1116.0,26,33.0,250.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,2557.702241151217,350.0,223.2269653039427,2014-01-26
188812,188857.0,99,1120.0,133,29.0,14.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1364.3971485703569,350.0,223.2269653039427,2014-01-26
192094,192139.0,7,1138.0,15,35.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,496.53889942063995,350.0,223.2269653039427,2014-01-26
192768,192813.0,11,1144.0,58,30.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
195431,195484.0,124,1166.0,133,21.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
196189,196242.0,140,1175.0,35,21.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
197867,197920.0,125,1196.0,55,23.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
198148,198201.0,77,1198.0,15,31.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
198773,198826.0,8,1205.0,74,22.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,876.2268834236414,350.0,223.2269653039427,2014-01-26
199134,199187.0,57,1213.0,74,26.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
206344,206397.0,71,1278.0,5,29.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,767.7446022799267,350.0,223.2269653039427,2014-01-26
26680,26684.0,23,122.0,35,21.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
248313,248378.0,118,1717.0,188,23.0,28.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1635.6028514296434,350.0,223.2269653039427,2014-01-26
2911,2911.0,11,17.0,35,31.0,60.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,2015.2908354326441,350.0,223.2269653039427,2014-01-26
14899,14903.0,80,67.0,41,31.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,605.0211805643546,350.0,223.2269653039427,2014-01-26
17296,17300.0,5,78.0,15,27.0,110.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,2286.496538291931,350.0,223.2269653039427,2014-01-26
20901,20905.0,36,93.0,55,21.0,10.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1255.9148674266423,350.0,223.2269653039427,2014-01-26
7666,7666.0,20,41.0,69,30.0,20.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1527.1205702859288,350.0,223.2269653039427,2014-01-26
831,831.0,96,2.0,5,31.0,5.0,19,-1.0,1/26/2014,41.333 km/h,0.0,0 km,44.0,2014,1,26,1500.0,1500.0,350.0,350.0,2014-01-26
103305,103323.0,130,504.0,69,20.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,1500.0,626.2021783380108,350.0,235.31906390768285,2014-10-14
191435,191480.0,99,1133.0,5,24.0,7.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,826.1107144543954,1033.428560012803,152.03380887324806,235.31906390768285,2014-10-14
191768,191813.0,111,1135.0,108,26.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,1500.0,1500.0,350.0,350.0,2014-10-14
237328,237393.0,9,1573.0,74,25.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,1500.0,1500.0,350.0,350.0,2014-10-14
103582,103600.0,143,505.0,55,22.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,2113.7367677915504,1500.0,223.6521022836817,350.0,2014-10-14
164690,164723.0,131,882.0,101,27.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,1500.0,1500.0,350.0,350.0,2014-10-14
192835,192880.0,154,1144.0,58,31.0,28.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,1555.5666302314025,1470.9879217431735,181.91737062010927,235.31906390768285,2014-10-14
167945,167978.0,93,899.0,65,21.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,827.5469399459538,1500.0,219.55831883562158,350.0,2014-10-14
138022,138040.0,DNF,666.0,1,22.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,956.4273944067683,1500.0,219.92402019385452,350.0,2014-10-14
132728,132746.0,51,637.0,105,32.0,250.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,2080.870296192358,2489.519589491391,219.92402019385452,235.31906390768285,2014-10-14
195339,195392.0,108,1165.0,69,30.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,1500.0,1500.0,350.0,350.0,2014-10-14
214022,214075.0,151,1358.0,133,26.0,100.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,1421.2254096818301,2124.7034536368096,192.56087371664427,235.31906390768285,2014-10-14
195447,195500.0,DNF,1166.0,133,21.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,344.64136962738485,1500.0,230.5417519606915,350.0,2014-10-14
16782,16786.0,74,77.0,26,24.0,160.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,1849.005031602135,2367.914210873197,219.24595683684257,235.31906390768285,2014-10-14
79269,79286.0,67,362.0,15,23.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,1500.0,1500.0,350.0,350.0,2014-10-14
219901,219954.0,33,1396.0,105,25.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,2080.876940043661,1500.0,170.24411849813913,350.0,2014-10-14
129522,129540.0,153,617.0,15,28.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,1500.0,1500.0,350.0,350.0,2014-10-14
53774,53778.0,119,242.0,81,25.0,5.0,64,-1.0,10/14/2014,40.446 km/h,0.0,0 km,42.0,2014,10,14,2340.737678863788,2340.737678863788,223.2269653039427,223.2269653039427,2014-10-14
