,Rnk,Rider,Team,Age,Pnt,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking,Year,Month,Day
413,104.00,1.00,1.00,33.00,,22.00,1.00,2/23/2017,40.92 km/h,0.00,189 km,20,2017,2,23
414,58.00,1.00,1.00,33.00,,22.00,2.00,2/24/2017,44.1 km/h,0.00,153 km,20,2017,2,24
415,116.00,1.00,1.00,33.00,,22.00,3.00,2/25/2017,40.71 km/h,120.00,186 km,20,2017,2,25
416,62.00,1.00,1.00,33.00,,22.00,4.00,2/26/2017,46.86 km/h,0.00,143 km,20,2017,2,26
417,102.00,1.00,1.00,33.00,3,22.00,-1.00,2/26/2017,-,0.00,0 km,20,2017,2,26
418,24.00,1.00,1.00,33.00,,11.00,1.00,3/5/2017,43.95 km/h,0.00,148.5 km,4,2017,3,5
419,117.00,1.00,1.00,33.00,,11.00,2.00,3/6/2017,44.83 km/h,0.00,195 km,4,2017,3,6
420,48.00,1.00,1.00,33.00,,11.00,3.00,3/7/2017,42.03 km/h,0.00,190 km,4,2017,3,7
421,30.00,1.00,1.00,33.00,,11.00,4.00,3/8/2017,40.18 km/h,0.00,14.5 km,4,2017,3,8
422,37.00,1.00,1.00,33.00,,11.00,5.00,3/9/2017,42.21 km/h,0.00,199.5 km,4,2017,3,9
423,91.00,1.00,1.00,33.00,,11.00,6.00,3/10/2017,41.79 km/h,111.00,193.5 km,4,2017,3,10
424,77.00,1.00,1.00,33.00,,11.00,7.00,3/11/2017,35.21 km/h,0.00,177 km,4,2017,3,11
425,56.00,1.00,1.00,33.00,,11.00,8.00,3/12/2017,41.03 km/h,119.00,115.5 km,4,2017,3,12
426,51.00,1.00,1.00,33.00,5,11.00,-1.00,3/12/2017,-,0.00,0 km,4,2017,3,12
427,106.00,1.00,1.00,33.00,,1.00,1.00,3/20/2017,40 km/h,0.00,178.9 km,18,2017,3,20
428,117.00,1.00,1.00,33.00,,1.00,3.00,3/22/2017,36.78 km/h,128.00,188.3 km,18,2017,3,22
429,161.00,1.00,1.00,33.00,,1.00,4.00,3/23/2017,43.59 km/h,0.00,134 km,18,2017,3,23
430,101.00,1.00,1.00,33.00,,1.00,5.00,3/24/2017,42.85 km/h,204.00,182 km,18,2017,3,24
431,42.00,1.00,1.00,33.00,,1.00,6.00,3/25/2017,41.5 km/h,64.00,189.7 km,18,2017,3,25
432,66.00,1.00,1.00,33.00,5,1.00,-1.00,3/26/2017,-,0.00,0 km,18,2017,3,26
433,74.00,1.00,1.00,33.00,,1.00,7.00,3/26/2017,44.07 km/h,53.00,138.7 km,18,2017,3,26
434,87.00,1.00,1.00,33.00,5,3.00,0.00,4/2/2017,40.65 km/h,0.00,260 km,20,2017,4,2
435,61.00,1.00,1.00,33.00,5,23.00,0.00,4/9/2017,45.2 km/h,0.00,257 km,26,2017,4,9
436,118.00,1.00,1.00,33.00,5,14.00,0.00,4/16/2017,39.98 km/h,0.00,261 km,10,2017,4,16
437,0.00,1.00,1.00,33.00,,15.00,0.00,4/19/2017,38.12 km/h,0.00,200.5 km,20,2017,4,19
438,134.00,1.00,1.00,33.00,5,16.00,0.00,4/23/2017,40.27 km/h,0.00,258 km,9,2017,4,23
439,113.00,1.00,1.00,33.00,,5.00,1.00,6/4/2017,39.68 km/h,131.00,170 km,6,2017,6,4
440,150.00,1.00,1.00,33.00,,5.00,2.00,6/5/2017,40.41 km/h,0.00,171 km,6,2017,6,5
441,58.00,1.00,1.00,33.00,,5.00,3.00,6/6/2017,44.86 km/h,0.00,184 km,6,2017,6,6
442,52.00,1.00,1.00,33.00,,5.00,4.00,6/7/2017,50.15 km/h,0.00,23.5 km,6,2017,6,7
443,78.00,1.00,1.00,33.00,,5.00,5.00,6/8/2017,42.94 km/h,0.00,175 km,6,2017,6,8
444,111.00,1.00,1.00,33.00,,5.00,6.00,6/9/2017,39.36 km/h,285.00,145.5 km,6,2017,6,9
445,76.00,1.00,1.00,33.00,,5.00,7.00,6/10/2017,35.39 km/h,0.00,167.5 km,6,2017,6,10
446,86.00,1.00,1.00,33.00,5,5.00,-1.00,6/11/2017,-,0.00,0 km,6,2017,6,11
447,109.00,1.00,1.00,33.00,,5.00,8.00,6/11/2017,33.44 km/h,389.00,115 km,6,2017,6,11
448,50.00,1.00,1.00,33.00,,6.00,1.00,7/1/2017,52.28 km/h,0.00,14 km,1,2017,7,1
449,62.00,1.00,1.00,33.00,,6.00,2.00,7/2/2017,44.06 km/h,16.00,203.5 km,1,2017,7,2
450,119.00,1.00,1.00,33.00,,6.00,3.00,7/3/2017,41.49 km/h,34.00,212.5 km,1,2017,7,3
451,42.00,1.00,1.00,33.00,,6.00,4.00,7/4/2017,42.36 km/h,10.00,207.5 km,1,2017,7,4
452,103.00,1.00,1.00,33.00,,6.00,5.00,7/5/2017,42.97 km/h,141.00,160.5 km,1,2017,7,5
453,43.00,1.00,1.00,33.00,,6.00,6.00,7/6/2017,42.41 km/h,13.00,216 km,1,2017,7,6
454,98.00,1.00,1.00,33.00,,6.00,7.00,7/7/2017,42.24 km/h,12.00,213.5 km,1,2017,7,7
455,132.00,1.00,1.00,33.00,,6.00,8.00,7/8/2017,41.59 km/h,168.00,187.5 km,1,2017,7,8
456,107.00,1.00,1.00,33.00,,6.00,9.00,7/9/2017,35.43 km/h,280.00,181.5 km,1,2017,7,9
457,77.00,1.00,1.00,33.00,,6.00,10.00,7/11/2017,44.32 km/h,8.00,178 km,1,2017,7,11
458,98.00,1.00,1.00,33.00,,6.00,11.00,7/12/2017,44.49 km/h,5.00,203.5 km,1,2017,7,12
459,69.00,1.00,1.00,33.00,,6.00,12.00,7/13/2017,36.81 km/h,334.00,214.5 km,1,2017,7,13
460,92.00,1.00,1.00,33.00,,6.00,13.00,7/14/2017,38.73 km/h,233.00,101 km,1,2017,7,14
461,142.00,1.00,1.00,33.00,,6.00,14.00,7/15/2017,41.58 km/h,45.00,181.5 km,1,2017,7,15
462,86.00,1.00,1.00,33.00,,6.00,15.00,7/16/2017,40.35 km/h,94.00,189.5 km,1,2017,7,16
463,20.00,1.00,1.00,33.00,,6.00,16.00,7/18/2017,45.36 km/h,17.00,165 km,1,2017,7,18
464,102.00,1.00,1.00,33.00,,6.00,17.00,7/19/2017,35.69 km/h,275.00,183 km,1,2017,7,19
465,96.00,1.00,1.00,33.00,,6.00,18.00,7/20/2017,38.39 km/h,254.00,179.5 km,1,2017,7,20
466,82.00,1.00,1.00,33.00,,6.00,19.00,7/21/2017,43.61 km/h,38.00,222.5 km,1,2017,7,21
467,26.00,1.00,1.00,33.00,,6.00,20.00,7/22/2017,47.79 km/h,23.00,22.5 km,1,2017,7,22
468,74.00,1.00,1.00,33.00,,6.00,21.00,7/23/2017,43.25 km/h,0.00,105 km,1,2017,7,23
469,92.00,1.00,1.00,33.00,25,6.00,-1.00,7/23/2017,40.997 km/h,0.00,0 km,1,2017,7,23
470,52.00,1.00,1.00,33.00,5,24.00,0.00,7/29/2017,39.28 km/h,0.00,231 km,24,2017,7,29
471,120.00,1.00,1.00,33.00,,25.00,1.00,8/7/2017,46.85 km/h,0.00,179.7 km,21,2017,8,7
472,33.00,1.00,1.00,33.00,,25.00,2.00,8/8/2017,49.24 km/h,0.00,9 km,21,2017,8,8
473,78.00,1.00,1.00,33.00,,25.00,3.00,8/9/2017,43.93 km/h,0.00,186 km,21,2017,8,9
474,105.00,1.00,1.00,33.00,,25.00,4.00,8/10/2017,47.18 km/h,0.00,160.7 km,21,2017,8,10
475,56.00,1.00,1.00,33.00,,25.00,5.00,8/11/2017,44.22 km/h,0.00,164.9 km,21,2017,8,11
476,20.00,1.00,1.00,33.00,,25.00,6.00,8/12/2017,38.79 km/h,0.00,196.9 km,21,2017,8,12
477,18.00,1.00,1.00,33.00,28,25.00,-1.00,8/13/2017,-,0.00,0 km,21,2017,8,13
478,28.00,1.00,1.00,33.00,,25.00,7.00,8/13/2017,47.04 km/h,0.00,193.5 km,21,2017,8,13
1020,68.00,2.00,7.00,34.00,,10.00,1.00,1/17/2017,34.8 km/h,0.00,118.5 km,34,2017,1,17
1021,86.00,2.00,7.00,34.00,,10.00,2.00,1/18/2017,39.41 km/h,0.00,148.5 km,34,2017,1,18
1022,49.00,2.00,7.00,34.00,,10.00,3.00,1/19/2017,42.2 km/h,0.00,144 km,34,2017,1,19
1023,73.00,2.00,7.00,34.00,,10.00,4.00,1/20/2017,39.81 km/h,0.00,149.5 km,34,2017,1,20
1024,90.00,2.00,7.00,34.00,,10.00,5.00,1/21/2017,41.28 km/h,0.00,151.5 km,34,2017,1,21
1025,7.00,2.00,7.00,34.00,4,10.00,6.00,1/22/2017,46.77 km/h,0.00,90 km,34,2017,1,22
1026,84.00,2.00,7.00,34.00,5,10.00,-1.00,1/22/2017,-,0.00,0 km,34,2017,1,22
1027,47.00,2.00,7.00,34.00,3,41.00,0.00,1/29/2017,40.25 km/h,0.00,173.9 km,49,2017,1,29
1028,75.00,2.00,7.00,34.00,,33.00,2.00,3/9/2017,39.06 km/h,84.00,229 km,10,2017,3,9
1029,12.00,2.00,7.00,34.00,,33.00,3.00,3/10/2017,41.92 km/h,0.00,204 km,10,2017,3,10
1030,79.00,2.00,7.00,34.00,,33.00,4.00,3/11/2017,31.34 km/h,273.00,171 km,10,2017,3,11
1031,71.00,2.00,7.00,34.00,,33.00,5.00,3/12/2017,41.79 km/h,94.00,209 km,10,2017,3,12
1032,25.00,2.00,7.00,34.00,,33.00,6.00,3/13/2017,40.4 km/h,0.00,168 km,10,2017,3,13
1033,67.00,2.00,7.00,34.00,5,33.00,-1.00,3/14/2017,-,0.00,0 km,10,2017,3,14
1034,103.00,2.00,7.00,34.00,,33.00,7.00,3/14/2017,53.36 km/h,0.00,10.05 km,10,2017,3,14
1035,72.00,2.00,7.00,34.00,5,32.00,0.00,3/18/2017,40.73 km/h,0.00,291 km,9,2017,3,18
1036,35.00,2.00,7.00,34.00,5,Record_Bank_20,0.00,3/24/2017,42.9 km/h,0.00,206.1 km,28,2017,3,24
1037,45.00,2.00,7.00,34.00,5,43.00,0.00,3/26/2017,44.06 km/h,0.00,249 km,23,2017,3,26
1038,75.00,2.00,7.00,34.00,5,3.00,0.00,4/2/2017,40.65 km/h,0.00,260 km,20,2017,4,2
1039,29.00,2.00,7.00,34.00,11,23.00,0.00,4/9/2017,45.2 km/h,0.00,257 km,26,2017,4,9
1040,59.00,2.00,7.00,34.00,3,44.00,0.00,5/1/2017,39.27 km/h,0.00,215.7 km,44,2017,5,1
1041,40.00,2.00,7.00,34.00,,45.00,1.00,5/14/2017,44.55 km/h,0.00,167.5 km,50,2017,5,14
1042,122.00,2.00,7.00,34.00,,45.00,2.00,5/15/2017,38.34 km/h,0.00,143 km,50,2017,5,15
1043,77.00,2.00,7.00,34.00,,45.00,3.00,5/16/2017,38.13 km/h,0.00,186.5 km,50,2017,5,16
1044,82.00,2.00,7.00,34.00,,45.00,4.00,5/17/2017,43.13 km/h,0.00,159.5 km,50,2017,5,17
1045,69.00,2.00,7.00,34.00,,45.00,5.00,5/18/2017,33.73 km/h,0.00,125.5 km,50,2017,5,18
1046,55.00,2.00,7.00,34.00,,45.00,6.00,5/19/2017,50.62 km/h,0.00,24 km,50,2017,5,19
1047,45.00,2.00,7.00,34.00,,45.00,7.00,5/20/2017,47.63 km/h,0.00,125 km,50,2017,5,20
1048,69.00,2.00,7.00,34.00,3,45.00,-1.00,5/20/2017,-,0.00,0 km,50,2017,5,20
1049,89.00,2.00,7.00,34.00,,37.00,1.00,6/10/2017,56.25 km/h,0.00,6 km,19,2017,6,10
1050,59.00,2.00,7.00,34.00,,37.00,2.00,6/11/2017,39.46 km/h,0.00,172.7 km,19,2017,6,11
1051,64.00,2.00,7.00,34.00,,37.00,3.00,6/12/2017,41.59 km/h,43.00,159.3 km,19,2017,6,12
1052,57.00,2.00,7.00,34.00,,37.00,4.00,6/13/2017,37.53 km/h,0.00,143.2 km,19,2017,6,13
1053,62.00,2.00,7.00,34.00,,37.00,5.00,6/14/2017,42.17 km/h,76.00,222 km,19,2017,6,14
1054,51.00,2.00,7.00,34.00,,37.00,6.00,6/15/2017,35.87 km/h,260.00,166.7 km,19,2017,6,15
1055,52.00,2.00,7.00,34.00,,37.00,7.00,6/16/2017,41.82 km/h,0.00,166.3 km,19,2017,6,16
1056,38.00,2.00,7.00,34.00,,37.00,8.00,6/17/2017,51.03 km/h,0.00,100 km,19,2017,6,17
1057,37.00,2.00,7.00,34.00,5,37.00,-1.00,6/18/2017,-,0.00,0 km,19,2017,6,18
1058,94.00,2.00,7.00,34.00,,37.00,9.00,6/18/2017,47.01 km/h,0.00,28.6 km,19,2017,6,18
1059,71.00,2.00,7.00,34.00,,6.00,1.00,7/1/2017,52.28 km/h,0.00,14 km,1,2017,7,1
1060,69.00,2.00,7.00,34.00,,6.00,2.00,7/2/2017,44.06 km/h,16.00,203.5 km,1,2017,7,2
1061,107.00,2.00,7.00,34.00,,6.00,3.00,7/3/2017,41.49 km/h,34.00,212.5 km,1,2017,7,3
1062,156.00,2.00,7.00,34.00,,6.00,4.00,7/4/2017,42.36 km/h,10.00,207.5 km,1,2017,7,4
1063,121.00,2.00,7.00,34.00,,6.00,5.00,7/5/2017,42.97 km/h,141.00,160.5 km,1,2017,7,5
1064,41.00,2.00,7.00,34.00,,6.00,6.00,7/6/2017,42.41 km/h,13.00,216 km,1,2017,7,6
1065,64.00,2.00,7.00,34.00,,6.00,7.00,7/7/2017,42.24 km/h,12.00,213.5 km,1,2017,7,7
1066,83.00,2.00,7.00,34.00,,6.00,8.00,7/8/2017,41.59 km/h,168.00,187.5 km,1,2017,7,8
1067,76.00,2.00,7.00,34.00,,6.00,9.00,7/9/2017,35.43 km/h,280.00,181.5 km,1,2017,7,9
1068,21.00,2.00,7.00,34.00,,6.00,10.00,7/11/2017,44.32 km/h,8.00,178 km,1,2017,7,11
1069,26.00,2.00,7.00,34.00,,6.00,11.00,7/12/2017,44.49 km/h,5.00,203.5 km,1,2017,7,12
1070,49.00,2.00,7.00,34.00,,6.00,12.00,7/13/2017,36.81 km/h,334.00,214.5 km,1,2017,7,13
1071,110.00,2.00,7.00,34.00,,6.00,13.00,7/14/2017,38.73 km/h,233.00,101 km,1,2017,7,14
1072,79.00,2.00,7.00,34.00,,6.00,14.00,7/15/2017,41.58 km/h,45.00,181.5 km,1,2017,7,15
1073,63.00,2.00,7.00,34.00,,6.00,15.00,7/16/2017,40.35 km/h,94.00,189.5 km,1,2017,7,16
1074,76.00,2.00,7.00,34.00,,6.00,16.00,7/18/2017,45.36 km/h,17.00,165 km,1,2017,7,18
1075,89.00,2.00,7.00,34.00,,6.00,17.00,7/19/2017,35.69 km/h,275.00,183 km,1,2017,7,19
1076,74.00,2.00,7.00,34.00,,6.00,18.00,7/20/2017,38.39 km/h,254.00,179.5 km,1,2017,7,20
1077,53.00,2.00,7.00,34.00,,6.00,19.00,7/21/2017,43.61 km/h,38.00,222.5 km,1,2017,7,21
1078,91.00,2.00,7.00,34.00,,6.00,20.00,7/22/2017,47.79 km/h,23.00,22.5 km,1,2017,7,22
1079,70.00,2.00,7.00,34.00,25,6.00,-1.00,7/23/2017,40.997 km/h,0.00,0 km,1,2017,7,23
1080,154.00,2.00,7.00,34.00,,6.00,21.00,7/23/2017,43.25 km/h,0.00,105 km,1,2017,7,23
1081,43.00,2.00,7.00,34.00,3,46.00,0.00,7/30/2017,45.4 km/h,0.00,185.9 km,49,2017,7,30
1082,43.00,2.00,7.00,34.00,,8.00,2.00,8/20/2017,44.18 km/h,0.00,203.4 km,16,2017,8,20
1083,94.00,2.00,7.00,34.00,,8.00,3.00,8/21/2017,39.4 km/h,191.00,158.5 km,16,2017,8,21
1084,38.00,2.00,7.00,34.00,,8.00,4.00,8/22/2017,41.88 km/h,11.00,198.2 km,16,2017,8,22
1085,80.00,2.00,7.00,34.00,,8.00,5.00,8/23/2017,35.71 km/h,156.00,157.7 km,16,2017,8,23
1086,91.00,2.00,7.00,34.00,,8.00,6.00,8/24/2017,42.73 km/h,86.00,204.4 km,16,2017,8,24
1087,67.00,2.00,7.00,34.00,,8.00,7.00,8/25/2017,43.8 km/h,36.00,207 km,16,2017,8,25
1088,76.00,2.00,7.00,34.00,,8.00,8.00,8/26/2017,43.07 km/h,116.00,199.5 km,16,2017,8,26
1089,71.00,2.00,7.00,34.00,,8.00,9.00,8/27/2017,42.23 km/h,121.00,174 km,16,2017,8,27
1090,84.00,2.00,7.00,34.00,,8.00,10.00,8/29/2017,46 km/h,95.00,164.8 km,16,2017,8,29
1091,60.00,2.00,7.00,34.00,,8.00,11.00,8/30/2017,36.87 km/h,244.00,187.5 km,16,2017,8,30
1092,70.00,2.00,7.00,34.00,,8.00,12.00,8/31/2017,40.57 km/h,145.00,160.1 km,16,2017,8,31
1093,41.00,2.00,7.00,34.00,,8.00,13.00,9/1/2017,44.88 km/h,11.00,198.4 km,16,2017,9,1
1094,55.00,2.00,7.00,34.00,,8.00,14.00,9/2/2017,37.21 km/h,230.00,175 km,16,2017,9,2
1095,67.00,2.00,7.00,34.00,,8.00,15.00,9/3/2017,36.14 km/h,348.00,129.4 km,16,2017,9,3
1096,68.00,2.00,7.00,34.00,,8.00,16.00,9/5/2017,51.32 km/h,5.00,40.2 km,16,2017,9,5
1097,107.00,2.00,7.00,34.00,,8.00,17.00,9/6/2017,37.49 km/h,266.00,180.5 km,16,2017,9,6
1098,79.00,2.00,7.00,34.00,,8.00,18.00,9/7/2017,40.62 km/h,128.00,169 km,16,2017,9,7
1099,74.00,2.00,7.00,35.00,,8.00,19.00,9/8/2017,41.63 km/h,99.00,149.7 km,16,2017,9,8
1100,103.00,2.00,7.00,35.00,,8.00,20.00,9/9/2017,33.33 km/h,511.00,117.5 km,16,2017,9,9
1101,44.00,2.00,7.00,35.00,,8.00,21.00,9/10/2017,37.85 km/h,1.00,117.6 km,16,2017,9,10
1102,77.00,2.00,7.00,35.00,20,8.00,-1.00,9/10/2017,-,0.00,0 km,16,2017,9,10
1103,0.00,2.00,7.00,35.00,,9.00,0.00,10/7/2017,39.47 km/h,174.00,247 km,4,2017,10,7
1448,103.00,5.00,10.00,20.00,,10.00,1.00,1/17/2017,34.8 km/h,0.00,118.5 km,34,2017,1,17
1449,97.00,5.00,10.00,20.00,,10.00,2.00,1/18/2017,39.41 km/h,0.00,148.5 km,34,2017,1,18
1450,119.00,5.00,10.00,20.00,,10.00,3.00,1/19/2017,42.2 km/h,0.00,144 km,34,2017,1,19
1451,8.00,5.00,10.00,20.00,3,10.00,4.00,1/20/2017,39.81 km/h,0.00,149.5 km,34,2017,1,20
1452,110.00,5.00,10.00,20.00,,10.00,5.00,1/21/2017,41.28 km/h,0.00,151.5 km,34,2017,1,21
1453,105.00,5.00,10.00,20.00,5,10.00,-1.00,1/22/2017,-,0.00,0 km,34,2017,1,22
1454,14.00,5.00,10.00,20.00,,10.00,6.00,1/22/2017,46.77 km/h,0.00,90 km,34,2017,1,22
1676,0.00,7.00,17.00,31.00,,11.00,1.00,3/5/2017,43.95 km/h,0.00,148.5 km,4,2017,3,5
1677,59.00,7.00,17.00,32.00,5,14.00,0.00,4/16/2017,39.98 km/h,0.00,261 km,10,2017,4,16
1678,20.00,7.00,17.00,32.00,15,15.00,0.00,4/19/2017,38.12 km/h,0.00,200.5 km,20,2017,4,19
1679,113.00,7.00,17.00,32.00,5,16.00,0.00,4/23/2017,40.27 km/h,0.00,258 km,9,2017,4,23
1680,150.00,7.00,17.00,32.00,,37.00,1.00,6/10/2017,56.25 km/h,0.00,6 km,19,2017,6,10
1681,50.00,7.00,17.00,32.00,,37.00,2.00,6/11/2017,39.46 km/h,0.00,172.7 km,19,2017,6,11
1682,162.00,7.00,17.00,32.00,,37.00,3.00,6/12/2017,41.59 km/h,43.00,159.3 km,19,2017,6,12
1683,60.00,7.00,17.00,32.00,,37.00,4.00,6/13/2017,37.53 km/h,0.00,143.2 km,19,2017,6,13
1684,146.00,7.00,17.00,32.00,,37.00,5.00,6/14/2017,42.17 km/h,76.00,222 km,19,2017,6,14
1685,148.00,7.00,17.00,32.00,,37.00,6.00,6/15/2017,35.87 km/h,260.00,166.7 km,19,2017,6,15
1686,94.00,7.00,17.00,32.00,,37.00,7.00,6/16/2017,41.82 km/h,0.00,166.3 km,19,2017,6,16
1687,65.00,7.00,17.00,32.00,,37.00,8.00,6/17/2017,51.03 km/h,0.00,100 km,19,2017,6,17
1688,102.00,7.00,17.00,32.00,5,37.00,-1.00,6/18/2017,-,0.00,0 km,19,2017,6,18
1689,79.00,7.00,17.00,32.00,,37.00,9.00,6/18/2017,47.01 km/h,0.00,28.6 km,19,2017,6,18
1690,0.00,7.00,17.00,32.00,,9.00,0.00,10/7/2017,39.47 km/h,174.00,247 km,4,2017,10,7
1847,162.00,9.00,19.00,21.00,,1.00,1.00,3/20/2017,40 km/h,0.00,178.9 km,18,2017,3,20
1848,141.00,9.00,19.00,21.00,,1.00,3.00,3/22/2017,36.78 km/h,128.00,188.3 km,18,2017,3,22
1849,145.00,9.00,19.00,21.00,,1.00,4.00,3/23/2017,43.59 km/h,0.00,134 km,18,2017,3,23
1850,73.00,9.00,19.00,21.00,,1.00,5.00,3/24/2017,42.85 km/h,204.00,182 km,18,2017,3,24
1851,0.00,9.00,19.00,21.00,,1.00,6.00,3/25/2017,41.5 km/h,64.00,189.7 km,18,2017,3,25
1852,70.00,9.00,19.00,21.00,,18.00,1.00,4/26/2017,38.06 km/h,0.00,173.3 km,37,2017,4,26
1853,62.00,9.00,19.00,21.00,,18.00,2.00,4/27/2017,38.26 km/h,65.00,136 km,37,2017,4,27
1854,45.00,9.00,19.00,21.00,,18.00,3.00,4/28/2017,41.91 km/h,0.00,187 km,37,2017,4,28
1855,105.00,9.00,19.00,21.00,,18.00,4.00,4/29/2017,39.23 km/h,158.00,163.5 km,37,2017,4,29
1856,52.00,9.00,19.00,21.00,,18.00,5.00,4/30/2017,43.98 km/h,0.00,18.3 km,37,2017,4,30
1857,88.00,9.00,19.00,21.00,5,18.00,-1.00,4/30/2017,-,0.00,0 km,37,2017,4,30
1858,33.00,9.00,19.00,21.00,,30.00,1.00,7/29/2017,44.25 km/h,0.00,130 km,38,2017,7,29
1859,72.00,9.00,19.00,21.00,,30.00,2.00,7/30/2017,43.61 km/h,0.00,142 km,38,2017,7,30
1860,87.00,9.00,19.00,21.00,,30.00,3.00,7/31/2017,41.69 km/h,0.00,161 km,38,2017,7,31
1861,142.00,9.00,19.00,21.00,,30.00,4.00,8/1/2017,42.15 km/h,0.00,238 km,38,2017,8,1
1862,70.00,9.00,19.00,21.00,,30.00,5.00,8/2/2017,43.4 km/h,0.00,130 km,38,2017,8,2
1863,95.00,9.00,19.00,21.00,,30.00,6.00,8/3/2017,37.94 km/h,0.00,189 km,38,2017,8,3
1864,78.00,9.00,19.00,21.00,5,30.00,-1.00,8/4/2017,-,0.00,0 km,38,2017,8,4
1865,55.00,9.00,19.00,21.00,,30.00,7.00,8/4/2017,38.53 km/h,0.00,132.5 km,38,2017,8,4
1866,45.00,9.00,19.00,22.00,5,62.00,0.00,8/20/2017,41.96 km/h,0.00,220.9 km,32,2017,8,20
1867,44.00,9.00,19.00,22.00,5,49.00,0.00,9/8/2017,40.25 km/h,0.00,201.6 km,18,2017,9,8
1868,89.00,9.00,19.00,22.00,5,50.00,0.00,9/10/2017,38.27 km/h,0.00,205.7 km,18,2017,9,10
1869,56.00,9.00,19.00,22.00,,63.00,1.00,10/19/2017,46.02 km/h,0.00,107.4 km,46,2017,10,19
1870,53.00,9.00,19.00,22.00,,63.00,2.00,10/20/2017,41.99 km/h,0.00,156.7 km,46,2017,10,20
1871,49.00,9.00,19.00,22.00,,63.00,3.00,10/21/2017,46.46 km/h,0.00,125.4 km,46,2017,10,21
1872,10.00,9.00,19.00,22.00,,63.00,4.00,10/22/2017,44.56 km/h,0.00,151 km,46,2017,10,22
1873,23.00,9.00,19.00,22.00,,63.00,5.00,10/23/2017,41.83 km/h,0.00,212.2 km,46,2017,10,23
1874,11.00,9.00,19.00,22.00,36,63.00,-1.00,10/24/2017,-,0.00,0 km,46,2017,10,24
1875,21.00,9.00,19.00,22.00,,63.00,6.00,10/24/2017,44.53 km/h,0.00,168.1 km,46,2017,10,24
2169,40.00,13.00,25.00,27.00,,1.00,1.00,3/20/2017,40 km/h,0.00,178.9 km,18,2017,3,20
2170,101.00,13.00,25.00,27.00,,1.00,3.00,3/22/2017,36.78 km/h,128.00,188.3 km,18,2017,3,22
2171,36.00,13.00,25.00,27.00,,1.00,4.00,3/23/2017,43.59 km/h,0.00,134 km,18,2017,3,23
2172,85.00,13.00,25.00,27.00,,1.00,5.00,3/24/2017,42.85 km/h,204.00,182 km,18,2017,3,24
2173,103.00,13.00,25.00,27.00,,1.00,6.00,3/25/2017,41.5 km/h,64.00,189.7 km,18,2017,3,25
2174,67.00,13.00,25.00,27.00,,1.00,7.00,3/26/2017,44.07 km/h,53.00,138.7 km,18,2017,3,26
2175,88.00,13.00,25.00,27.00,5,1.00,-1.00,3/26/2017,-,0.00,0 km,18,2017,3,26
2176,51.00,13.00,25.00,27.00,,8.00,2.00,8/20/2017,44.18 km/h,0.00,203.4 km,16,2017,8,20
2177,41.00,13.00,25.00,27.00,,8.00,3.00,8/21/2017,39.4 km/h,191.00,158.5 km,16,2017,8,21
2178,10.00,13.00,25.00,27.00,6,8.00,4.00,8/22/2017,41.88 km/h,11.00,198.2 km,16,2017,8,22
2179,8.00,13.00,25.00,27.00,10,8.00,5.00,8/23/2017,35.71 km/h,156.00,157.7 km,16,2017,8,23
2180,50.00,13.00,25.00,27.00,,8.00,6.00,8/24/2017,42.73 km/h,86.00,204.4 km,16,2017,8,24
2181,7.00,13.00,25.00,27.00,12,8.00,7.00,8/25/2017,43.8 km/h,36.00,207 km,16,2017,8,25
2182,50.00,13.00,25.00,27.00,,8.00,8.00,8/26/2017,43.07 km/h,116.00,199.5 km,16,2017,8,26
2183,39.00,13.00,25.00,27.00,,8.00,9.00,8/27/2017,42.23 km/h,121.00,174 km,16,2017,8,27
2184,99.00,13.00,25.00,27.00,,8.00,10.00,8/29/2017,46 km/h,95.00,164.8 km,16,2017,8,29
2185,109.00,13.00,25.00,27.00,,8.00,11.00,8/30/2017,36.87 km/h,244.00,187.5 km,16,2017,8,30
2186,170.00,13.00,25.00,27.00,,8.00,12.00,8/31/2017,40.57 km/h,145.00,160.1 km,16,2017,8,31
2187,158.00,13.00,25.00,27.00,,8.00,13.00,9/1/2017,44.88 km/h,11.00,198.4 km,16,2017,9,1
2188,138.00,13.00,25.00,27.00,,8.00,14.00,9/2/2017,37.21 km/h,230.00,175 km,16,2017,9,2
2189,91.00,13.00,25.00,27.00,,8.00,15.00,9/3/2017,36.14 km/h,348.00,129.4 km,16,2017,9,3
2190,92.00,13.00,25.00,27.00,,8.00,16.00,9/5/2017,51.32 km/h,5.00,40.2 km,16,2017,9,5
2191,129.00,13.00,25.00,27.00,,8.00,17.00,9/6/2017,37.49 km/h,266.00,180.5 km,16,2017,9,6
2192,82.00,13.00,25.00,27.00,,8.00,18.00,9/7/2017,40.62 km/h,128.00,169 km,16,2017,9,7
2193,73.00,13.00,25.00,28.00,,8.00,19.00,9/8/2017,41.63 km/h,99.00,149.7 km,16,2017,9,8
2194,76.00,13.00,25.00,28.00,,8.00,20.00,9/9/2017,33.33 km/h,511.00,117.5 km,16,2017,9,9
2195,71.00,13.00,25.00,28.00,,8.00,21.00,9/10/2017,37.85 km/h,1.00,117.6 km,16,2017,9,10
2196,69.00,13.00,25.00,28.00,20,8.00,-1.00,9/10/2017,-,0.00,0 km,16,2017,9,10
