,Rnk,Rider,Team,Age,Pnt,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking,Year,Month,Day
192309,76.00,1138.00,46.00,38.00,,24.00,0.00,7/29/2017,39.28 km/h,0.00,231 km,24,2017,7,29
192310,94.00,1138.00,46.00,38.00,,25.00,1.00,8/7/2017,46.85 km/h,0.00,179.7 km,21,2017,8,7
192311,71.00,1138.00,46.00,38.00,,25.00,2.00,8/8/2017,49.24 km/h,0.00,9 km,21,2017,8,8
192312,86.00,1138.00,46.00,38.00,,25.00,3.00,8/9/2017,43.93 km/h,0.00,186 km,21,2017,8,9
192313,45.00,1138.00,46.00,38.00,,25.00,4.00,8/10/2017,47.18 km/h,0.00,160.7 km,21,2017,8,10
192314,125.00,1138.00,46.00,38.00,,25.00,5.00,8/11/2017,44.22 km/h,0.00,164.9 km,21,2017,8,11
192315,103.00,1138.00,46.00,38.00,,25.00,6.00,8/12/2017,38.79 km/h,0.00,196.9 km,21,2017,8,12
192316,38.00,1138.00,46.00,38.00,,25.00,7.00,8/13/2017,47.04 km/h,0.00,193.5 km,21,2017,8,13
192317,0.00,1138.00,46.00,38.00,5,25.00,-1.00,8/13/2017,-,0.00,0 km,21,2017,8,13
192318,99.00,1138.00,46.00,38.00,5,62.00,0.00,8/20/2017,41.96 km/h,0.00,220.9 km,32,2017,8,20
192319,41.00,1138.00,46.00,38.00,5,48.00,0.00,8/27/2017,40.9 km/h,0.00,239.7 km,8,2017,8,27
192320,58.00,1138.00,46.00,38.00,5,49.00,0.00,9/8/2017,40.25 km/h,0.00,201.6 km,18,2017,9,8
192321,43.00,1138.00,46.00,38.00,5,50.00,0.00,9/10/2017,38.27 km/h,0.00,205.7 km,18,2017,9,10
192478,107.00,1139.00,7.00,26.00,,54.00,0.00,3/4/2017,37.14 km/h,0.00,175 km,26,2017,3,4
192479,79.00,1139.00,7.00,26.00,5,32.00,0.00,3/18/2017,40.73 km/h,0.00,291 km,9,2017,3,18
192480,140.00,1139.00,7.00,26.00,,35.00,1.00,5/5/2017,39.42 km/h,0.00,206 km,23,2017,5,5
192481,0.00,1139.00,7.00,26.00,,35.00,2.00,5/6/2017,36.3 km/h,71.00,221 km,23,2017,5,6
192482,112.00,1139.00,7.00,26.00,,35.00,3.00,5/7/2017,42.99 km/h,0.00,148 km,23,2017,5,7
192483,175.00,1139.00,7.00,26.00,,35.00,4.00,5/9/2017,36.69 km/h,271.00,181 km,23,2017,5,9
192484,154.00,1139.00,7.00,26.00,,35.00,5.00,5/10/2017,43.33 km/h,0.00,159 km,23,2017,5,10
192485,117.00,1139.00,7.00,26.00,,35.00,6.00,5/11/2017,43.69 km/h,47.00,217 km,23,2017,5,11
192486,135.00,1139.00,7.00,26.00,,35.00,7.00,5/12/2017,40.08 km/h,0.00,224 km,23,2017,5,12
192487,152.00,1139.00,7.00,26.00,,35.00,8.00,5/13/2017,42.8 km/h,71.00,189 km,23,2017,5,13
192488,101.00,1139.00,7.00,26.00,,35.00,9.00,5/14/2017,40.56 km/h,373.00,152 km,23,2017,5,14
192489,68.00,1139.00,7.00,26.00,,35.00,10.00,5/16/2017,47.18 km/h,0.00,39.8 km,23,2017,5,16
192490,0.00,1139.00,7.00,26.00,,35.00,11.00,5/17/2017,36.7 km/h,0.00,161 km,23,2017,5,17
192491,174.00,1139.00,7.00,26.00,,35.00,12.00,5/18/2017,43.08 km/h,0.00,229 km,23,2017,5,18
192492,70.00,1139.00,7.00,26.00,,35.00,13.00,5/19/2017,44 km/h,0.00,167 km,23,2017,5,19
192493,70.00,1139.00,7.00,26.00,,35.00,14.00,5/20/2017,43.05 km/h,138.00,131 km,23,2017,5,20
192494,106.00,1139.00,7.00,26.00,,35.00,15.00,5/21/2017,46.49 km/h,108.00,199 km,23,2017,5,21
192495,82.00,1139.00,7.00,26.00,,35.00,16.00,5/23/2017,34.65 km/h,312.00,222 km,23,2017,5,23
192496,113.00,1139.00,7.00,26.00,,35.00,17.00,5/24/2017,38.32 km/h,85.00,219 km,23,2017,5,24
192497,62.00,1139.00,7.00,26.00,,35.00,18.00,5/25/2017,35.12 km/h,237.00,137 km,23,2017,5,25
192498,76.00,1139.00,7.00,26.00,,35.00,19.00,5/26/2017,39.11 km/h,0.00,191 km,23,2017,5,26
192499,147.00,1139.00,7.00,26.00,,35.00,20.00,5/27/2017,38.26 km/h,181.00,190 km,23,2017,5,27
192500,128.00,1139.00,7.00,26.00,20,35.00,-1.00,5/28/2017,-,0.00,0 km,23,2017,5,28
192501,74.00,1139.00,7.00,26.00,,35.00,21.00,5/28/2017,53.06 km/h,0.00,29.3 km,23,2017,5,28
192502,154.00,1139.00,7.00,26.00,,24.00,0.00,7/29/2017,39.28 km/h,0.00,231 km,24,2017,7,29
192503,97.00,1139.00,7.00,26.00,,46.00,0.00,7/30/2017,45.4 km/h,0.00,185.9 km,49,2017,7,30
192504,99.00,1139.00,7.00,27.00,,62.00,0.00,8/20/2017,41.96 km/h,0.00,220.9 km,32,2017,8,20
192505,112.00,1139.00,7.00,27.00,,51.00,1.00,10/10/2017,44.65 km/h,0.00,176.7 km,132,2017,10,10
192506,43.00,1139.00,7.00,27.00,,51.00,2.00,10/11/2017,33.97 km/h,0.00,205 km,132,2017,10,11
192507,89.00,1139.00,7.00,27.00,,51.00,3.00,10/12/2017,37.56 km/h,0.00,128.6 km,132,2017,10,12
192508,90.00,1139.00,7.00,27.00,,51.00,4.00,10/13/2017,36.44 km/h,0.00,204.1 km,132,2017,10,13
192509,115.00,1139.00,7.00,27.00,,51.00,5.00,10/14/2017,40.35 km/h,0.00,166 km,132,2017,10,14
192510,142.00,1139.00,7.00,27.00,,51.00,6.00,10/15/2017,42.15 km/h,0.00,143.7 km,132,2017,10,15
192556,0.00,1140.00,114.00,28.00,13,10.00,1.00,1/17/2017,34.8 km/h,0.00,118.5 km,34,2017,1,17
192557,0.00,1140.00,114.00,28.00,,10.00,2.00,1/18/2017,39.41 km/h,0.00,148.5 km,34,2017,1,18
192558,130.00,1140.00,114.00,28.00,,10.00,3.00,1/19/2017,42.2 km/h,0.00,144 km,34,2017,1,19
192559,0.00,1140.00,114.00,28.00,,10.00,4.00,1/20/2017,39.81 km/h,0.00,149.5 km,34,2017,1,20
192560,0.00,1140.00,114.00,28.00,,10.00,5.00,1/21/2017,41.28 km/h,0.00,151.5 km,34,2017,1,21
192561,0.00,1140.00,114.00,28.00,5,10.00,-1.00,1/22/2017,-,0.00,0 km,34,2017,1,22
192562,105.00,1140.00,114.00,28.00,18,10.00,6.00,1/22/2017,46.77 km/h,0.00,90 km,34,2017,1,22
192563,0.00,1140.00,114.00,28.00,,33.00,2.00,3/9/2017,39.06 km/h,84.00,229 km,10,2017,3,9
192564,137.00,1140.00,114.00,28.00,,33.00,3.00,3/10/2017,41.92 km/h,0.00,204 km,10,2017,3,10
192565,4.00,1140.00,114.00,28.00,,33.00,4.00,3/11/2017,31.34 km/h,273.00,171 km,10,2017,3,11
192566,27.00,1140.00,114.00,28.00,,33.00,5.00,3/12/2017,41.79 km/h,94.00,209 km,10,2017,3,12
192567,152.00,1140.00,114.00,28.00,,33.00,6.00,3/13/2017,40.4 km/h,0.00,168 km,10,2017,3,13
192568,128.00,1140.00,114.00,28.00,5,33.00,-1.00,3/14/2017,-,0.00,0 km,10,2017,3,14
192569,103.00,1140.00,114.00,28.00,,33.00,7.00,3/14/2017,53.36 km/h,0.00,10.05 km,10,2017,3,14
192570,103.00,1140.00,114.00,28.00,3,28.00,0.00,3/22/2017,42.46 km/h,0.00,203.4 km,32,2017,3,22
192571,96.00,1140.00,114.00,28.00,,Record_Bank_20,0.00,3/24/2017,42.9 km/h,0.00,206.1 km,28,2017,3,24
192572,121.00,1140.00,114.00,28.00,,43.00,0.00,3/26/2017,44.06 km/h,0.00,249 km,23,2017,3,26
192573,37.00,1140.00,114.00,28.00,,3.00,0.00,4/2/2017,40.65 km/h,0.00,260 km,20,2017,4,2
192574,27.00,1140.00,114.00,28.00,,23.00,0.00,4/9/2017,45.2 km/h,0.00,257 km,26,2017,4,9
192575,63.00,1140.00,114.00,28.00,,44.00,0.00,5/1/2017,39.27 km/h,0.00,215.7 km,44,2017,5,1
192576,160.00,1140.00,114.00,28.00,2,45.00,1.00,5/14/2017,44.55 km/h,0.00,167.5 km,50,2017,5,14
192577,160.00,1140.00,114.00,28.00,,45.00,2.00,5/15/2017,38.34 km/h,0.00,143 km,50,2017,5,15
192578,0.00,1140.00,114.00,28.00,,45.00,3.00,5/16/2017,38.13 km/h,0.00,186.5 km,50,2017,5,16
192579,98.00,1140.00,114.00,28.00,,45.00,4.00,5/17/2017,43.13 km/h,0.00,159.5 km,50,2017,5,17
192580,4.00,1140.00,114.00,28.00,,45.00,5.00,5/18/2017,33.73 km/h,0.00,125.5 km,50,2017,5,18
192581,129.00,1140.00,114.00,28.00,,45.00,6.00,5/19/2017,50.62 km/h,0.00,24 km,50,2017,5,19
192582,137.00,1140.00,114.00,28.00,,45.00,7.00,5/20/2017,47.63 km/h,0.00,125 km,50,2017,5,20
192583,136.00,1140.00,114.00,28.00,3,45.00,-1.00,5/20/2017,-,0.00,0 km,50,2017,5,20
192584,116.00,1140.00,114.00,28.00,,37.00,1.00,6/10/2017,56.25 km/h,0.00,6 km,19,2017,6,10
192585,132.00,1140.00,114.00,28.00,,37.00,2.00,6/11/2017,39.46 km/h,0.00,172.7 km,19,2017,6,11
192586,7.00,1140.00,114.00,28.00,,37.00,3.00,6/12/2017,41.59 km/h,43.00,159.3 km,19,2017,6,12
192587,78.00,1140.00,114.00,28.00,,37.00,4.00,6/13/2017,37.53 km/h,0.00,143.2 km,19,2017,6,13
192588,11.00,1140.00,114.00,28.00,,37.00,5.00,6/14/2017,42.17 km/h,76.00,222 km,19,2017,6,14
192589,155.00,1140.00,114.00,28.00,,37.00,6.00,6/15/2017,35.87 km/h,260.00,166.7 km,19,2017,6,15
192590,0.00,1140.00,114.00,28.00,3,46.00,0.00,7/30/2017,45.4 km/h,0.00,185.9 km,49,2017,7,30
192591,56.00,1140.00,114.00,28.00,,25.00,1.00,8/7/2017,46.85 km/h,0.00,179.7 km,21,2017,8,7
192592,60.00,1140.00,114.00,28.00,,25.00,2.00,8/8/2017,49.24 km/h,0.00,9 km,21,2017,8,8
192593,0.00,1140.00,114.00,28.00,,25.00,3.00,8/9/2017,43.93 km/h,0.00,186 km,21,2017,8,9
192594,85.00,1140.00,114.00,28.00,30,25.00,4.00,8/10/2017,47.18 km/h,0.00,160.7 km,21,2017,8,10
192595,168.00,1140.00,114.00,28.00,,25.00,5.00,8/11/2017,44.22 km/h,0.00,164.9 km,21,2017,8,11
192596,167.00,1140.00,114.00,28.00,,25.00,6.00,8/12/2017,38.79 km/h,0.00,196.9 km,21,2017,8,12
192597,169.00,1140.00,114.00,28.00,,25.00,7.00,8/13/2017,47.04 km/h,0.00,193.5 km,21,2017,8,13
192598,111.00,1140.00,114.00,28.00,50,62.00,0.00,8/20/2017,41.96 km/h,0.00,220.9 km,32,2017,8,20
192599,114.00,1140.00,114.00,29.00,,51.00,1.00,10/10/2017,44.65 km/h,0.00,176.7 km,132,2017,10,10
192600,0.00,1140.00,114.00,29.00,,51.00,2.00,10/11/2017,33.97 km/h,0.00,205 km,132,2017,10,11
192601,4.00,1140.00,114.00,29.00,,51.00,3.00,10/12/2017,37.56 km/h,0.00,128.6 km,132,2017,10,12
192602,121.00,1140.00,114.00,29.00,,51.00,4.00,10/13/2017,36.44 km/h,0.00,204.1 km,132,2017,10,13
192603,89.00,1140.00,114.00,29.00,,51.00,5.00,10/14/2017,40.35 km/h,0.00,166 km,132,2017,10,14
192604,70.00,1140.00,114.00,29.00,3,51.00,-1.00,10/15/2017,-,0.00,0 km,132,2017,10,15
192605,113.00,1140.00,114.00,29.00,,51.00,6.00,10/15/2017,42.15 km/h,0.00,143.7 km,132,2017,10,15
192644,95.00,1141.00,87.00,34.00,,22.00,1.00,2/23/2017,40.92 km/h,0.00,189 km,20,2017,2,23
192645,87.00,1141.00,87.00,34.00,,22.00,2.00,2/24/2017,44.1 km/h,0.00,153 km,20,2017,2,24
192646,58.00,1141.00,87.00,34.00,,22.00,3.00,2/25/2017,40.71 km/h,120.00,186 km,20,2017,2,25
192647,75.00,1141.00,87.00,34.00,,22.00,4.00,2/26/2017,46.86 km/h,0.00,143 km,20,2017,2,26
192648,64.00,1141.00,87.00,34.00,3,22.00,-1.00,2/26/2017,-,0.00,0 km,20,2017,2,26
192649,73.00,1141.00,87.00,34.00,,35.00,1.00,5/5/2017,39.42 km/h,0.00,206 km,23,2017,5,5
192650,63.00,1141.00,87.00,34.00,,35.00,2.00,5/6/2017,36.3 km/h,71.00,221 km,23,2017,5,6
192651,0.00,1141.00,87.00,34.00,,35.00,3.00,5/7/2017,42.99 km/h,0.00,148 km,23,2017,5,7
192652,0.00,1141.00,87.00,34.00,,35.00,4.00,5/9/2017,36.69 km/h,271.00,181 km,23,2017,5,9
192653,51.00,1141.00,87.00,34.00,,35.00,5.00,5/10/2017,43.33 km/h,0.00,159 km,23,2017,5,10
192654,84.00,1141.00,87.00,34.00,,35.00,6.00,5/11/2017,43.69 km/h,47.00,217 km,23,2017,5,11
192655,68.00,1141.00,87.00,34.00,,35.00,7.00,5/12/2017,40.08 km/h,0.00,224 km,23,2017,5,12
192656,109.00,1141.00,87.00,34.00,,35.00,8.00,5/13/2017,42.8 km/h,71.00,189 km,23,2017,5,13
192657,11.00,1141.00,87.00,34.00,,35.00,9.00,5/14/2017,40.56 km/h,373.00,152 km,23,2017,5,14
192658,0.00,1141.00,87.00,34.00,,35.00,10.00,5/16/2017,47.18 km/h,0.00,39.8 km,23,2017,5,16
192659,113.00,1141.00,87.00,34.00,,35.00,11.00,5/17/2017,36.7 km/h,0.00,161 km,23,2017,5,17
192660,78.00,1141.00,87.00,34.00,,35.00,12.00,5/18/2017,43.08 km/h,0.00,229 km,23,2017,5,18
192661,27.00,1141.00,87.00,34.00,,35.00,13.00,5/19/2017,44 km/h,0.00,167 km,23,2017,5,19
192662,11.00,1141.00,87.00,34.00,,35.00,14.00,5/20/2017,43.05 km/h,138.00,131 km,23,2017,5,20
192663,27.00,1141.00,87.00,34.00,,35.00,15.00,5/21/2017,46.49 km/h,108.00,199 km,23,2017,5,21
192664,12.00,1141.00,87.00,34.00,,35.00,16.00,5/23/2017,34.65 km/h,312.00,222 km,23,2017,5,23
192665,46.00,1141.00,87.00,34.00,,35.00,17.00,5/24/2017,38.32 km/h,85.00,219 km,23,2017,5,24
192666,15.00,1141.00,87.00,34.00,,35.00,18.00,5/25/2017,35.12 km/h,237.00,137 km,23,2017,5,25
192667,93.00,1141.00,87.00,34.00,,35.00,19.00,5/26/2017,39.11 km/h,0.00,191 km,23,2017,5,26
192668,24.00,1141.00,87.00,34.00,,35.00,20.00,5/27/2017,38.26 km/h,181.00,190 km,23,2017,5,27
192669,18.00,1141.00,87.00,34.00,,35.00,21.00,5/28/2017,53.06 km/h,0.00,29.3 km,23,2017,5,28
192670,49.00,1141.00,87.00,34.00,20,35.00,-1.00,5/28/2017,-,0.00,0 km,23,2017,5,28
192671,46.00,1141.00,87.00,35.00,5,9.00,0.00,10/7/2017,39.47 km/h,174.00,247 km,4,2017,10,7
192672,98.00,1141.00,87.00,35.00,,51.00,1.00,10/10/2017,44.65 km/h,0.00,176.7 km,132,2017,10,10
192673,4.00,1141.00,87.00,35.00,,51.00,2.00,10/11/2017,33.97 km/h,0.00,205 km,132,2017,10,11
192674,7.00,1141.00,87.00,35.00,,51.00,3.00,10/12/2017,37.56 km/h,0.00,128.6 km,132,2017,10,12
192675,42.00,1141.00,87.00,35.00,,51.00,4.00,10/13/2017,36.44 km/h,0.00,204.1 km,132,2017,10,13
192676,123.00,1141.00,87.00,35.00,,51.00,5.00,10/14/2017,40.35 km/h,0.00,166 km,132,2017,10,14
192677,81.00,1141.00,87.00,35.00,,51.00,6.00,10/15/2017,42.15 km/h,0.00,143.7 km,132,2017,10,15
192678,17.00,1141.00,87.00,35.00,5,51.00,-1.00,10/15/2017,-,0.00,0 km,132,2017,10,15
192703,82.00,1143.00,157.00,24.00,,28.00,0.00,3/22/2017,42.46 km/h,0.00,203.4 km,32,2017,3,22
192704,150.00,1143.00,157.00,24.00,,Record_Bank_20,0.00,3/24/2017,42.9 km/h,0.00,206.1 km,28,2017,3,24
192888,85.00,1144.00,58.00,33.00,,11.00,1.00,3/5/2017,43.95 km/h,0.00,148.5 km,4,2017,3,5
192889,42.00,1144.00,58.00,33.00,,11.00,2.00,3/6/2017,44.83 km/h,0.00,195 km,4,2017,3,6
192890,40.00,1144.00,58.00,33.00,,11.00,3.00,3/7/2017,42.03 km/h,0.00,190 km,4,2017,3,7
192891,71.00,1144.00,58.00,33.00,,11.00,4.00,3/8/2017,40.18 km/h,0.00,14.5 km,4,2017,3,8
192892,43.00,1144.00,58.00,33.00,,11.00,5.00,3/9/2017,42.21 km/h,0.00,199.5 km,4,2017,3,9
192893,131.00,1144.00,58.00,33.00,,11.00,6.00,3/10/2017,41.79 km/h,111.00,193.5 km,4,2017,3,10
192894,88.00,1144.00,58.00,33.00,,11.00,7.00,3/11/2017,35.21 km/h,0.00,177 km,4,2017,3,11
192895,112.00,1144.00,58.00,33.00,5,11.00,-1.00,3/12/2017,-,0.00,0 km,4,2017,3,12
192896,124.00,1144.00,58.00,33.00,,11.00,8.00,3/12/2017,41.03 km/h,119.00,115.5 km,4,2017,3,12
192897,101.00,1144.00,58.00,33.00,,1.00,1.00,3/20/2017,40 km/h,0.00,178.9 km,18,2017,3,20
192898,31.00,1144.00,58.00,33.00,,1.00,3.00,3/22/2017,36.78 km/h,128.00,188.3 km,18,2017,3,22
192899,107.00,1144.00,58.00,33.00,,1.00,4.00,3/23/2017,43.59 km/h,0.00,134 km,18,2017,3,23
192900,62.00,1144.00,58.00,33.00,,1.00,5.00,3/24/2017,42.85 km/h,204.00,182 km,18,2017,3,24
192901,97.00,1144.00,58.00,33.00,,1.00,6.00,3/25/2017,41.5 km/h,64.00,189.7 km,18,2017,3,25
192902,79.00,1144.00,58.00,33.00,,1.00,7.00,3/26/2017,44.07 km/h,53.00,138.7 km,18,2017,3,26
192903,80.00,1144.00,58.00,33.00,5,1.00,-1.00,3/26/2017,-,0.00,0 km,18,2017,3,26
192904,0.00,1144.00,58.00,33.00,,35.00,1.00,5/5/2017,39.42 km/h,0.00,206 km,23,2017,5,5
192905,86.00,1144.00,58.00,33.00,,35.00,2.00,5/6/2017,36.3 km/h,71.00,221 km,23,2017,5,6
192906,113.00,1144.00,58.00,33.00,,35.00,3.00,5/7/2017,42.99 km/h,0.00,148 km,23,2017,5,7
192907,66.00,1144.00,58.00,33.00,,35.00,4.00,5/9/2017,36.69 km/h,271.00,181 km,23,2017,5,9
192908,67.00,1144.00,58.00,33.00,,35.00,5.00,5/10/2017,43.33 km/h,0.00,159 km,23,2017,5,10
192909,66.00,1144.00,58.00,33.00,,35.00,6.00,5/11/2017,43.69 km/h,47.00,217 km,23,2017,5,11
192910,0.00,1144.00,58.00,33.00,,35.00,7.00,5/12/2017,40.08 km/h,0.00,224 km,23,2017,5,12
192911,107.00,1144.00,58.00,33.00,,35.00,8.00,5/13/2017,42.8 km/h,71.00,189 km,23,2017,5,13
192912,186.00,1144.00,58.00,33.00,,35.00,9.00,5/14/2017,40.56 km/h,373.00,152 km,23,2017,5,14
192913,121.00,1144.00,58.00,33.00,,35.00,10.00,5/16/2017,47.18 km/h,0.00,39.8 km,23,2017,5,16
192914,59.00,1144.00,58.00,33.00,,35.00,11.00,5/17/2017,36.7 km/h,0.00,161 km,23,2017,5,17
192915,140.00,1144.00,58.00,33.00,,35.00,12.00,5/18/2017,43.08 km/h,0.00,229 km,23,2017,5,18
192916,85.00,1144.00,58.00,33.00,,35.00,13.00,5/19/2017,44 km/h,0.00,167 km,23,2017,5,19
192917,148.00,1144.00,58.00,33.00,,35.00,14.00,5/20/2017,43.05 km/h,138.00,131 km,23,2017,5,20
192918,147.00,1144.00,58.00,33.00,,35.00,15.00,5/21/2017,46.49 km/h,108.00,199 km,23,2017,5,21
192919,73.00,1144.00,58.00,33.00,,35.00,16.00,5/23/2017,34.65 km/h,312.00,222 km,23,2017,5,23
192920,139.00,1144.00,58.00,33.00,,35.00,17.00,5/24/2017,38.32 km/h,85.00,219 km,23,2017,5,24
192921,104.00,1144.00,58.00,33.00,,35.00,18.00,5/25/2017,35.12 km/h,237.00,137 km,23,2017,5,25
192922,110.00,1144.00,58.00,33.00,,35.00,19.00,5/26/2017,39.11 km/h,0.00,191 km,23,2017,5,26
192923,148.00,1144.00,58.00,33.00,,35.00,20.00,5/27/2017,38.26 km/h,181.00,190 km,23,2017,5,27
192924,85.00,1144.00,58.00,33.00,20,35.00,-1.00,5/28/2017,-,0.00,0 km,23,2017,5,28
192925,66.00,1144.00,58.00,33.00,,35.00,21.00,5/28/2017,53.06 km/h,0.00,29.3 km,23,2017,5,28
192926,113.00,1144.00,58.00,33.00,,37.00,1.00,6/10/2017,56.25 km/h,0.00,6 km,19,2017,6,10
192927,146.00,1144.00,58.00,33.00,,37.00,2.00,6/11/2017,39.46 km/h,0.00,172.7 km,19,2017,6,11
192928,144.00,1144.00,58.00,33.00,,37.00,3.00,6/12/2017,41.59 km/h,43.00,159.3 km,19,2017,6,12
192929,0.00,1144.00,58.00,33.00,,37.00,4.00,6/13/2017,37.53 km/h,0.00,143.2 km,19,2017,6,13
192930,0.00,1144.00,58.00,33.00,,37.00,5.00,6/14/2017,42.17 km/h,76.00,222 km,19,2017,6,14
192931,90.00,1144.00,58.00,33.00,,37.00,6.00,6/15/2017,35.87 km/h,260.00,166.7 km,19,2017,6,15
192932,0.00,1144.00,58.00,33.00,,37.00,7.00,6/16/2017,41.82 km/h,0.00,166.3 km,19,2017,6,16
192933,143.00,1144.00,58.00,33.00,,37.00,8.00,6/17/2017,51.03 km/h,0.00,100 km,19,2017,6,17
192934,123.00,1144.00,58.00,33.00,5,37.00,-1.00,6/18/2017,-,0.00,0 km,19,2017,6,18
192935,153.00,1144.00,58.00,33.00,,37.00,9.00,6/18/2017,47.01 km/h,0.00,28.6 km,19,2017,6,18
192936,105.00,1144.00,58.00,33.00,,24.00,0.00,7/29/2017,39.28 km/h,0.00,231 km,24,2017,7,29
192937,133.00,1144.00,58.00,33.00,,48.00,0.00,8/27/2017,40.9 km/h,0.00,239.7 km,8,2017,8,27
192938,76.00,1144.00,58.00,34.00,,49.00,0.00,9/8/2017,40.25 km/h,0.00,201.6 km,18,2017,9,8
192939,63.00,1144.00,58.00,34.00,,50.00,0.00,9/10/2017,38.27 km/h,0.00,205.7 km,18,2017,9,10
192968,16.00,1145.00,155.00,30.00,3,27.00,0.00,2/25/2017,40.32 km/h,0.00,198.3 km,26,2017,2,25
192969,37.00,1145.00,155.00,31.00,28,28.00,0.00,3/22/2017,42.46 km/h,0.00,203.4 km,32,2017,3,22
192970,107.00,1145.00,155.00,31.00,38,43.00,0.00,3/26/2017,44.06 km/h,0.00,249 km,23,2017,3,26
192971,103.00,1145.00,155.00,31.00,5,15.00,0.00,4/19/2017,38.12 km/h,0.00,200.5 km,20,2017,4,19
192996,78.00,1146.00,121.00,28.00,,27.00,0.00,2/25/2017,40.32 km/h,0.00,198.3 km,26,2017,2,25
192997,52.00,1146.00,121.00,28.00,3,28.00,0.00,3/22/2017,42.46 km/h,0.00,203.4 km,32,2017,3,22
192998,30.00,1146.00,121.00,28.00,,Record_Bank_20,0.00,3/24/2017,42.9 km/h,0.00,206.1 km,28,2017,3,24
192999,11.00,1146.00,121.00,28.00,12,43.00,0.00,3/26/2017,44.06 km/h,0.00,249 km,23,2017,3,26
193000,84.00,1146.00,121.00,28.00,,3.00,0.00,4/2/2017,40.65 km/h,0.00,260 km,20,2017,4,2
193001,0.00,1146.00,121.00,28.00,,23.00,0.00,4/9/2017,45.2 km/h,0.00,257 km,26,2017,4,9
193002,41.00,1146.00,121.00,29.00,,25.00,1.00,8/7/2017,46.85 km/h,0.00,179.7 km,21,2017,8,7
193003,69.00,1146.00,121.00,29.00,,25.00,2.00,8/8/2017,49.24 km/h,0.00,9 km,21,2017,8,8
193004,76.00,1146.00,121.00,29.00,,25.00,3.00,8/9/2017,43.93 km/h,0.00,186 km,21,2017,8,9
193005,116.00,1146.00,121.00,29.00,,25.00,4.00,8/10/2017,47.18 km/h,0.00,160.7 km,21,2017,8,10
193006,0.00,1146.00,121.00,29.00,,25.00,5.00,8/11/2017,44.22 km/h,0.00,164.9 km,21,2017,8,11
193007,0.00,1146.00,121.00,29.00,,25.00,6.00,8/12/2017,38.79 km/h,0.00,196.9 km,21,2017,8,12
193283,117.00,1147.00,95.00,36.00,,27.00,0.00,2/25/2017,40.32 km/h,0.00,198.3 km,26,2017,2,25
193284,0.00,1147.00,95.00,36.00,,11.00,1.00,3/5/2017,43.95 km/h,0.00,148.5 km,4,2017,3,5
193285,23.00,1147.00,95.00,36.00,,11.00,2.00,3/6/2017,44.83 km/h,0.00,195 km,4,2017,3,6
193286,25.00,1147.00,95.00,36.00,,11.00,3.00,3/7/2017,42.03 km/h,0.00,190 km,4,2017,3,7
193287,45.00,1147.00,95.00,36.00,,11.00,4.00,3/8/2017,40.18 km/h,0.00,14.5 km,4,2017,3,8
193288,56.00,1147.00,95.00,36.00,,11.00,5.00,3/9/2017,42.21 km/h,0.00,199.5 km,4,2017,3,9
193289,137.00,1147.00,95.00,36.00,,11.00,6.00,3/10/2017,41.79 km/h,111.00,193.5 km,4,2017,3,10
193290,158.00,1147.00,95.00,36.00,,11.00,7.00,3/11/2017,35.21 km/h,0.00,177 km,4,2017,3,11
193291,171.00,1147.00,95.00,36.00,,11.00,8.00,3/12/2017,41.03 km/h,119.00,115.5 km,4,2017,3,12
193292,169.00,1147.00,95.00,36.00,5,32.00,0.00,3/18/2017,40.73 km/h,0.00,291 km,9,2017,3,18
193293,133.00,1147.00,95.00,36.00,3,28.00,0.00,3/22/2017,42.46 km/h,0.00,203.4 km,32,2017,3,22
193294,24.00,1147.00,95.00,36.00,10,Record_Bank_20,0.00,3/24/2017,42.9 km/h,0.00,206.1 km,28,2017,3,24
193295,0.00,1147.00,95.00,36.00,5,43.00,0.00,3/26/2017,44.06 km/h,0.00,249 km,23,2017,3,26
193296,37.00,1147.00,95.00,36.00,,3.00,0.00,4/2/2017,40.65 km/h,0.00,260 km,20,2017,4,2
193297,174.00,1147.00,95.00,36.00,,23.00,0.00,4/9/2017,45.2 km/h,0.00,257 km,26,2017,4,9
193298,166.00,1147.00,95.00,36.00,,5.00,1.00,6/4/2017,39.68 km/h,131.00,170 km,6,2017,6,4
193299,168.00,1147.00,95.00,36.00,,5.00,2.00,6/5/2017,40.41 km/h,0.00,171 km,6,2017,6,5
193300,169.00,1147.00,95.00,36.00,,5.00,3.00,6/6/2017,44.86 km/h,0.00,184 km,6,2017,6,6
193301,159.00,1147.00,95.00,36.00,,5.00,4.00,6/7/2017,50.15 km/h,0.00,23.5 km,6,2017,6,7
193302,0.00,1147.00,95.00,36.00,,5.00,5.00,6/8/2017,42.94 km/h,0.00,175 km,6,2017,6,8
193303,80.00,1147.00,95.00,36.00,,5.00,6.00,6/9/2017,39.36 km/h,285.00,145.5 km,6,2017,6,9
193304,157.00,1147.00,95.00,36.00,,6.00,1.00,7/1/2017,52.28 km/h,0.00,14 km,1,2017,7,1
193305,149.00,1147.00,95.00,36.00,,6.00,2.00,7/2/2017,44.06 km/h,16.00,203.5 km,1,2017,7,2
193306,155.00,1147.00,95.00,36.00,,6.00,3.00,7/3/2017,41.49 km/h,34.00,212.5 km,1,2017,7,3
