,Unnamed: 0,Rnk,Rider,Team,Age,Pnt,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking,Year,Month,Day,old_elo,new_elo,old_rd,new_rd,old_team_elo,new_team_elo,old_team_rd,new_team_rd,Date1
130287,130305.0,146,623.0,80,27.0,6.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1396.5002620123773,350.0,218.46063512634547,1500.0,1798.354850940048,350.0,258.89154034474694,2012-01-22
38527,38531.0,70,173.0,125,21.0,120.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,2379.7477728947924,350.0,218.46063512634547,1500.0,2022.1209891450837,350.0,258.89154034474694,2012-01-22
46636,46640.0,60,213.0,23,20.0,18.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1758.7493449690564,350.0,218.46063512634547,1500.0,1947.5322764100717,350.0,258.89154034474694,2012-01-22
47738,47742.0,51,219.0,64,30.0,8.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,218.46063512634547,1500.0,1276.2338617949642,350.0,258.89154034474694,2012-01-22
48430,48434.0,45,220.0,144,22.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1052.4677235899283,350.0,258.89154034474694,2012-01-22
49302,49306.0,82,225.0,41,24.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,903.2902981199045,350.0,258.89154034474694,2012-01-22
51243,51247.0,86,232.0,57,23.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,2096.7097018800955,350.0,258.89154034474694,2012-01-22
53667,53671.0,37,242.0,80,22.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1798.354850940048,350.0,258.89154034474694,2012-01-22
65848,65858.0,30,296.0,49,25.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,679.5241599148686,350.0,258.89154034474694,2012-01-22
67161,67171.0,16,298.0,144,26.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1052.4677235899283,350.0,258.89154034474694,2012-01-22
82678,82695.0,161,384.0,55,22.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1723.766138205036,350.0,258.89154034474694,2012-01-22
90431,90449.0,93,439.0,55,22.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1723.766138205036,350.0,258.89154034474694,2012-01-22
93147,93165.0,138,451.0,105,28.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1649.177425470024,350.0,258.89154034474694,2012-01-22
138884,138902.0,153,674.0,67,26.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1500.0,350.0,258.89154034474694,2012-01-22
94534,94552.0,11,456.0,57,24.0,100.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,2276.2480349071698,350.0,218.46063512634547,1500.0,2096.7097018800955,350.0,258.89154034474694,2012-01-22
102330,102348.0,4,501.0,26,20.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,2320.4758400851315,350.0,258.89154034474694,2012-01-22
103796,103814.0,71,506.0,80,26.0,60.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,2069.248558931924,350.0,218.46063512634547,1500.0,1798.354850940048,350.0,258.89154034474694,2012-01-22
106635,106653.0,15,521.0,23,26.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1947.5322764100717,350.0,258.89154034474694,2012-01-22
108628,108646.0,79,527.0,26,24.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,2320.4758400851315,350.0,258.89154034474694,2012-01-22
109670,109688.0,4,530.0,23,21.0,80.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,2172.748296919547,350.0,218.46063512634547,1500.0,1947.5322764100717,350.0,258.89154034474694,2012-01-22
111726,111744.0,166,541.0,64,29.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1276.2338617949642,350.0,258.89154034474694,2012-01-22
112145,112163.0,86,543.0,64,29.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1276.2338617949642,350.0,258.89154034474694,2012-01-22
115801,115819.0,42,561.0,57,25.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,2096.7097018800955,350.0,258.89154034474694,2012-01-22
117131,117149.0,48,569.0,98 - Nissan,25.0,110.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,2327.997903900981,350.0,218.46063512634547,1500.0,2171.2984146151075,350.0,258.89154034474694,2012-01-22
123826,123844.0,17,592.0,84 - BigMat,29.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1350.822574529976,350.0,258.89154034474694,2012-01-22
128943,128961.0,7,616.0,105,26.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1649.177425470024,350.0,258.89154034474694,2012-01-22
129404,129422.0,18,617.0,23,26.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1947.5322764100717,350.0,258.89154034474694,2012-01-22
97757,97775.0,169,470.0,105,25.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1649.177425470024,350.0,258.89154034474694,2012-01-22
35867,35871.0,48,162.0,125,19.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,568.5023581113963,350.0,218.46063512634547,1500.0,2022.1209891450837,350.0,258.89154034474694,2012-01-22
213384,213437.0,49,1348.0,74,24.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1574.588712735012,350.0,258.89154034474694,2012-01-22
215332,215385.0,12,1371.0,80,31.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1798.354850940048,350.0,258.89154034474694,2012-01-22
247837,247902.0,14,1705.0,41,32.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,903.2902981199045,350.0,258.89154034474694,2012-01-22
248130,248195.0,121,1714.0,91,30.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1127.0564363249403,350.0,258.89154034474694,2012-01-22
248401,248471.0,178,1718.0,64,28.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1276.2338617949642,350.0,258.89154034474694,2012-01-22
248754,248824.0,9,1722.0,91,33.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1127.0564363249403,350.0,258.89154034474694,2012-01-22
248813,248883.0,100,1723.0,49,29.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,679.5241599148686,350.0,258.89154034474694,2012-01-22
249214,249284.0,45,1729.0,144,23.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1052.4677235899283,350.0,258.89154034474694,2012-01-22
249318,249388.0,44,1731.0,77,23.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1201.6451490599522,350.0,258.89154034474694,2012-01-22
251185,251257.0,163,1753.0,77,25.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1201.6451490599522,350.0,258.89154034474694,2012-01-22
252145,252217.0,49,1761.0,77,30.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1201.6451490599522,350.0,258.89154034474694,2012-01-22
252749,252821.0,118,1769.0,74,25.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1086.0010480495098,350.0,218.46063512634547,1500.0,1574.588712735012,350.0,258.89154034474694,2012-01-22
253057,253129.0,DNF,1774.0,80,34.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1798.354850940048,350.0,258.89154034474694,2012-01-22
253170,253242.0,44,1775.0,67,26.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1500.0,350.0,258.89154034474694,2012-01-22
247728,247793.0,152,1704.0,49,29.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,930.7514410680759,350.0,218.46063512634547,1500.0,679.5241599148686,350.0,258.89154034474694,2012-01-22
253478,253550.0,138,1778.0,91,25.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1127.0564363249403,350.0,258.89154034474694,2012-01-22
253996,254068.0,88,1788.0,84 - BigMat,32.0,7.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1448.2501310061887,350.0,218.46063512634547,1500.0,1350.822574529976,350.0,258.89154034474694,2012-01-22
254163,254235.0,145,1791.0,92,32.0,24.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1810.4992139628678,350.0,218.46063512634547,1500.0,1872.94356367506,350.0,258.89154034474694,2012-01-22
254245,254317.0,11,1792.0,67,23.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1500.0,350.0,258.89154034474694,2012-01-22
254360,254432.0,43,1793.0,26,38.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,775.5018340866418,350.0,218.46063512634547,1500.0,2320.4758400851315,350.0,258.89154034474694,2012-01-22
256124,256201.0,DNF,1829.0,67,30.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1500.0,350.0,258.89154034474694,2012-01-22
256321,256398.0,164,1835.0,91,26.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1127.0564363249403,350.0,258.89154034474694,2012-01-22
256851,256928.0,168,1853.0,144,28.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,465.00262012377357,350.0,218.46063512634547,1500.0,1052.4677235899283,350.0,258.89154034474694,2012-01-22
257778,257855.0,116,1874.0,105,32.0,12.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1603.4997379876227,350.0,218.46063512634547,1500.0,1649.177425470024,350.0,258.89154034474694,2012-01-22
259457,259546.0,73,1906.0,49,25.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,879.0015720742646,350.0,218.46063512634547,1500.0,679.5241599148686,350.0,258.89154034474694,2012-01-22
259635,259725.0,121,1913.0,91,34.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1344.7503930185662,350.0,218.46063512634547,1500.0,1127.0564363249403,350.0,258.89154034474694,2012-01-22
261275,261365.0,133,1950.0,92,35.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1872.94356367506,350.0,258.89154034474694,2012-01-22
262205,262295.0,145,1998.0,203,21.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1241.2506550309436,350.0,218.46063512634547,1500.0,754.1128726498807,350.0,258.89154034474694,2012-01-22
253563,253635.0,DNF,1779.0,41,30.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1293.000524024755,350.0,218.46063512634547,1500.0,903.2902981199045,350.0,258.89154034474694,2012-01-22
214209,214262.0,52,1366.0,91,31.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1189.5007860371322,350.0,218.46063512634547,1500.0,1127.0564363249403,350.0,258.89154034474694,2012-01-22
247442,247507.0,78,1691.0,80,28.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1798.354850940048,350.0,258.89154034474694,2012-01-22
245538,245603.0,145,1662.0,1,33.0,20.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,2245.887127350119,350.0,258.89154034474694,2012-01-22
217727,217780.0,96,1386.0,67,22.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1034.2511790556985,350.0,218.46063512634547,1500.0,1500.0,350.0,258.89154034474694,2012-01-22
222426,222479.0,160,1415.0,91,24.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1127.0564363249403,350.0,258.89154034474694,2012-01-22
223320,223374.0,115,1420.0,64,30.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,982.5013100618872,350.0,218.46063512634547,1500.0,1276.2338617949642,350.0,258.89154034474694,2012-01-22
223785,223839.0,104,1427.0,55,25.0,50.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,2017.4986899381129,350.0,218.46063512634547,1500.0,1723.766138205036,350.0,258.89154034474694,2012-01-22
224305,224359.0,14,1433.0,74,25.0,28.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1862.249082956679,350.0,218.46063512634547,1500.0,1574.588712735012,350.0,258.89154034474694,2012-01-22
225787,225841.0,5,1449.0,26,25.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,2320.4758400851315,350.0,258.89154034474694,2012-01-22
226064,226118.0,34,1453.0,105,26.0,40.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1965.7488209443015,350.0,218.46063512634547,1500.0,1649.177425470024,350.0,258.89154034474694,2012-01-22
226547,226601.0,127,1457.0,98 - Nissan,23.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,2171.2984146151075,350.0,258.89154034474694,2012-01-22
228534,228588.0,139,1475.0,98 - Nissan,29.0,55.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,2171.2984146151075,350.0,258.89154034474694,2012-01-22
228918,228972.0,150,1482.0,84 - BigMat,28.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1350.822574529976,350.0,258.89154034474694,2012-01-22
229785,229839.0,144,1507.0,144,27.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,620.2522271052077,350.0,218.46063512634547,1500.0,1052.4677235899283,350.0,258.89154034474694,2012-01-22
229940,229994.0,55,1508.0,49,26.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,679.5241599148686,350.0,258.89154034474694,2012-01-22
246035,246100.0,128,1671.0,98 - Nissan,40.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,2171.2984146151075,350.0,258.89154034474694,2012-01-22
230167,230221.0,47,1515.0,23,32.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1947.5322764100717,350.0,258.89154034474694,2012-01-22
231585,231650.0,124,1534.0,57,32.0,140.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,2431.4976418886035,350.0,218.46063512634547,1500.0,2096.7097018800955,350.0,258.89154034474694,2012-01-22
231993,232058.0,42,1536.0,207,28.0,14.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1655.249606981434,350.0,218.46063512634547,1500.0,1425.411287264988,350.0,258.89154034474694,2012-01-22
232034,232099.0,DNF,1537.0,98 - Nissan,31.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,2171.2984146151075,350.0,258.89154034474694,2012-01-22
233192,233257.0,98,1544.0,84 - BigMat,30.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1350.822574529976,350.0,258.89154034474694,2012-01-22
234825,234890.0,84,1559.0,57,27.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,2096.7097018800955,350.0,258.89154034474694,2012-01-22
235785,235850.0,35,1566.0,92,31.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1872.94356367506,350.0,258.89154034474694,2012-01-22
236302,236367.0,63,1568.0,92,35.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1872.94356367506,350.0,258.89154034474694,2012-01-22
237431,237496.0,1,1574.0,144,38.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1052.4677235899283,350.0,258.89154034474694,2012-01-22
238908,238973.0,126,1596.0,55,31.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,1723.766138205036,350.0,258.89154034474694,2012-01-22
244328,244393.0,99,1652.0,49,27.0,5.0,10,-1.0,1/22/2012,38.661 km/h,0.0,0 km,32.0,2012,1,22,1500.0,1500.0,350.0,350.0,1500.0,679.5241599148686,350.0,258.89154034474694,2012-01-22
