,Unnamed: 0,Rnk,Rider,Team,Age,Pnt,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking,Year,Month,Day,old_elo,new_elo,old_rd,new_rd,Date1
29183,29187.0,16,131.0,1,27.0,45.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1808.2181515961697,350.0,226.60561705996648,2013-01-27
244951,245016.0,126,1655.0,41,31.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
153859,153883.0,165,823.0,101,29.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
15677,15681.0,70,72.0,84,27.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
50913,50917.0,69,231.0,84,21.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
224366,224420.0,122,1433.0,74,26.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
14835,14839.0,114,67.0,41,30.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
245580,245645.0,77,1662.0,1,34.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
31131,31135.0,15,140.0,77,25.0,100.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,2200.495799082204,350.0,226.60561705996648,2013-01-27
132600,132618.0,14,637.0,105,30.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
155584,155608.0,43,830.0,105,29.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
246081,246146.0,82,1671.0,98 - Leopard,41.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
224794,224848.0,152,1436.0,34,28.0,18.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1471.9801680367118,350.0,226.60561705996648,2013-01-27
131405,131423.0,79,628.0,64,27.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
54186,54190.0,124,243.0,1,26.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
206300,206353.0,82,1278.0,Team 3,28.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
78000,78017.0,15,352.0,57,22.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
247770,247835.0,120,1704.0,49,30.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
26196,26200.0,23,121.0,77,23.0,140.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,2368.6147908619328,350.0,226.60561705996648,2013-01-27
248168,248233.0,111,1714.0,34,31.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
222269,222322.0,98,1414.0,24,23.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
211652,211705.0,43,1323.0,26,32.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
102357,102375.0,161,501.0,26,21.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
233261,233326.0,134,1544.0,84,31.0,70.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,2032.3768073024746,350.0,226.60561705996648,2013-01-27
166673,166706.0,172,894.0,24,30.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
25846,25850.0,108,119.0,77,23.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
167177,167210.0,20,896.0,74,27.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
236998,237063.0,183,1571.0,101,23.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
237228,237293.0,23,1573.0,74,23.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
234850,234915.0,106,1559.0,57,28.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
27118,27122.0,117,123.0,64,21.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
237687,237752.0,128,1575.0,55,33.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
170095,170136.0,123,929.0,77,23.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
148705,148729.0,144,764.0,57,25.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
151974,151998.0,78,813.0,41,28.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
238480,238545.0,69,1584.0,105,24.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
22255,22259.0,75,102.0,1,26.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
85493,85510.0,DNF,404.0,68,24.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
205070,205123.0,175,1273.0,81,28.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
171013,171054.0,128,935.0,105,30.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
99711,99729.0,125,481.0,34,23.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
238960,239025.0,187,1596.0,55,32.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
145203,145221.0,137,720.0,24,23.0,250.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,2536.733782641662,350.0,226.60561705996648,2013-01-27
240053,240118.0,41,1614.0,10,20.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
144909,144927.0,144,719.0,Team 3,27.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
240298,240363.0,9,1617.0,74,23.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
20462,20466.0,123,92.0,1,27.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
165310,165343.0,149,889.0,57,31.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
240806,240871.0,91,1621.0,84,31.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
221264,221317.0,95,1405.0,55,27.0,16.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1415.9405041101356,350.0,226.60561705996648,2013-01-27
172985,173027.0,67,946.0,105,28.0,32.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1696.1388237430172,350.0,226.60561705996648,2013-01-27
28191,28195.0,10,128.0,98 - Leopard,22.0,40.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
143611,143629.0,160,701.0,49,25.0,55.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1920.297479449322,350.0,226.60561705996648,2013-01-27
47818,47822.0,11,219.0,64,31.0,36.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1752.1784876695933,350.0,226.60561705996648,2013-01-27
46674,46678.0,11,213.0,24,21.0,110.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,2256.53546300878,350.0,226.60561705996648,2013-01-27
248457,248527.0,57,1718.0,64,29.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
232001,232066.0,112,1536.0,10,29.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
56232,56236.0,83,255.0,26,26.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
94592,94610.0,9,456.0,57,25.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
251362,251434.0,110,1756.0,68,31.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
123897,123915.0,149,592.0,84,30.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
225840,225894.0,80,1449.0,26,26.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
195424,195477.0,71,1166.0,10,20.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
256894,256971.0,71,1853.0,101,29.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
228960,229014.0,DNF,1482.0,74,29.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
65927,65937.0,92,296.0,49,26.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
195232,195285.0,151,1165.0,68,28.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
35875,35879.0,65,162.0,34,20.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
252973,253045.0,70,1773.0,Team 3,28.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
4676,4676.0,125,28.0,49,28.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
230072,230126.0,78,1509.0,10,26.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
229294,229348.0,129,1499.0,Team 3,22.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,463.26621735833805,350.0,226.60561705996648,2013-01-27
253097,253169.0,170,1774.0,81,35.0,10.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1247.8215123304067,350.0,226.60561705996648,2013-01-27
253227,253299.0,98,1775.0,68,27.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
253417,253489.0,88,1777.0,55,37.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
764,764.0,75,2.0,Team 3,30.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,519.3058812849144,350.0,226.60561705996648,2013-01-27
70166,70176.0,DNF,306.0,1,30.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
229185,229239.0,DNF,1497.0,49,21.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,967.6231926975254,350.0,226.60561705996648,2013-01-27
69667,69677.0,75,305.0,34,25.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,743.46453699122,350.0,226.60561705996648,2013-01-27
254271,254343.0,126,1792.0,68,24.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,799.5042009177963,350.0,226.60561705996648,2013-01-27
254408,254480.0,73,1793.0,26,39.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,687.4248730646436,350.0,226.60561705996648,2013-01-27
111763,111781.0,141,541.0,64,30.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
112183,112201.0,124,543.0,64,30.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,855.5438648443727,350.0,226.60561705996648,2013-01-27
254828,254900.0,133,1796.0,41,32.0,24.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1584.0594958898646,350.0,226.60561705996648,2013-01-27
194762,194815.0,106,1162.0,41,23.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
189368,189413.0,15,1122.0,98 - Leopard,27.0,80.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,2088.4164712290512,350.0,226.60561705996648,2013-01-27
197663,197716.0,91,1195.0,24,28.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
230107,230161.0,140,1512.0,10,21.0,14.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1359.9008401835592,350.0,226.60561705996648,2013-01-27
226126,226180.0,86,1453.0,105,27.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,631.3852091380672,350.0,226.60561705996648,2013-01-27
106210,106228.0,124,519.0,10,20.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
77361,77378.0,11,347.0,49,25.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
177518,177561.0,17,1035.0,1,28.0,190.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,2480.6941187150856,350.0,226.60561705996648,2013-01-27
188755,188800.0,55,1120.0,98 - Leopard,28.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
248770,248840.0,15,1722.0,34,34.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
57242,57246.0,78,259.0,105,27.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
178957,179000.0,46,1052.0,10,25.0,9.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1191.7818484038303,350.0,226.60561705996648,2013-01-27
115842,115860.0,32,561.0,57,26.0,160.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,2424.654454788509,350.0,226.60561705996648,2013-01-27
226586,226640.0,DNF,1457.0,98 - Leopard,24.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
127038,127056.0,118,606.0,74,26.0,28.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1640.0991598164408,350.0,226.60561705996648,2013-01-27
179160,179203.0,121,1055.0,Team 3,24.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
250245,250315.0,28,1740.0,101,32.0,90.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,2144.4561351556276,350.0,226.60561705996648,2013-01-27
249138,249208.0,52,1727.0,77,33.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
200235,200288.0,160,1235.0,Team 3,27.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
197845,197898.0,95,1196.0,55,22.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
7589,7589.0,63,41.0,68,29.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
230200,230254.0,203,1515.0,24,33.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
249504,249574.0,43,1732.0,77,32.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
199089,199142.0,56,1213.0,74,25.0,7.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1079.702520550678,350.0,226.60561705996648,2013-01-27
181635,181678.0,92,1078.0,57,34.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,911.5835287709491,350.0,226.60561705996648,2013-01-27
231078,231143.0,106,1526.0,68,27.0,8.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1135.742184477254,350.0,226.60561705996648,2013-01-27
255316,255388.0,76,1802.0,55,29.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
249277,249347.0,136,1730.0,49,23.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
199855,199908.0,56,1228.0,81,25.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
157521,157545.0,87,842.0,55,29.0,20.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1528.0198319632882,350.0,226.60561705996648,2013-01-27
189116,189161.0,80,1121.0,41,26.0,6.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1023.6628566241017,350.0,226.60561705996648,2013-01-27
187300,187345.0,22,1116.0,26,32.0,12.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1303.861176256983,350.0,226.60561705996648,2013-01-27
230809,230874.0,80,1522.0,101,27.0,5.0,10,-1.0,1/27/2013,41.054 km/h,0.0,0 km,43.0,2013,1,27,1500.0,1500.0,350.0,350.0,2013-01-27
220132,220185.0,116,1398.0,26,28.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,-180.4645855942083,1500.0,231.65655692296295,350.0,2013-10-15
165339,165372.0,96,889.0,57,32.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,855.2765521121017,1500.0,220.78848110179294,350.0,2013-10-15
222091,222144.0,132,1409.0,187,29.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1500.0,1500.0,350.0,350.0,2013-10-15
226726,226780.0,166,1458.0,68,25.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1500.0,1500.0,350.0,350.0,2013-10-15
35508,35512.0,124,160.0,55,29.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1124.8534988737838,1500.0,223.24139684216723,350.0,2013-10-15
35881,35885.0,134,162.0,34,21.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1500.0,1500.0,350.0,350.0,2013-10-15
223657,223711.0,124,1424.0,81,33.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1500.0,1500.0,350.0,350.0,2013-10-15
162823,162856.0,147,877.0,34,29.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1235.622785973453,1500.0,220.24691944774418,350.0,2013-10-15
226177,226231.0,97,1453.0,105,28.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,631.3852091380672,631.3852091380672,226.60561705996648,226.60561705996648,2013-10-15
93262,93280.0,129,451.0,105,30.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,702.3246283503332,1500.0,223.24139684216723,350.0,2013-10-15
227279,227333.0,66,1464.0,Team 3,26.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1500.0,1500.0,350.0,350.0,2013-10-15
43270,43274.0,96,200.0,105,23.0,6.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1500.0,1500.0,350.0,350.0,2013-10-15
210962,211015.0,DNF,1310.0,81,22.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1500.0,1500.0,350.0,350.0,2013-10-15
218732,218785.0,18,1391.0,74,36.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,2661.667043972935,1500.0,181.82828540845804,350.0,2013-10-15
176227,176270.0,138,998.0,1,24.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1500.0,1500.0,350.0,350.0,2013-10-15
202357,202410.0,DNF,1253.0,187,25.0,7.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1500.0,1377.454341414237,350.0,224.19965355611123,2013-10-15
201392,201445.0,57,1240.0,41,29.0,45.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1172.6504033492922,1852.3389400427136,185.82150993792183,224.19965355611123,2013-10-15
200304,200357.0,133,1235.0,Team 3,28.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,218.37537550069374,1500.0,234.1718067754162,350.0,2013-10-15
199952,200005.0,28,1230.0,41,22.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1500.0,1500.0,350.0,350.0,2013-10-15
199871,199924.0,70,1228.0,81,25.0,5.0,64,-1.0,10/15/2013,42.636 km/h,0.0,0 km,37.0,2013,10,15,1500.0,1500.0,350.0,350.0,2013-10-15
