,Unnamed: 0,Rnk,Rider,Team,Age,Pnt,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking,Year,Month,Day,old_elo,new_elo,old_rd,new_rd,old_team_elo,new_team_elo,old_team_rd,new_team_rd,Date1
118014,118032.0,17,570.0,11,34.0,250.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,2536.733782641662,350.0,226.60561705996648,1500.0,2236.287804724121,350.0,270.4198847298075,2019-01-20
112005,112023.0,61,541.0,123,36.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1909.0487804022898,350.0,270.4198847298075,2019-01-20
73808,73818.0,9,327.0,75,29.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1663.619512160916,350.0,270.4198847298075,2019-01-20
111244,111262.0,145,535.0,Groupama - 84,27.0,14.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1415.9405041101356,350.0,226.60561705996648,1500.0,1090.9512195977102,350.0,270.4198847298075,2019-01-20
108858,108876.0,79,527.0,11,31.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,2236.287804724121,350.0,270.4198847298075,2019-01-20
11724,11725.0,2,57.0,58,31.0,160.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,2424.654454788509,350.0,226.60561705996648,1500.0,2072.668292563206,350.0,270.4198847298075,2019-01-20
107298,107316.0,20,523.0,11,27.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,2236.287804724121,350.0,270.4198847298075,2019-01-20
106538,106556.0,65,520.0,10,24.0,9.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1247.8215123304067,350.0,226.60561705996648,1500.0,1009.1414635172523,350.0,270.4198847298075,2019-01-20
103477,103495.0,DNF,504.0,30,25.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1745.4292682413738,350.0,270.4198847298075,2019-01-20
102654,102672.0,118,501.0,11,27.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,2236.287804724121,350.0,270.4198847298075,2019-01-20
101890,101908.0,142,497.0,32,24.0,18.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1528.0198319632882,350.0,226.60561705996648,1500.0,1254.5707317586262,350.0,270.4198847298075,2019-01-20
101675,101693.0,89,496.0,103,23.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1827.239024321832,350.0,270.4198847298075,2019-01-20
97198,97216.0,142,468.0,58,25.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,2072.668292563206,350.0,270.4198847298075,2019-01-20
110854,110872.0,48,534.0,11,22.0,24.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1584.0594958898646,350.0,226.60561705996648,1500.0,2236.287804724121,350.0,270.4198847298075,2019-01-20
20141,20145.0,28,90.0,11,25.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,2236.287804724121,350.0,270.4198847298075,2019-01-20
73472,73482.0,142,326.0,58,37.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,2072.668292563206,350.0,270.4198847298075,2019-01-20
73024,73034.0,75,325.0,41,22.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1990.8585364827477,350.0,270.4198847298075,2019-01-20
47206,47210.0,30,214.0,103,22.0,28.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1640.0991598164408,350.0,226.60561705996648,1500.0,1827.239024321832,350.0,270.4198847298075,2019-01-20
45139,45143.0,49,207.0,123,28.0,8.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1909.0487804022898,350.0,270.4198847298075,2019-01-20
44992,44996.0,10,206.0,123,36.0,45.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1808.2181515961697,350.0,226.60561705996648,1500.0,1909.0487804022898,350.0,270.4198847298075,2019-01-20
43753,43757.0,33,203.0,20,23.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1500.0,350.0,270.4198847298075,2019-01-20
26004,26008.0,37,120.0,103,21.0,7.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1827.239024321832,350.0,270.4198847298075,2019-01-20
41896,41900.0,44,192.0,42,23.0,20.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1418.1902439195421,350.0,270.4198847298075,2019-01-20
40272,40276.0,47,180.0,1,23.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1172.760975678168,350.0,270.4198847298075,2019-01-20
38841,38845.0,32,173.0,123,28.0,120.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,2312.5751269353564,350.0,226.60561705996648,1500.0,1909.0487804022898,350.0,270.4198847298075,2019-01-20
26982,26986.0,42,122.0,42,26.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1418.1902439195421,350.0,270.4198847298075,2019-01-20
48303,48307.0,53,219.0,52,37.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,927.3317074367944,350.0,270.4198847298075,2019-01-20
38424,38428.0,43,172.0,109,32.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,763.7121952758787,350.0,270.4198847298075,2019-01-20
38008,38012.0,9,170.0,103,23.0,110.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,2256.53546300878,350.0,226.60561705996648,1500.0,1827.239024321832,350.0,270.4198847298075,2019-01-20
36137,36141.0,23,162.0,32,26.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1254.5707317586262,350.0,270.4198847298075,2019-01-20
35271,35275.0,53,159.0,58,27.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,2072.668292563206,350.0,270.4198847298075,2019-01-20
34467,34471.0,57,157.0,109,24.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,763.7121952758787,350.0,270.4198847298075,2019-01-20
34331,34335.0,90,156.0,Groupama - 84,34.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1090.9512195977102,350.0,270.4198847298075,2019-01-20
28081,28085.0,18,127.0,30,32.0,100.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,2200.495799082204,350.0,226.60561705996648,1500.0,1745.4292682413738,350.0,270.4198847298075,2019-01-20
33847,33851.0,82,154.0,42,23.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1418.1902439195421,350.0,270.4198847298075,2019-01-20
28562,28566.0,17,128.0,47,28.0,55.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1920.297479449322,350.0,226.60561705996648,1500.0,1336.3804878390843,350.0,270.4198847298075,2019-01-20
33065,33069.0,8,145.0,41,35.0,140.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,2368.6147908619328,350.0,226.60561705996648,1500.0,1990.8585364827477,350.0,270.4198847298075,2019-01-20
38185,38189.0,7,171.0,75,24.0,90.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,2144.4561351556276,350.0,226.60561705996648,1500.0,1663.619512160916,350.0,270.4198847298075,2019-01-20
130973,130991.0,83,625.0,109,27.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,763.7121952758787,350.0,270.4198847298075,2019-01-20
49059,49063.0,113,222.0,30,27.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1745.4292682413738,350.0,270.4198847298075,2019-01-20
53960,53964.0,29,242.0,75,29.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1663.619512160916,350.0,270.4198847298075,2019-01-20
72957,72967.0,15,324.0,1,31.0,16.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1471.9801680367118,350.0,226.60561705996648,1500.0,1172.760975678168,350.0,270.4198847298075,2019-01-20
72784,72794.0,63,323.0,41,30.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1990.8585364827477,350.0,270.4198847298075,2019-01-20
71473,71483.0,135,313.0,32,34.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1254.5707317586262,350.0,270.4198847298075,2019-01-20
69981,69991.0,72,305.0,41,31.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1990.8585364827477,350.0,270.4198847298075,2019-01-20
67921,67931.0,104,299.0,109,36.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,763.7121952758787,350.0,270.4198847298075,2019-01-20
67005,67015.0,20,297.0,8,29.0,80.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,2088.4164712290512,350.0,226.60561705996648,1500.0,1581.809756080458,350.0,270.4198847298075,2019-01-20
66361,66371.0,60,296.0,52,32.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,743.46453699122,350.0,226.60561705996648,1500.0,927.3317074367944,350.0,270.4198847298075,2019-01-20
65675,65685.0,30,295.0,52,27.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,687.4248730646436,350.0,226.60561705996648,1500.0,927.3317074367944,350.0,270.4198847298075,2019-01-20
63276,63286.0,87,283.0,109,29.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,463.26621735833805,350.0,226.60561705996648,1500.0,763.7121952758787,350.0,270.4198847298075,2019-01-20
51498,51502.0,107,232.0,75,30.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,519.3058812849144,350.0,226.60561705996648,1500.0,1663.619512160916,350.0,270.4198847298075,2019-01-20
61377,61387.0,14,276.0,123,34.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1909.0487804022898,350.0,270.4198847298075,2019-01-20
59302,59306.0,114,266.0,30,22.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1023.6628566241017,350.0,226.60561705996648,1500.0,1745.4292682413738,350.0,270.4198847298075,2019-01-20
59178,59182.0,125,264.0,32,33.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1254.5707317586262,350.0,270.4198847298075,2019-01-20
57037,57041.0,55,258.0,74,24.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,855.5438648443727,350.0,226.60561705996648,1500.0,845.5219513563366,350.0,270.4198847298075,2019-01-20
56819,56823.0,131,257.0,41,24.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,911.5835287709491,350.0,226.60561705996648,1500.0,1990.8585364827477,350.0,270.4198847298075,2019-01-20
55878,55882.0,61,252.0,Groupama - 84,24.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1090.9512195977102,350.0,270.4198847298075,2019-01-20
23490,23494.0,28,108.0,58,26.0,36.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1752.1784876695933,350.0,226.60561705996648,1500.0,2072.668292563206,350.0,270.4198847298075,2019-01-20
55384,55388.0,7,247.0,20,29.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1500.0,350.0,270.4198847298075,2019-01-20
54943,54947.0,24,246.0,Groupama - 84,25.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1090.9512195977102,350.0,270.4198847298075,2019-01-20
54831,54835.0,71,245.0,10,22.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1079.702520550678,350.0,226.60561705996648,1500.0,1009.1414635172523,350.0,270.4198847298075,2019-01-20
60837,60847.0,153,274.0,32,28.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,967.6231926975254,350.0,226.60561705996648,1500.0,1254.5707317586262,350.0,270.4198847298075,2019-01-20
132275,132293.0,100,634.0,Groupama - 84,23.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1090.9512195977102,350.0,270.4198847298075,2019-01-20
29881,29885.0,116,134.0,47,24.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,799.5042009177963,350.0,226.60561705996648,1500.0,1336.3804878390843,350.0,270.4198847298075,2019-01-20
151789,151813.0,78,800.0,10,21.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1009.1414635172523,350.0,270.4198847298075,2019-01-20
175657,175700.0,32,980.0,52,29.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,927.3317074367944,350.0,270.4198847298075,2019-01-20
138672,138690.0,66,671.0,109,21.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1135.742184477254,350.0,226.60561705996648,1500.0,763.7121952758787,350.0,270.4198847298075,2019-01-20
135411,135429.0,93,654.0,42,24.0,60.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1976.3371433758984,350.0,226.60561705996648,1500.0,1418.1902439195421,350.0,270.4198847298075,2019-01-20
6227,6227.0,88,35.0,8,22.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1581.809756080458,350.0,270.4198847298075,2019-01-20
170018,170059.0,54,927.0,74,38.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,845.5219513563366,350.0,270.4198847298075,2019-01-20
152765,152789.0,138,814.0,103,33.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1827.239024321832,350.0,270.4198847298075,2019-01-20
139263,139281.0,17,674.0,20,33.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1500.0,350.0,270.4198847298075,2019-01-20
3980,3980.0,59,25.0,42,23.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1418.1902439195421,350.0,270.4198847298075,2019-01-20
165940,165973.0,137,891.0,Groupama - 84,25.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1090.9512195977102,350.0,270.4198847298075,2019-01-20
2599,2599.0,93,14.0,30,32.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1745.4292682413738,350.0,270.4198847298075,2019-01-20
151090,151114.0,126,790.0,58,22.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,2072.668292563206,350.0,270.4198847298075,2019-01-20
166495,166528.0,70,893.0,42,39.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1418.1902439195421,350.0,270.4198847298075,2019-01-20
141582,141600.0,DNF,692.0,123,24.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1909.0487804022898,350.0,270.4198847298075,2019-01-20
151731,151755.0,63,799.0,75,23.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1663.619512160916,350.0,270.4198847298075,2019-01-20
151659,151683.0,87,797.0,74,26.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,845.5219513563366,350.0,270.4198847298075,2019-01-20
157401,157425.0,133,841.0,1,27.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1172.760975678168,350.0,270.4198847298075,2019-01-20
153700,153724.0,121,821.0,75,29.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1663.619512160916,350.0,270.4198847298075,2019-01-20
1768,1768.0,77,8.0,8,20.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1581.809756080458,350.0,270.4198847298075,2019-01-20
145034,145052.0,146,719.0,7,33.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,2154.4780486436634,350.0,270.4198847298075,2019-01-20
154589,154613.0,88,824.0,7,31.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,2154.4780486436634,350.0,270.4198847298075,2019-01-20
4889,4889.0,54,28.0,52,34.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,927.3317074367944,350.0,270.4198847298075,2019-01-20
167351,167384.0,93,896.0,74,33.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,575.3455452114908,350.0,226.60561705996648,1500.0,845.5219513563366,350.0,270.4198847298075,2019-01-20
155891,155915.0,135,830.0,Groupama - 84,35.0,10.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1303.861176256983,350.0,226.60561705996648,1500.0,1090.9512195977102,350.0,270.4198847298075,2019-01-20
181559,181602.0,54,1077.0,10,21.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1009.1414635172523,350.0,270.4198847298075,2019-01-20
143874,143892.0,24,701.0,1,31.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1172.760975678168,350.0,270.4198847298075,2019-01-20
151811,151835.0,41,806.0,10,23.0,5.0,10,-1.0,1/20/2019,-,0.0,0 km,40.0,2019,1,20,1500.0,1500.0,350.0,350.0,1500.0,1009.1414635172523,350.0,270.4198847298075,2019-01-20
