,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,98.0,+2:24:06,34,DENNIS Rohan,28,BMC Racing Team,100.0,80.0,0:37:57,50.593,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
1,2,80.0,+1:52:15,36,ROSSKOPF Joey,29,BMC Racing Team,40.0,50.0,0:500:50,49.506,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
2,3,104.0,+2:35:31,142,CASTROVIEJO Jonathan,31,Team Sky,20.0,35.0,",,0:50",49.506,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
3,4,3.0,+0:52,131,KRUIJSWIJK Steven,31,Team LottoNL-Jumbo,12.0,25.0,0:510:51,49.485,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
4,5,25.0,+31:35,145,KWIATKOWSKI Michał,28,Team Sky,4.0,18.0,",,0:51",49.485,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
5,6,5.0,+1:30,95,MAS Enric,23,Quick-Step Floors,,15.0,1:031:03,49.231,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
6,7,75.0,+1:41:31,87,OLIVEIRA Nelson,29,Movistar Team,,12.0,1:051:05,49.18899999999999,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
7,8,38.0,+55:57,93,DE PLUS Laurens,23,Quick-Step Floors,,10.0,1:071:07,49.147,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
8,9,51.0,+1:14:24,153,GESCHKE Simon,32,Team Sunweb,,8.0,1:101:10,49.083999999999996,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
9,10,138.0,+3:24:45,92,ASGREEN Kasper,23,Quick-Step Floors,,6.0,",,1:10",49.083999999999996,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
10,11,34.0,+49:05,37,TEUNS Dylan,26,BMC Racing Team,,5.0,1:171:17,48.938,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
11,12,109.0,+2:53:11,63,CAMPENAERTS Victor,26,Lotto Soudal,,4.0,",,1:17",48.938,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
12,13,1.0,+0:00,71,YATES Simon,26,Mitchelton-Scott,,3.0,1:281:28,48.71,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
13,14,8.0,+3:04,4,IZAGIRRE Ion,29,Bahrain Merida Pro Cycling Team,,2.0,1:291:29,48.69,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
14,15,2.0,+0:33,88,VALVERDE Alejandro,38,Movistar Team,,1.0,1:351:35,48.567,La_Vuelta_ciclista_a_Espa_a,16,11 September 2018,50.59 km/h,48,32 km,10
