,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,57.0,+16:27,21,EWAN Caleb,24,Lotto Soudal,40.0,35.0,4:10:41,Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
1,2,79.0,+21:59,34,JAKOBSEN Fabio,22,Deceuninck - Quick Step,15.0,20.0,",,0:00",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
2,3,54.0,+15:47,12,BENNETT Sam,28,BORA - hansgrohe,6.0,12.0,0:040:04,Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
3,4,67.0,+18:51,51,CONSONNI Simone,24,UAE-Team Emirates,,9.0,",,0:04",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
4,5,64.0,+18:16,75,ABERASTURI Jon,30,Caja Rural - Seguros RGA,,7.0,0:080:08,Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
5,6,59.0,+16:47,91,SANZ Enrique,29,Euskadi Basque Country - Murias,,5.0,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
6,7,51.0,+13:01,146,NOPPE Christophe,24,Sport Vlaanderen - Baloise,,3.0,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
7,8,1.0,+0:00,13,GROßSCHARTNER Felix,25,BORA - hansgrohe,,2.0,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
8,9,75.0,+20:49,122,CIMA Imerio,21,Nippo Vini Fantini Faizanè,,1.0,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
9,10,78.0,+21:32,83,GROSU Eduard-Michael,26,Delko Marseille Provence,,,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
10,11,83.0,+22:29,33,HODEG Álvaro José,22,Deceuninck - Quick Step,,,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
11,12,66.0,+18:48,101,GÓMEZ Bryan,24,Manzana Postobon,,,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
12,13,24.0,+4:41,93,BARTHE Cyril,23,Euskadi Basque Country - Murias,,,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
13,14,8.0,+1:29,73,SERRANO Gonzalo,24,Caja Rural - Seguros RGA,,,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
14,15,5.0,+0:59,156,PINTO Edgar,33,W52 / FC Porto,,,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
15,16,7.0,+1:26,104,RESTREPO Jhonatan,24,Manzana Postobon,,,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
16,17,2.0,+0:19,52,CONTI Valerio,26,UAE-Team Emirates,,,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
17,18,3.0,+0:25,5,KUDUS Merhawi,25,Astana Pro Team,,,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
18,19,87.0,+23:09,44,CAVENDISH Mark,33,Team Dimension Data,,,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
19,20,58.0,+16:34,103,CHIA Luis Carlos,22,Manzana Postobon,,,",,0:08",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
20,21,6.0,+1:12,55,POLANC Jan,26,UAE-Team Emirates,,,0:130:13,Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
21,22,32.0,+6:13,145,VAN POUCKE Aaron,21,Sport Vlaanderen - Baloise,,,",,0:13",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
22,23,55.0,+15:55,65,LÓPEZ Daniel,25,Burgos-BH,,,",,0:13",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
23,24,82.0,+22:24,62,GIBSON Matthew,22,Burgos-BH,,,",,0:13",Presidential_Cycling_Tour_of_Turkey,6,21 April 2019,41.263 km/h,9,172.4 km,128
