,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,2.0,+0:25,3,DENNIS Rohan,26,BMC Racing Team,60.0,50.0,0:11:18,53.363,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
1,2,84.0,+44:55,168,VAN EMDEN Jos,32,Team LottoNL-Jumbo,25.0,30.0,0:030:03,53.128,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
2,3,53.0,+28:47,124,HEPBURN Michael,25,ORICA-Scott,10.0,18.0,",,0:03",53.128,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
3,4,78.0,+40:47,143,CUMMINGS Steve,35,Team Dimension Data,,13.0,0:080:08,52.74100000000001,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
4,5,4.0,+0:45,167,ROGLIČ Primož,27,Team LottoNL-Jumbo,,10.0,0:110:11,52.511,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
5,6,94.0,+51:59,63,BODNAR Maciej,32,BORA - hansgrohe,,7.0,0:150:15,52.208,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
6,7,30.0,+11:39,141,BOASSON HAGEN Edvald,29,Team Dimension Data,,4.0,",,0:15",52.208,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
7,8,5.0,+0:58,187,THOMAS Geraint,30,Team Sky,,3.0,0:160:16,52.133,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
8,9,126.0,+1:06:23,76,MULLEN Ryan,22,Cannondale-Drapac Pro Cycling Team,,2.0,0:170:17,52.058,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
9,10,139.0,+1:12:48,105,DOWSETT Alex,28,Movistar Team,,1.0,",,0:17",52.058,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
10,11,118.0,+1:02:58,202,BRÄNDLE Matthias,27,Trek - Segafredo,,,0:210:21,51.76,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
11,12,39.0,+19:03,84,LUDVIGSSON Tobias,26,FDJ,,,",,0:21",51.76,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
12,13,6.0,+1:01,191,DUMOULIN Tom,26,Team Sunweb,,,0:230:23,51.611999999999995,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
13,14,20.0,+3:35,102,AMADOR Andrey,30,Movistar Team,,,0:240:24,51.538000000000004,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
14,15,89.0,+47:42,108,SÜTTERLIN Jasha,24,Movistar Team,,,0:260:26,51.391999999999996,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
15,16,96.0,+53:10,12,BAGDONAS Gediminas,31,AG2R La Mondiale,,,0:270:27,51.318999999999996,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
16,17,3.0,+0:36,81,PINOT Thibaut,26,FDJ,,,",,0:27",51.318999999999996,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
17,18,7.0,+1:18,104,CASTROVIEJO Jonathan,29,Movistar Team,,,",,0:27",51.318999999999996,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
18,19,116.0,+1:02:43,7,QUINZIATO Manuel,37,BMC Racing Team,,,0:280:28,51.246,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
19,20,104.0,+57:12,163,BOOM Lars,31,Team LottoNL-Jumbo,,,0:290:29,51.174,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
20,21,23.0,+4:52,23,CATTANEO Mattia,26,Androni - Sidermec - Bottecchia,,,",,0:29",51.174,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
21,22,60.0,+31:56,182,KIRYIENKA Vasil,35,Team Sky,,,",,0:29",51.174,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
22,23,37.0,+17:20,85,MORABITO Steve,34,FDJ,,,0:310:31,51.03,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
23,24,61.0,+32:56,184,MOSCON Gianni,22,Team Sky,,,",,0:31",51.03,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
24,25,17.0,+3:23,86,REICHENBACH Sébastien,27,FDJ,,,0:320:32,50.958,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
25,26,63.0,+33:54,83,LADAGNOUS Matthieu,32,FDJ,,,",,0:32",50.958,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
26,27,12.0,+2:10,2,CARUSO Damiano,29,BMC Racing Team,,,",,0:32",50.958,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
27,28,148.0,+1:19:14,213,GANNA Filippo,20,UAE Team Emirates,,,",,0:32",50.958,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
28,29,119.0,+1:03:13,77,VAN BAARLE Dylan,24,Cannondale-Drapac Pro Cycling Team,,,0:330:33,50.886,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
29,30,131.0,+1:08:26,33,GRIVKO Andrey,33,Astana Pro Team,,,",,0:33",50.886,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
30,31,99.0,+54:15,166,MARTENS Paul,33,Team LottoNL-Jumbo,,,",,0:33",50.886,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
31,32,55.0,+29:07,125,IMPEY Daryl,32,ORICA-Scott,,,",,0:33",50.886,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
32,33,71.0,+36:07,87,ROUX Anthony,29,FDJ,,,",,0:33",50.886,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
33,34,19.0,+3:31,164,GESINK Robert,30,Team LottoNL-Jumbo,,,",,0:33",50.886,Tirreno_Adriatico,7,14 March 2017,53.36 km/h,0,10.05 km,10
