,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,61,+3:03:16,164,GANNA Filippo,24,INEOS Grenadiers,100.0,80.0,0:17:16,54.556000000000004,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
1,2,95,+4:27:30,152,CAMPENAERTS Victor,28,NTT Pro Cycling,40.0,50.0,0:320:32,52.92100000000001,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
2,3,35,+2:04:26,163,DENNIS Rohan,30,INEOS Grenadiers,20.0,35.0,",,0:32",52.92100000000001,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
3,4,4,+2:57,81,ALMEIDA João,22,Deceuninck - Quick Step,12.0,25.0,0:410:41,52.479,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
4,5,113,+5:13:09,106,SCOTSON Miles,26,Groupama - FDJ,4.0,18.0,",,0:41",52.479,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
5,6,86,+4:04:57,62,ČERNÝ Josef,27,CCC Team,,15.0,0:440:44,52.333,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
6,7,69,+3:23:06,183,HAGA Chad,32,Team Sunweb,,12.0,",,0:44",52.333,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
7,8,15,+38:10,206,MCNULTY Brandon,22,UAE-Team Emirates,,10.0,0:460:46,52.236999999999995,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
8,9,104,+4:56:07,64,GRADEK Kamil,30,CCC Team,,8.0,0:470:47,52.188,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
9,10,62,+3:05:27,38,TRATNIK Jan,30,Bahrain - McLaren,,6.0,",,0:47",52.188,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
10,11,3,+1:29,181,KELDERMAN Wilco,29,Team Sunweb,,5.0,0:550:55,51.806000000000004,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
11,12,26,+1:25:34,188,TUSVELD Martijn,27,Team Sunweb,,4.0,0:580:58,51.663999999999994,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
12,13,1,+0:00,165,GEOGHEGAN HART Tao,25,INEOS Grenadiers,,3.0,",,0:58",51.663999999999994,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
13,14,41,+2:14:51,122,DE GENDT Thomas,33,Lotto Soudal,,2.0,1:031:03,51.428999999999995,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
14,15,107,+5:04:10,53,BODNAR Maciej,35,BORA - hansgrohe,,1.0,1:041:04,51.382,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
15,16,64,+3:10:30,67,ROSSKOPF Joey,31,CCC Team,,,1:051:05,51.335,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
16,17,120,+5:23:04,115,DOWSETT Alex,32,Israel Start-Up Nation,,,1:061:06,51.288999999999994,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
17,18,76,+3:41:58,156,SOBRERO Matteo,23,NTT Pro Cycling,,,1:081:08,51.196000000000005,Giro_d_Italia,21,25 October 2020,54.56 km/h,0,15.7 km,11
