,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,2,+0:15,4,POELS Wout,30,Team Sky,60.0,50.0,0:25:33,43.208999999999996,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
1,2,4,+0:26,127,SOLER Marc,24,Movistar Team,25.0,30.0,0:110:11,42.902,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
2,3,3,+0:26,31,ALAPHILIPPE Julian,25,Quick-Step Floors,10.0,18.0,0:160:16,42.763000000000005,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
3,4,6,+0:35,193,GROßSCHARTNER Felix,24,BORA - hansgrohe,,13.0,0:200:20,42.653,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
4,5,7,+0:42,25,IZAGIRRE Ion,29,Bahrain Merida Pro Cycling Team,,10.0,0:270:27,42.461999999999996,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
5,6,5,+0:34,21,IZAGIRRE Gorka,30,Bahrain Merida Pro Cycling Team,,7.0,",,0:27",42.461999999999996,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
6,7,1,+0:00,96,SÁNCHEZ Luis León,34,Astana Pro Team,,4.0,0:280:28,42.434,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
7,8,8,+0:42,101,WELLENS Tim,26,Lotto Soudal,,3.0,0:290:29,42.407,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
8,9,9,+0:48,1,HENAO Sergio,30,Team Sky,,2.0,0:330:33,42.299,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
9,10,10,+0:48,52,CHAVES Esteban,28,Mitchelton-Scott,,1.0,",,0:33",42.299,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
10,11,11,+0:48,51,YATES Simon,25,Mitchelton-Scott,,,",,0:33",42.299,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
11,12,15,+1:15,2,DE LA CRUZ David,28,Team Sky,,,0:340:34,42.272,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
12,13,12,+0:54,194,KONRAD Patrick,26,BORA - hansgrohe,,,0:390:39,42.137,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
13,14,13,+0:57,201,CALMEJANE Lilian,25,Direct Energie,,,0:420:42,42.056999999999995,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
14,15,14,+1:00,77,TEUNS Dylan,26,BMC Racing Team,,,0:450:45,41.977,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
15,16,125,+16:47,7,VAN BAARLE Dylan,25,Team Sky,,,0:480:48,41.898,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
16,17,37,+2:44,91,FUGLSANG Jakob,32,Astana Pro Team,,,0:560:56,41.687,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
17,18,18,+1:27,72,DE MARCHI Alessandro,31,BMC Racing Team,,,",,0:56",41.687,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
18,19,21,+1:33,151,OOMEN Sam,22,Team Sunweb,,,1:001:00,41.582,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
19,20,30,+2:11,86,PANTANO Jarlinson,29,Trek - Segafredo,,,1:031:03,41.504,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
20,21,16,+1:19,61,GALLOPIN Tony,29,AG2R La Mondiale,,,1:041:04,41.478,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
21,22,81,+7:27,47,POLITT Nils,24,Team Katusha Alpecin,,,",,1:04",41.478,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
22,23,70,+6:01,154,HAMILTON Chris,22,Team Sunweb,,,1:081:08,41.373999999999995,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
23,24,86,+8:47,124,ERVITI Imanol,34,Movistar Team,,,",,1:08",41.373999999999995,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
24,25,33,+2:21,161,HERRADA Jesús,27,"Cofidis, Solutions Crédits",,,1:091:09,41.348,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
25,26,72,+6:28,34,LAMPAERT Yves,26,Quick-Step Floors,,,",,1:09",41.348,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
26,27,35,+2:41,41,ZAKARIN Ilnur,28,Team Katusha Alpecin,,,",,1:09",41.348,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
27,28,107,+13:51,53,EDMONDSON Alex,24,Mitchelton-Scott,,,",,1:09",41.348,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
28,29,17,+1:26,67,VUILLERMOZ Alexis,29,AG2R La Mondiale,,,1:111:11,41.297,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
29,30,136,+18:52,104,DE GENDT Thomas,31,Lotto Soudal,,,",,1:11",41.297,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
30,31,80,+7:24,5,ROSA Diego,28,Team Sky,,,1:141:14,41.22,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
31,32,20,+1:30,116,MOLARD Rudy,28,Groupama - FDJ,,,1:151:15,41.193999999999996,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
32,33,19,+1:29,56,KREUZIGER Roman,31,Mitchelton-Scott,,,1:161:16,41.168,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
33,34,22,+1:36,11,MARTIN Dan,31,UAE-Team Emirates,,,1:211:21,41.041000000000004,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
34,35,113,+15:06,204,COUSIN Jérôme,28,Direct Energie,,,1:251:25,40.939,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
35,36,23,+1:44,173,CRADDOCK Lawson,26,Team EF Education First-Drapac p/b Cannondale,,,1:291:29,40.838,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
36,37,38,+2:47,57,TRENTIN Matteo,28,Mitchelton-Scott,,,1:311:31,40.788000000000004,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
37,38,105,+13:42,55,JUUL-JENSEN Christopher,28,Mitchelton-Scott,,,",,1:31",40.788000000000004,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
38,39,99,+11:45,177,SCULLY Tom,28,Team EF Education First-Drapac p/b Cannondale,,,1:341:34,40.713,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
39,40,24,+1:50,81,MOLLEMA Bauke,31,Trek - Segafredo,,,1:351:35,40.688,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
40,41,47,+3:28,203,CHAVANEL Sylvain,38,Direct Energie,,,1:371:37,40.638000000000005,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
41,42,101,+12:24,184,KING Ben,28,Team Dimension Data,,,1:401:40,40.563,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
42,43,26,+1:56,155,TEUNISSEN Mike,25,Team Sunweb,,,1:431:43,40.489000000000004,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
43,44,27,+2:03,141,GESINK Robert,31,Team LottoNL-Jumbo,,,1:481:48,40.366,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
44,45,48,+3:40,164,HERRADA José,32,"Cofidis, Solutions Crédits",,,1:491:49,40.341,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
45,46,42,+3:02,137,PICHON Laurent,31,Team Fortuneo - Samsic,,,1:501:50,40.316,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
46,47,25,+1:50,111,DÉMARE Arnaud,26,Groupama - FDJ,,,",,1:50",40.316,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
47,48,28,+2:06,214,FERNÁNDEZ Delio,32,Delko Marseille Provence KTM,,,1:511:51,40.292,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
48,49,76,+6:53,163,EDET Nicolas,30,"Cofidis, Solutions Crédits",,,",,1:51",40.292,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
49,50,95,+10:33,157,VERVAEKE Louis,24,Team Sunweb,,,1:531:53,40.243,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
50,51,29,+2:09,24,HAUSSLER Heinrich,34,Bahrain Merida Pro Cycling Team,,,1:541:54,40.219,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
51,52,133,+17:43,15,SUTHERLAND Rory,36,UAE-Team Emirates,,,1:561:56,40.17,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
52,53,31,+2:14,122,CARAPAZ Richard,24,Movistar Team,,,1:591:59,40.097,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
53,54,32,+2:15,64,GAUTIER Cyril,30,AG2R La Mondiale,,,2:002:00,40.073,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
54,55,134,+17:48,6,STANNARD Ian,30,Team Sky,,,2:012:01,40.048,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
55,56,117,+15:42,66,VANDENBERGH Stijn,33,AG2R La Mondiale,,,",,2:01",40.048,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
56,57,52,+3:53,185,PAUWELS Serge,34,Team Dimension Data,,,2:022:02,40.024,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
57,58,43,+3:08,45,LAMMERTINK Maurits,27,Team Katusha Alpecin,,,",,2:02",40.024,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
58,59,79,+7:11,175,LANGEVELD Sebastian,33,Team EF Education First-Drapac p/b Cannondale,,,2:032:03,40.0,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
59,60,36,+2:42,22,BOARO Manuele,30,Bahrain Merida Pro Cycling Team,,,",,2:03",40.0,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
60,61,34,+2:22,97,VALGREN Michael,26,Astana Pro Team,,,2:072:07,39.904,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
61,62,53,+4:01,75,ROCHE Nicolas,33,BMC Racing Team,,,2:102:10,39.832,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
62,63,90,+9:24,73,DRUCKER Jempy,31,BMC Racing Team,,,2:122:12,39.784,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
63,64,41,+3:00,195,POLJAŃSKI Paweł,27,BORA - hansgrohe,,,2:162:16,39.688,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
64,65,75,+6:47,136,PÉRICHON Pierre-Luc,31,Team Fortuneo - Samsic,,,2:172:17,39.665,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
65,66,57,+4:10,83,DE KORT Koen,35,Trek - Segafredo,,,",,2:17",39.665,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
66,67,64,+5:20,82,BERNARD Julien,25,Trek - Segafredo,,,2:192:19,39.617,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
67,68,56,+4:07,46,MACHADO Tiago,32,Team Katusha Alpecin,,,",,2:19",39.617,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
68,69,65,+5:21,126,SEPÚLVEDA Eduardo,26,Movistar Team,,,2:202:20,39.594,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
69,70,63,+5:18,171,ROLLAND Pierre,31,Team EF Education First-Drapac p/b Cannondale,,,2:212:21,39.57,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
70,71,44,+3:16,132,BOUET Maxime,31,Team Fortuneo - Samsic,,,2:222:22,39.546,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
71,72,55,+4:06,133,DELAPLACE Anthony,28,Team Fortuneo - Samsic,,,2:232:23,39.523,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
72,73,40,+2:55,212,DI GRÉGORIO Rémy,32,Delko Marseille Provence KTM,,,2:242:24,39.499,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
73,74,116,+15:42,85,IRIZAR Markel,38,Trek - Segafredo,,,2:252:25,39.476,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
74,75,129,+17:18,166,LEMOINE Cyril,35,"Cofidis, Solutions Crédits",,,2:282:28,39.405,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
75,76,142,+20:14,35,MØRKØV Michael,32,Quick-Step Floors,,,2:302:30,39.358000000000004,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
76,77,74,+6:32,63,DOMONT Axel,27,AG2R La Mondiale,,,2:312:31,39.335,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
77,78,50,+3:46,135,MOINARD Amaël,36,Team Fortuneo - Samsic,,,2:342:34,39.265,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
78,79,112,+15:02,54,HAYMAN Mathew,39,Mitchelton-Scott,,,2:362:36,39.218,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
79,80,39,+2:52,202,BOUDAT Thomas,24,Direct Energie,,,2:372:37,39.195,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
80,81,58,+4:17,42,BOSWELL Ian,27,Team Katusha Alpecin,,,2:382:38,39.172,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
81,82,127,+17:06,87,RAST Grégory,38,Trek - Segafredo,,,2:392:39,39.149,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
82,83,87,+8:56,134,LEDANOIS Kévin,24,Team Fortuneo - Samsic,,,",,2:39",39.149,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
83,84,104,+13:37,84,DEGENKOLB John,29,Trek - Segafredo,,,2:422:42,39.08,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
84,85,109,+14:03,183,GIBBONS Ryan,23,Team Dimension Data,,,2:472:47,38.965,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
85,86,68,+5:49,92,FRAILE Omar,27,Astana Pro Team,,,2:482:48,38.942,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
86,87,132,+17:43,12,BYSTRØM Sven Erik,26,UAE-Team Emirates,,,2:492:49,38.919000000000004,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
87,88,62,+4:41,74,GERRANS Simon,37,BMC Racing Team,,,2:502:50,38.896,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
88,89,46,+3:27,33,DEVENYNS Dries,34,Quick-Step Floors,,,2:512:51,38.873000000000005,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
89,90,102,+12:55,146,MARTENS Paul,34,Team LottoNL-Jumbo,,,2:522:52,38.85,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
90,91,88,+9:20,125,QUINTANA Dayer,25,Movistar Team,,,2:532:53,38.828,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
91,92,146,+22:40,3,LÓPEZ David,36,Team Sky,,,",,2:53",38.828,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
92,93,114,+15:19,216,JONES Brenton,26,Delko Marseille Provence KTM,,,",,2:53",38.828,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
93,94,45,+3:17,182,BERHANE Natnael,27,Team Dimension Data,,,",,2:53",38.828,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
94,95,49,+3:42,131,BARGUIL Warren,26,Team Fortuneo - Samsic,,,2:552:55,38.782,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
95,96,130,+17:38,17,TROIA Oliviero,23,UAE-Team Emirates,,,2:562:56,38.76,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
96,97,69,+5:58,123,CARRETERO Héctor,22,Movistar Team,,,2:572:57,38.736999999999995,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
97,98,51,+3:52,211,COMBAUD Romain,26,Delko Marseille Provence KTM,,,2:582:58,38.714,Paris___Nice,4,07 March 2018,43.21 km/h,32,18.4 km,9
