,Rnk,BIB,Rider,Age,Team,UCI,Pnt,Time,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,0,GASPAROTTO Enrico,30,Astana Pro Team,80.0,225.0,6:32:35,Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
1,2,0,VANENDERT Jelle,27,Lotto Belisol Team,60.0,150.0,",,0:00",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
2,3,0,SAGAN Peter,22,Liquigas - Cannondale,50.0,110.0,",,0:00",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
3,4,0,FREIRE Óscar,36,Team Katusha,40.0,90.0,0:020:02,Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
4,5,0,VOECKLER Thomas,32,Team Europcar,30.0,80.0,",,0:02",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
5,6,0,GILBERT Philippe,29,BMC Racing Team,22.0,70.0,",,0:02",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
6,7,0,SÁNCHEZ Samuel,34,Euskaltel - Euskadi,14.0,60.0,",,0:02",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
7,8,0,WEGMANN Fabian,31,Team Garmin - Barracuda,10.0,50.0,0:040:04,Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
8,9,0,NOCENTINI Rinaldo,34,AG2R La Mondiale,6.0,46.0,",,0:04",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
9,10,0,MOLLEMA Bauke,25,Rabobank Cycling Team,2.0,42.0,",,0:04",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
10,11,0,IGLINSKIY Maxim,30,Astana Pro Team,,38.0,",,0:04",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
11,12,0,SCHLECK Fränk,32,RadioShack - Nissan,,34.0,",,0:04",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
12,13,0,FAVILLI Elia,23,Farnese Vini-Neri-Sottoli,,30.0,",,0:04",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
13,14,0,DEVENYNS Dries,28,Omega Pharma - Quick-Step,,26.0,0:090:09,Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
14,15,0,HESJEDAL Ryder,31,Team Garmin - Barracuda,,22.0,",,0:09",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
15,16,0,SØRENSEN Nicki,36,Team Saxo Bank - Tinkoff Bank,,20.0,0:120:12,Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
16,17,0,MORENO Daniel,30,Team Katusha,,18.0,",,0:12",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
17,18,0,DEKKER Thomas,27,Team Garmin - Barracuda,,17.0,",,0:12",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
18,19,0,COSTA Rui,25,Movistar Team,,16.0,",,0:12",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
19,20,0,GERRANS Simon,31,Orica GreenEDGE,,15.0,0:190:19,Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
20,21,0,HENAO Sergio,24,Sky Procycling,,14.0,",,0:19",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
21,22,0,VALVERDE Alejandro,31,Movistar Team,,13.0,0:220:22,Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
22,23,0,KROON Karsten,36,Team Saxo Bank - Tinkoff Bank,,12.0,",,0:22",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
23,24,0,RODRÍGUEZ Joaquim,32,Team Katusha,,11.0,",,0:22",Amstel_Gold_Race,0,15 April 2012,39.202 km/h,0,256.5 km,4
