,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1.0,+0:00,0,WIGGINS Bradley,32,Sky Procycling,6.0,50.0,1:03:12,50.791000000000004,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
1,2,2.0,+0:38,0,MARTIN Tony,27,Omega Pharma - Quick-Step,4.0,30.0,0:340:34,50.34,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
2,3,3.0,+1:20,0,ROGERS Michael,32,Sky Procycling,2.0,18.0,1:111:11,49.858000000000004,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
3,4,6.0,+1:45,0,KELDERMAN Wilco,21,Rabobank Cycling Team,1.0,13.0,1:251:25,49.678000000000004,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
4,5,4.0,+1:38,0,CHAVANEL Sylvain,32,Omega Pharma - Quick-Step,1.0,10.0,1:331:33,49.575,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
5,6,7.0,+1:48,0,FROOME Chris,27,Sky Procycling,,7.0,",,1:33",49.575,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
6,7,141.0,+17:16,0,DURBRIDGE Luke,21,Orica GreenEDGE,,4.0,1:371:37,49.523999999999994,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
7,8,5.0,+1:44,0,EVANS Cadel,35,BMC Racing Team,,3.0,1:431:43,49.448,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
8,9,8.0,+2:00,0,MILLAR David,35,Team Garmin - Barracuda,,2.0,1:511:51,49.347,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
9,10,9.0,+2:02,0,SÁNCHEZ Luis León,28,Rabobank Cycling Team,,1.0,1:531:53,49.321000000000005,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
10,11,11.0,+2:22,0,VAN DEN BROECK Jurgen,29,Lotto Belisol Team,,,2:122:12,49.083,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
11,12,10.0,+2:18,0,GRIVKO Andrey,28,Astana Pro Team,,,2:162:16,49.033,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
12,13,18.0,+3:03,0,VAN GARDEREN Tejay,23,BMC Racing Team,,,2:282:28,48.883,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
13,14,20.0,+3:13,0,SIUTSOU Kanstantsin,29,Sky Procycling,,,",,2:28",48.883,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
14,15,15.0,+2:58,0,KIRYIENKA Vasil,30,Movistar Team,,,2:302:30,48.858000000000004,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
15,16,12.0,+2:47,0,BRAJKOVIČ Janez,28,Astana Pro Team,,,2:332:33,48.821000000000005,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
16,17,36.0,+4:49,0,BOASSON HAGEN Edvald,25,Sky Procycling,,,2:382:38,48.75899999999999,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
17,18,19.0,+3:07,0,PLAZA Rubén,32,Movistar Team,,,2:392:39,48.747,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
18,19,13.0,+2:55,0,COPPEL Jérôme,25,Saur - Sojasun,,,2:492:49,48.623999999999995,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
19,20,14.0,+2:56,0,AMADOR Andrey,25,Movistar Team,,,2:502:50,48.611999999999995,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
20,21,16.0,+3:01,0,MARTENS Paul,28,Rabobank Cycling Team,,,2:572:57,48.526,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
21,22,17.0,+3:02,0,BARREDO Carlos,31,Rabobank Cycling Team,,,3:003:00,48.489,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
22,23,117.0,+12:26,0,GRABSCH Bert,36,Omega Pharma - Quick-Step,,,3:093:09,48.38,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
23,24,25.0,+3:52,0,MENCHOV Denis,34,Team Katusha,,,3:123:12,48.343,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
24,25,21.0,+3:24,0,GALLOPIN Tony,24,RadioShack - Nissan,,,",,3:12",48.343,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
25,26,99.0,+10:40,0,ROUX Anthony,25,FDJ - BigMat,,,",,3:12",48.343,Crit_rium_du_Dauphin_,4,07 June 2012,50.791 km/h,0,53.5 km,9
