,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,2,+1:51,32,DUMOULIN Tom,27,Team Sunweb,120.0,100.0,0:40:52,45.513999999999996,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
1,2,3,+2:24,1,FROOME Chris,33,Team Sky,50.0,70.0,0:010:01,45.495,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
2,3,1,+0:00,8,THOMAS Geraint,32,Team Sky,25.0,50.0,0:140:14,45.255,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
3,4,49,+2:02:08,4,KWIATKOWSKI Michał,28,Team Sky,15.0,40.0,0:500:50,44.604,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
4,5,52,+2:06:23,36,KRAGH ANDERSEN Søren,23,Team Sunweb,5.0,32.0,0:510:51,44.586000000000006,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
5,6,11,+16:32,105,JUNGELS Bob,25,Quick-Step Floors,,26.0,0:520:52,44.568999999999996,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
6,7,9,+12:37,141,ZAKARIN Ilnur,28,Team Katusha Alpecin,,22.0,1:021:02,44.391000000000005,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
7,8,4,+3:22,166,ROGLIČ Primož,28,Team LottoNL-Jumbo,,18.0,1:121:12,44.216,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
8,9,62,+2:18:27,77,SOLER Marc,24,Movistar Team,,14.0,1:221:22,44.041000000000004,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
9,10,119,+3:36:30,65,HEPBURN Michael,26,Mitchelton-Scott,,10.0,1:231:23,44.023999999999994,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
10,11,29,+1:17:05,61,YATES Adam,25,Mitchelton-Scott,,8.0,1:261:26,43.972,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
11,12,53,+2:07:14,85,KÜNG Stefan,24,BMC Racing Team,,6.0,",,1:26",43.972,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
12,13,20,+42:31,83,CARUSO Damiano,30,BMC Racing Team,,4.0,1:311:31,43.885,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
13,14,70,+2:36:06,3,CASTROVIEJO Jonathan,31,Team Sky,,2.0,",,1:31",43.885,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
14,15,22,+44:51,55,IZAGIRRE Ion,29,Bahrain Merida Pro Cycling Team,,1.0,1:411:41,43.713,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
15,16,5,+6:08,161,KRUIJSWIJK Steven,31,Team LottoNL-Jumbo,,,1:451:45,43.645,Tour_de_France,20,28 July 2018,45.51 km/h,10,31 km,1
