,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1.0,+0:00,9,THOMAS Geraint,31,Team Sky,120.0,100.0,0:16:04,52.282,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
1,2,2.0,+0:05,44,KÜNG Stefan,23,BMC Racing Team,50.0,70.0,0:050:05,52.012,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
2,3,3.0,+0:07,3,KIRYIENKA Vasil,36,Team Sky,25.0,50.0,0:070:07,51.905,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
3,4,4.0,+0:08,121,MARTIN Tony,32,Team Katusha Alpecin,15.0,40.0,0:080:08,51.852,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
4,5,5.0,+0:10,108,TRENTIN Matteo,27,Quick-Step Floors,5.0,32.0,0:100:10,51.745,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
5,6,6.0,+0:12,1,FROOME Chris,32,Team Sky,,26.0,0:120:12,51.638999999999996,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
6,7,7.0,+0:15,168,VAN EMDEN Jos,32,Team LottoNL-Jumbo,,22.0,0:150:15,51.481,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
7,8,8.0,+0:15,5,KWIATKOWSKI Michał,27,Team Sky,,18.0,",,0:15",51.481,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
8,9,9.0,+0:16,101,KITTEL Marcel,29,Quick-Step Floors,,14.0,0:160:16,51.428999999999995,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
9,10,10.0,+0:16,92,BOASSON HAGEN Edvald,30,Team Dimension Data,,10.0,",,0:16",51.428999999999995,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
10,11,11.0,+0:16,142,ARNDT Nikias,25,Team Sunweb,,8.0,",,0:16",51.428999999999995,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
11,12,12.0,+0:17,186,PHINNEY Taylor,27,Cannondale-Drapac Pro Cycling Team,,6.0,0:170:17,51.376000000000005,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
12,13,13.0,+0:17,54,GRIVKO Andrey,33,Astana Pro Team,,4.0,",,0:17",51.376000000000005,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
13,14,14.0,+0:19,86,IMPEY Daryl,32,ORICA-Scott,,2.0,0:190:19,51.272,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
14,15,15.0,+0:20,25,CASTROVIEJO Jonathan,30,Movistar Team,,1.0,0:200:20,51.22,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
15,16,16.0,+0:20,141,MATTHEWS Michael,26,Team Sunweb,,,",,0:20",51.22,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
16,17,17.0,+0:25,17,LATOUR Pierre,23,AG2R La Mondiale,,,0:250:25,50.961000000000006,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
17,18,18.0,+0:25,111,SAGAN Peter,27,BORA - hansgrohe,,,",,0:25",50.961000000000006,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
18,19,19.0,+0:27,22,AMADOR Andrey,30,Movistar Team,,,0:270:27,50.858000000000004,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
19,20,20.0,+0:29,57,LUTSENKO Alexey,24,Astana Pro Team,,,0:290:29,50.755,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
20,21,21.0,+0:30,104,GILBERT Philippe,34,Quick-Step Floors,,,0:300:30,50.70399999999999,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
21,22,22.0,+0:31,161,GESINK Robert,31,Team LottoNL-Jumbo,,,0:310:31,50.653,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
22,23,23.0,+0:32,197,COLBRELLI Sonny,27,Bahrain Merida Pro Cycling Team,,,0:320:32,50.602,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
23,24,24.0,+0:32,139,WELLENS Tim,26,Lotto Soudal,,,",,0:32",50.602,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
24,25,25.0,+0:33,112,BODNAR Maciej,32,BORA - hansgrohe,,,0:330:33,50.552,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
25,26,26.0,+0:34,167,ROOSEN Timo,24,Team LottoNL-Jumbo,,,0:340:34,50.501000000000005,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
26,27,27.0,+0:36,125,KRISTOFF Alexander,29,Team Katusha Alpecin,,,0:360:36,50.4,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
27,28,28.0,+0:36,123,HOLLENSTEIN Reto,31,Team Katusha Alpecin,,,",,0:36",50.4,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
28,29,29.0,+0:37,89,YATES Simon,24,ORICA-Scott,,,0:370:37,50.35,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
29,30,30.0,+0:37,34,FELLINE Fabio,27,Trek - Segafredo,,,",,0:37",50.35,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
30,31,31.0,+0:39,107,ŠTYBAR Zdeněk,31,Quick-Step Floors,,,0:390:39,50.248999999999995,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
31,32,32.0,+0:39,43,DE MARCHI Alessandro,31,BMC Racing Team,,,",,0:39",50.248999999999995,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
32,33,33.0,+0:40,113,BUCHMANN Emanuel,24,BORA - hansgrohe,,,0:400:40,50.199,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
33,34,34.0,+0:40,165,MARTENS Paul,33,Team LottoNL-Jumbo,,,",,0:40",50.199,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
34,35,35.0,+0:40,27,HERRADA Jesús,26,Movistar Team,,,",,0:40",50.199,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
35,36,36.0,+0:41,28,SÜTTERLIN Jasha,24,Movistar Team,,,0:410:41,50.148999999999994,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
36,37,37.0,+0:41,148,TEUNISSEN Mike,24,Team Sunweb,,,",,0:41",50.148999999999994,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
37,38,38.0,+0:41,128,POLITT Nils,23,Team Katusha Alpecin,,,",,0:41",50.148999999999994,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
38,39,39.0,+0:42,48,VAN AVERMAET Greg,32,BMC Racing Team,,,0:420:42,50.099,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
39,40,40.0,+0:42,82,ALBASINI Michael,36,ORICA-Scott,,,",,0:42",50.099,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
40,41,41.0,+0:43,85,HOWSON Damien,24,ORICA-Scott,,,0:430:43,50.05,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
41,42,42.0,+0:43,69,ULISSI Diego,27,UAE Team Emirates,,,",,0:43",50.05,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
42,43,43.0,+0:44,47,SCHÄR Michael,30,BMC Racing Team,,,0:440:44,50.0,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
43,44,44.0,+0:44,189,VAN BAARLE Dylan,25,Cannondale-Drapac Pro Cycling Team,,,",,0:44",50.0,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
44,45,45.0,+0:45,169,WAGNER Robert,34,Team LottoNL-Jumbo,,,0:450:45,49.95,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
45,46,46.0,+0:46,75,KONOVALOVAS Ignatas,31,FDJ,,,0:460:46,49.901,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
46,47,47.0,+0:46,145,GESCHKE Simon,31,Team Sunweb,,,",,0:46",49.901,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
47,48,48.0,+0:47,42,CARUSO Damiano,29,BMC Racing Team,,,0:470:47,49.852,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
48,49,49.0,+0:47,41,PORTE Richie,32,BMC Racing Team,,,",,0:47",49.852,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
49,50,50.0,+0:48,26,ERVITI Imanol,33,Movistar Team,,,0:480:48,49.802,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
50,51,51.0,+0:48,174,CHAVANEL Sylvain,38,Direct Energie,,,",,0:48",49.802,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
51,52,52.0,+0:48,38,PANTANO Jarlinson,28,Trek - Segafredo,,,",,0:48",49.802,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
52,53,53.0,+0:48,21,QUINTANA Nairo,27,Movistar Team,,,",,0:48",49.802,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
53,54,54.0,+0:49,115,MAJKA Rafał,27,BORA - hansgrohe,,,0:490:49,49.753,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
54,55,55.0,+0:49,187,TALANSKY Andrew,28,Cannondale-Drapac Pro Cycling Team,,,",,0:49",49.753,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
55,56,56.0,+0:49,102,BAUER Jack,32,Quick-Step Floors,,,",,0:49",49.753,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
56,57,57.0,+0:49,105,MARTIN Dan,30,Quick-Step Floors,,,",,0:49",49.753,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
57,58,58.0,+0:49,33,DEGENKOLB John,28,Trek - Segafredo,,,",,0:49",49.753,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
58,59,59.0,+0:49,71,DÉMARE Arnaud,25,FDJ,,,",,0:49",49.753,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
59,60,60.0,+0:50,78,PINOT Thibaut,27,FDJ,,,0:500:50,49.70399999999999,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
60,61,61.0,+0:50,178,SICARD Romain,29,Direct Energie,,,",,0:50",49.70399999999999,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
61,62,62.0,+0:51,149,TIMMER Albert,32,Team Sunweb,,,0:510:51,49.655,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
62,63,63.0,+0:51,11,BARDET Romain,26,AG2R La Mondiale,,,",,0:51",49.655,Tour_de_France,1,01 July 2017,52.28 km/h,0,14 km,1
