,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,6,▲5,64,IZAGIRRE Ion,26,Movistar Team,100.0,225.0,26:04:38,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
1,2,3,▲1,125,DE CLERCQ Bart,28,Lotto Soudal,80.0,150.0,0:020:02,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
2,3,5,▲2,55,HERMANS Ben,29,BMC Racing Team,70.0,110.0,0:030:03,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
3,4,10,▲6,108,ZAKARIN Ilnur,25,Team Katusha,60.0,90.0,0:140:14,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
4,5,7,▲2,21,ARU Fabio,25,Astana Pro Team,50.0,80.0,0:150:15,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
5,6,2,▼4,47,ULISSI Diego,26,Lampre - Merida,40.0,70.0,0:190:19,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
6,7,8,▲1,147,RIBLON Christophe,34,AG2R La Mondiale,30.0,60.0,0:400:40,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
7,8,1,▼7,33,HENAO Sergio,27,Team Sky,20.0,50.0,0:540:54,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
8,9,4,▼5,133,FORMOLO Davide,22,Team Cannondale - Garmin,10.0,46.0,1:231:23,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
9,10,9,▼1,36,NIEVE Mikel,31,Team Sky,4.0,42.0,1:321:32,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
10,11,11,-,176,REBELLIN Davide,43,CCC Sprandi Polkowice,,38.0,1:591:59,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
11,12,12,-,157,REICHENBACH Sébastien,26,IAM Cycling,,34.0,2:062:06,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
12,13,13,-,5,SØRENSEN Chris Anker,30,Tinkoff - Saxo,,30.0,2:522:52,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
13,14,14,-,98,ZOIDL Riccardo,27,Trek Factory Racing,,26.0,2:542:54,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
14,15,15,-,127,VAN DEN BROECK Jurgen,32,Lotto Soudal,,22.0,3:413:41,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
15,16,16,-,126,MONFORT Maxime,32,Lotto Soudal,,20.0,4:134:13,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
16,17,18,▲1,82,CRADDOCK Lawson,23,Team Giant - Alpecin,,18.0,4:334:33,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
17,18,17,▼1,56,MOINARD Amaël,33,BMC Racing Team,,17.0,4:434:43,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
18,19,19,-,4,KIŠERLOVSKI Robert,28,Tinkoff - Saxo,,16.0,7:327:32,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
19,20,20,-,106,VORGANOV Eduard,32,Team Katusha,,15.0,9:559:55,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
20,21,21,-,113,BENNETT George,25,Team LottoNL-Jumbo,,14.0,9:569:56,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
21,22,23,▲1,187,MARCZYŃSKI Tomasz,31,Poland,,13.0,11:3511:35,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
22,23,22,▼1,162,ELISSONDE Kenny,24,FDJ,,12.0,12:1912:19,..,Tour_de_Pologne,GC,08 August 2015,-,0,0 km,34
