,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,48.0,+54:05,36,WIGGINS Bradley,33,Sky Procycling,6.0,50.0,0:46:36,47.638999999999996,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
1,2,68.0,+1:15:07,81,CANCELLARA Fabian,32,RadioShack - Leopard,4.0,30.0,0:560:56,46.70399999999999,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
2,3,101.0,+2:02:49,44,PHINNEY Taylor,23,BMC Racing Team,2.0,18.0,1:141:14,46.411,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
3,4,87.0,+1:39:34,45,PINOTTI Marco,37,BMC Racing Team,1.0,13.0,1:201:20,46.31399999999999,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
4,5,31.0,+28:16,16,VANDEWALLE Kristof,28,Omega Pharma - Quick-Step,1.0,10.0,1:401:40,45.994,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
5,6,1.0,+0:00,136,WEENING Pieter,32,Orica GreenEDGE,,7.0,1:441:44,45.931000000000004,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
6,7,2.0,+0:13,122,IZAGIRRE Ion,24,Euskaltel - Euskadi,,4.0,2:052:05,45.601000000000006,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
7,8,13.0,+3:12,43,NERZ Dominik,23,BMC Racing Team,,3.0,2:132:13,45.476000000000006,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
8,9,18.0,+8:01,72,CHERNETSKI Sergei,23,Team Katusha,,2.0,2:152:15,45.445,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
9,10,4.0,+0:26,55,MAJKA Rafał,23,Team Saxo - Tinkoff,,1.0,2:172:17,45.413999999999994,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
10,11,91.0,+1:43:20,86,SERGENT Jesse,25,RadioShack - Leopard,,,2:192:19,45.383,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
11,12,34.0,+33:07,62,PATERSKI Maciej,26,Cannondale Pro Cycling Team,,,",,2:19",45.383,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
12,13,75.0,+1:22:34,213,MIHAYLOV Nikolay,25,CCC Polsat Polkowice,,,2:262:26,45.275,Tour_de_Pologne,7,03 August 2013,47.64 km/h,0,37 km,29
