,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
168,169,166,▼3,45,SAVINI Filippo,26,Colnago - CSF Inox,,24:2624:26,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
169,170,169,▼1,115,DALL'ANTONIA Tiziano,27,Liquigas - Cannondale,,25:0625:06,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
170,171,187,▲16,97,SPEZIALETTI Alessandro,36,Lampre - ISD,,25:1425:14,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
171,172,174,▲2,161,CHICCHI Francesco,30,Quickstep Cycling Team,,25:2825:28,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
172,173,176,▲3,177,VAN EMDEN Jos,26,Rabobank Cycling Team,,25:3125:31,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
173,174,177,▲3,174,CLEMENT Stef,28,Rabobank Cycling Team,,",,25:31",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
174,175,180,▲5,189,MØRKØV Michael,26,Saxo Bank - Sungard,,25:3525:35,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
175,176,190,▲14,164,REDA Francesco,28,Quickstep Cycling Team,,25:3625:36,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
176,177,186,▲9,172,FLENS Rick,28,Rabobank Cycling Team,,26:0926:09,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
177,178,157,▼21,53,MÍNGUEZ Miguel,22,Euskaltel - Euskadi,,26:4326:43,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
178,179,188,▲9,77,RASMUSSEN Alex,26,HTC - High Road,,26:5926:59,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
179,180,168,▼12,215,CARDOSO Manuel Antonio Leal,28,RadioShack,,27:2827:28,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
180,181,205,▲24,73,GRETSCH Patrick,24,HTC - High Road,,",,27:28",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
181,182,192,▲10,203,PETERSON Tom,24,Team Garmin - Cervélo,,27:4427:44,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
182,183,193,▲10,158,RICCI BITTI Davide,27,Farnese Vini-Neri-Sottoli,,27:5427:54,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
183,184,194,▲10,154,RABOTTINI Matteo,23,Farnese Vini-Neri-Sottoli,,",,27:54",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
184,185,195,▲10,156,FAVILLI Elia,22,Farnese Vini-Neri-Sottoli,,",,27:54",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
185,186,167,▼19,213,MCEWEN Robbie,38,RadioShack,,28:0128:01,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
186,187,196,▲9,76,RABOŇ František,27,HTC - High Road,,28:0928:09,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
187,188,197,▲9,25,ERMETI Giairo,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,,28:1528:15,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
188,189,191,▲2,206,MEYER Cameron,23,Team Garmin - Cervélo,,28:5028:50,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
189,190,200,▲10,209,WILSON Matthew,33,Team Garmin - Cervélo,,29:2529:25,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
190,191,189,▼2,202,LANCASTER Brett,31,Team Garmin - Cervélo,,29:3129:31,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
191,192,202,▲10,3,CORIONI Claudio,28,Acqua & Sapone,,30:4630:46,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
192,193,201,▲8,132,BLYTHE Adam,21,Omega Pharma-Lotto,,32:4132:41,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
193,194,203,▲9,171,BROWN Graeme Allen,32,Rabobank Cycling Team,,35:2635:26,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
