,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,30.0,+19:12,151,MARTIN Tony,28,Omega Pharma - Quick-Step,6.0,50.0,0:38:33,40.311,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
1,2,1.0,+0:00,21,CONTADOR Alberto,31,Tinkoff - Saxo,4.0,30.0,0:070:07,40.19,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
2,3,2.0,+0:49,154,KWIATKOWSKI Michał,23,Omega Pharma - Quick-Step,2.0,18.0,0:150:15,40.052,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
3,4,4.0,+1:07,121,ŠPILAK Simon,27,Team Katusha,1.0,13.0,0:160:16,40.034,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
4,5,3.0,+1:04,12,PERAUD Jean-Christophe,36,AG2R La Mondiale,1.0,10.0,0:350:35,39.71,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
5,6,40.0,+27:22,162,DUMOULIN Tom,23,Team Giant - Shimano,,7.0,0:380:38,39.66,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
6,7,55.0,+38:13,5,IZAGIRRE Ion,25,Movistar Team,,4.0,0:410:41,39.609,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
7,8,5.0,+1:07,1,VALVERDE Alejandro,33,Movistar Team,,3.0,1:021:02,39.259,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
8,9,6.0,+1:56,57,VAN GARDEREN Tejay,25,BMC Racing Team,,2.0,1:051:05,39.209,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
9,10,9.0,+2:14,71,PINOT Thibaut,23,FDJ.fr,,1.0,1:251:25,38.882,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
10,11,7.0,+1:56,51,EVANS Cadel,37,BMC Racing Team,,,1:271:27,38.85,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
11,12,48.0,+35:54,3,INTXAUSTI Beñat,28,Movistar Team,,,1:311:31,38.785,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
12,13,57.0,+40:33,88,JUNGELS Bob,21,Trek Factory Racing,,,1:331:33,38.753,Vuelta_Ciclista_al_Pais_Vasco,6,12 April 2014,40.31 km/h,0,25.9 km,19
