,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,71,YATES Simon,26,Mitchelton-Scott,850.0,400,82:05:58,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
1,2,2,-,95,MAS Enric,23,Quick-Step Floors,680.0,290,1:461:46,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
2,3,3,-,21,LÓPEZ Miguel Ángel,24,Astana Pro Team,575.0,240,2:042:04,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
3,4,4,-,131,KRUIJSWIJK Steven,31,Team LottoNL-Jumbo,460.0,220,2:542:54,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
4,5,5,-,88,VALVERDE Alejandro,38,Movistar Team,380.0,200,4:284:28,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
5,6,6,-,51,PINOT Thibaut,28,Groupama - FDJ,320.0,190,5:575:57,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
6,7,7,-,111,URÁN Rigoberto,31,Team EF Education First-Drapac p/b Cannondale,260.0,180,6:076:07,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
7,8,8,-,81,QUINTANA Nairo,28,Movistar Team,220.0,170,6:516:51,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
8,9,9,-,4,IZAGIRRE Ion,29,Bahrain Merida Pro Cycling Team,180.0,160,11:0911:09,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
9,10,10,-,151,KELDERMAN Wilco,27,Team Sunweb,140.0,150,11:1111:11,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
10,11,11,-,14,GALLOPIN Tony,30,AG2R La Mondiale,120.0,140,12:1012:10,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
11,12,12,-,42,BUCHMANN Emanuel,25,BORA - hansgrohe,100.0,130,14:0614:06,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
12,13,13,-,45,MAJKA Rafał,29,BORA - hansgrohe,84.0,120,17:5717:57,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
13,14,14,-,54,MOLARD Rudy,28,Groupama - FDJ,68.0,110,25:4025:40,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
14,15,15,-,141,DE LA CRUZ David,29,Team Sky,60.0,100,28:0228:02,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
15,16,16,-,162,BRAMBILLA Gianluca,31,Trek - Segafredo,56.0,90,30:0030:00,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
16,17,17,-,214,BIZKARRA Mikel,29,Euskadi - Murias,52.0,85,35:4635:46,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
17,18,18,-,85,CARAPAZ Richard,25,Movistar Team,48.0,80,39:5339:53,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
18,19,19,-,74,HAIG Jack,25,Mitchelton-Scott,44.0,75,45:3245:32,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
19,20,20,-,121,ZAKARIN Ilnur,29,Team Katusha Alpecin,40.0,70,51:3651:36,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
20,21,22,▲1,203,HERRADA Jesús,28,"Cofidis, Solutions Crédits",32.0,65,57:1557:15,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
21,22,21,▼1,44,FORMOLO Davide,25,BORA - hansgrohe,32.0,60,57:2957:29,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
22,23,23,-,171,ARU Fabio,28,UAE-Team Emirates,32.0,55,1:03:071:03:07,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
23,24,24,-,106,KING Ben,29,Team Dimension Data,32.0,50,1:03:401:03:40,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
24,25,25,-,196,RODRÍGUEZ Cristián,23,Caja Rural - Seguros RGA,32.0,45,1:06:261:06:26,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
25,26,26,-,11,DUPONT Hubert,37,AG2R La Mondiale,24.0,40,1:11:041:11:04,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
26,27,27,-,22,BILBAO Pello,28,Astana Pro Team,24.0,35,1:12:491:12:49,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
27,28,28,-,144,HENAO Sergio,30,Team Sky,24.0,30,1:13:071:13:07,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
28,29,29,-,3,IZAGIRRE Gorka,30,Bahrain Merida Pro Cycling Team,24.0,25,1:14:481:14:48,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
29,30,30,-,161,MOLLEMA Bauke,31,Trek - Segafredo,24.0,20,1:17:391:17:39,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
30,31,31,-,107,KUDUS Merhawi,24,Team Dimension Data,20.0,20,1:19:541:19:54,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
31,32,32,-,154,HINDLEY Jai,22,Team Sunweb,20.0,20,1:21:381:21:38,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
32,33,33,-,37,TEUNS Dylan,26,BMC Racing Team,20.0,20,1:22:461:22:46,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
33,34,34,-,118,WOODS Michael,31,Team EF Education First-Drapac p/b Cannondale,20.0,20,1:23:131:23:13,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
34,35,35,-,132,BENNETT George,28,Team LottoNL-Jumbo,20.0,20,1:24:171:24:17,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
35,36,36,-,15,GASTAUER Ben,30,AG2R La Mondiale,20.0,20,1:28:521:28:52,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
36,37,37,-,104,GHEBREIGZABHIER Amanuel,24,Team Dimension Data,20.0,20,1:30:431:30:43,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
37,38,38,-,115,MORENO Daniel,37,Team EF Education First-Drapac p/b Cannondale,20.0,20,1:32:591:32:59,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
38,39,39,-,178,RAVASI Edward,24,UAE-Team Emirates,20.0,20,1:34:571:34:57,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
39,40,40,-,35,ROCHE Nicolas,34,BMC Racing Team,20.0,20,1:36:401:36:40,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
40,41,42,▲1,134,DE TIER Floris,26,Team LottoNL-Jumbo,16.0,20,1:42:581:42:58,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
41,42,43,▲1,66,MONFORT Maxime,35,Lotto Soudal,16.0,20,1:43:231:43:23,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
42,43,41,▼2,145,KWIATKOWSKI Michał,28,Team Sky,16.0,20,1:43:491:43:49,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
43,44,44,-,102,ANTÓN Igor,35,Team Dimension Data,16.0,20,1:52:531:52:53,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
44,45,45,-,78,YATES Adam,26,Mitchelton-Scott,16.0,20,1:54:331:54:33,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
45,46,46,-,112,CLARKE Simon,32,Team EF Education First-Drapac p/b Cannondale,16.0,20,1:55:011:55:01,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
46,47,47,-,194,MAS Lluís,28,Caja Rural - Seguros RGA,16.0,20,1:56:061:56:06,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
47,48,48,-,27,VILLELLA Davide,27,Astana Pro Team,16.0,20,1:57:261:57:26,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
48,49,49,-,191,PARDILLA Sergio,34,Caja Rural - Seguros RGA,16.0,20,1:57:411:57:41,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
49,50,50,-,6,PELLIZOTTI Franco,40,Bahrain Merida Pro Cycling Team,16.0,20,1:58:181:58:18,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
50,51,51,-,217,RODRÍGUEZ Óscar,23,Euskadi - Murias,12.0,20,1:58:531:58:53,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
51,52,52,-,28,ZEITS Andrey,31,Astana Pro Team,12.0,20,2:01:132:01:13,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
52,53,53,-,125,KOCHETKOV Pavel,32,Team Katusha Alpecin,12.0,20,2:01:362:01:36,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
53,54,54,-,207,ROSSETTO Stéphane,31,"Cofidis, Solutions Crédits",12.0,20,2:01:432:01:43,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
54,55,56,▲1,124,HOLLENSTEIN Reto,33,Team Katusha Alpecin,12.0,20,2:04:032:04:03,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
55,56,55,▼1,116,ROLLAND Pierre,31,Team EF Education First-Drapac p/b Cannondale,8.0,20,2:04:342:04:34,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
56,57,58,▲1,204,HERRADA José,32,"Cofidis, Solutions Crédits",8.0,20,2:05:412:05:41,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
57,58,57,▼1,101,MEINTJES Louis,26,Team Dimension Data,8.0,20,2:06:002:06:00,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
58,59,59,-,1,NIBALI Vincenzo,33,Bahrain Merida Pro Cycling Team,8.0,20,2:08:542:08:54,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
59,60,60,-,174,CONTI Valerio,25,UAE-Team Emirates,8.0,20,2:09:592:09:59,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
60,61,61,-,165,FELLINE Fabio,28,Trek - Segafredo,,20,2:11:022:11:02,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
61,62,62,-,143,GEOGHEGAN HART Tao,23,Team Sky,,20,2:13:562:13:56,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
62,63,63,-,24,FRAILE Omar,28,Astana Pro Team,,20,2:14:332:14:33,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
63,64,64,-,23,CATALDO Dario,33,Astana Pro Team,,20,2:18:542:18:54,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
64,65,65,-,135,KUSS Sepp,24,Team LottoNL-Jumbo,,20,2:20:112:20:11,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
65,66,66,-,32,BOOKWALTER Brent,34,BMC Racing Team,,20,2:21:432:21:43,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
66,67,67,-,64,DE GENDT Thomas,31,Lotto Soudal,,20,2:22:102:22:10,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
67,68,68,-,211,PRADES Eduard,31,Euskadi - Murias,,20,2:24:102:24:10,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
68,69,69,-,83,ANACONA Winner,30,Movistar Team,,20,2:25:252:25:25,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
69,70,70,-,75,HOWSON Damien,26,Mitchelton-Scott,,20,2:29:162:29:16,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
70,71,71,-,87,OLIVEIRA Nelson,29,Movistar Team,,20,2:30:072:30:07,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
71,72,72,-,18,PETERS Nans,24,AG2R La Mondiale,,20,2:30:112:30:11,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
72,73,73,-,62,ARMÉE Sander,32,Lotto Soudal,,20,2:30:182:30:18,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
73,74,74,-,25,HIRT Jan,27,Astana Pro Team,,20,2:35:492:35:49,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
74,75,76,▲1,197,SCHULTZ Nick,24,Caja Rural - Seguros RGA,,20,2:39:382:39:38,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
75,76,75,▼1,33,DE MARCHI Alessandro,32,BMC Racing Team,,20,2:40:142:40:14,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
76,77,77,-,58,VINCENT Léo,22,Groupama - FDJ,,20,2:43:292:43:29,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
77,78,78,-,213,BAGÜES Aritz,29,Euskadi - Murias,,20,2:45:482:45:48,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
78,79,79,-,127,MACHADO Tiago,32,Team Katusha Alpecin,,20,2:48:382:48:38,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
79,80,80,-,157,TUSVELD Martijn,25,Team Sunweb,,20,2:49:312:49:31,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
80,81,81,-,36,ROSSKOPF Joey,29,BMC Racing Team,,20,2:51:482:51:48,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
81,82,82,-,105,GIBBONS Ryan,24,Team Dimension Data,,20,2:55:032:55:03,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
82,83,84,▲1,181,MENDES José,33,Burgos-BH,,20,2:57:102:57:10,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
83,84,83,▼1,31,PORTE Richie,33,BMC Racing Team,,20,2:57:172:57:17,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
84,85,85,-,218,SÁEZ Héctor,24,Euskadi - Murias,,20,2:57:302:57:30,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
85,86,86,-,183,CABEDO Óscar,23,Burgos-BH,,20,2:58:272:58:27,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
86,87,88,▲1,117,VAN ASBROECK Tom,28,Team EF Education First-Drapac p/b Cannondale,,20,2:59:302:59:30,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
87,88,87,▼1,98,SERRY Pieter,29,Quick-Step Floors,,20,3:00:053:00:05,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
88,89,89,-,184,CUBERO Jorge,25,Burgos-BH,,20,3:03:353:03:35,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
89,90,90,-,16,GENIEZ Alexandre,30,AG2R La Mondiale,,20,3:04:423:04:42,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
90,91,91,-,46,MCCARTHY Jay,26,BORA - hansgrohe,,20,3:05:023:05:02,..,La_Vuelta_ciclista_a_Espa_a,GC,16 September 2018,-,0,0 km,10
