,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,2,▲1,6,SIVAKOV Pavel,22,Team INEOS,400.0,250,26:20:58,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
1,2,3,▲1,93,HINDLEY Jai,23,Team Sunweb,320.0,190,0:020:02,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
2,3,4,▲1,57,ULISSI Diego,30,UAE-Team Emirates,260.0,160,0:120:12,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
3,4,5,▲1,113,HIGUITA Sergio,22,EF Education First,220.0,140,0:140:14,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
4,5,11,▲6,2,GEOGHEGAN HART Tao,24,Team INEOS,180.0,120,",,0:14",..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
5,6,6,-,136,LATOUR Pierre,25,AG2R La Mondiale,140.0,110,0:150:15,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
6,7,7,-,24,FORMOLO Davide,26,BORA - hansgrohe,120.0,100,0:160:16,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
7,8,8,-,92,HAMILTON Chris,24,Team Sunweb,100.0,90,",,0:16",..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
8,9,9,-,25,MAJKA Rafał,29,BORA - hansgrohe,80.0,80,",,0:16",..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
9,10,10,-,14,KNOX James,23,Deceuninck - Quick Step,68.0,70,",,0:16",..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
10,11,12,▲1,44,IZAGIRRE Ion,30,Astana Pro Team,56.0,60,0:190:19,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
11,12,13,▲1,76,POZZOVIVO Domenico,36,Bahrain Merida,48.0,55,0:310:31,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
12,13,14,▲1,34,TOLHOEK Antwan,25,Team Jumbo-Visma,40.0,50,0:390:39,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
13,14,16,▲2,162,FABBRO Matteo,24,Team Katusha Alpecin,32.0,45,0:550:55,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
14,15,17,▲2,192,EDET Nicolas,31,"Cofidis, Solutions Crédits",28.0,40,",,0:55",..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
15,16,18,▲2,106,NIEVE Mikel,35,Mitchelton-Scott,24.0,36,1:171:17,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
16,17,19,▲2,123,CONCI Nicola,22,Trek - Segafredo,24.0,32,1:271:27,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
17,18,21,▲3,142,HAGEN Carl Fredrik,27,Lotto Soudal,24.0,28,2:082:08,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
18,19,23,▲4,152,GESCHKE Simon,33,CCC Team,24.0,24,2:542:54,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
19,20,26,▲6,96,STORER Michael,22,Team Sunweb,24.0,20,3:363:36,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
20,21,25,▲4,112,BROWN Nathan,28,EF Education First,16.0,18,4:214:21,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
21,22,29,▲7,103,GRMAY Tsgabu,27,Mitchelton-Scott,16.0,16,4:524:52,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
22,23,24,▲1,45,KUDUS Merhawi,25,Astana Pro Team,16.0,14,5:135:13,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
23,24,15,▼9,7,SWIFT Ben,31,Team INEOS,16.0,12,5:375:37,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
24,25,27,▲2,107,SCHULTZ Nick,24,Mitchelton-Scott,16.0,10,5:535:53,..,Tour_de_Pologne,GC,09 August 2019,-,0,0 km,44
