,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,214,HESJEDAL Ryder,31,Team Garmin - Barracuda,170.0,400,91:39:02,..,Giro_d_Italia,GC,27 May 2012,38.21 km/h,0,0 km,12
1,2,2,-,36,RODRÍGUEZ Joaquim,33,Team Katusha,130.0,290,0:160:16,..,Giro_d_Italia,GC,27 May 2012,38.21 km/h,0,0 km,12
2,3,3,-,48,DE GENDT Thomas,25,Vacansoleil - DCM,100.0,240,1:391:39,..,Giro_d_Italia,GC,27 May 2012,38.21 km/h,0,0 km,12
3,4,4,-,66,SCARPONI Michele,32,Lampre - ISD,90.0,220,2:052:05,..,Giro_d_Italia,GC,27 May 2012,38.21 km/h,0,0 km,12
4,5,5,-,126,BASSO Ivan,34,Liquigas - Cannondale,80.0,200,3:443:44,..,Giro_d_Italia,GC,27 May 2012,38.21 km/h,0,0 km,12
5,6,6,-,61,CUNEGO Damiano,30,Lampre - ISD,70.0,190,4:404:40,..,Giro_d_Italia,GC,27 May 2012,38.21 km/h,0,0 km,12
6,7,7,-,105,URÁN Rigoberto,25,Sky Procycling,60.0,180,5:575:57,..,Giro_d_Italia,GC,27 May 2012,38.21 km/h,0,0 km,12
7,8,8,-,7,POZZOVIVO Domenico,29,Colnago CSF Bardiani,52.0,170,6:286:28,..,Giro_d_Italia,GC,27 May 2012,38.21 km/h,0,0 km,12
8,9,9,-,102,HENAO Sergio,24,Sky Procycling,44.0,160,7:507:50,..,Giro_d_Italia,GC,27 May 2012,38.21 km/h,0,0 km,12
9,10,10,-,173,NIEVE Mikel,28,Euskaltel - Euskadi,38.0,150,8:088:08,..,Giro_d_Italia,GC,27 May 2012,38.21 km/h,0,0 km,12
10,11,11,-,112,GADRET John,33,AG2R La Mondiale,32.0,140,9:129:12,..,Giro_d_Italia,GC,27 May 2012,38.21 km/h,0,0 km,12
11,12,12,-,56,CATALDO Dario,27,Omega Pharma - Quick-Step,26.0,130,11:5911:59,..,Giro_d_Italia,GC,27 May 2012,38.21 km/h,0,0 km,12
