,Rnk,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
16,17,0,IZAGIRRE Ion,22,Euskaltel - Euskadi,,18,0:560:56,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
17,18,0,MACHADO Tiago,25,RadioShack,,17,0:590:59,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
18,19,0,SEELDRAEYERS Kevin,24,Quickstep Cycling Team,,16,1:081:08,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
19,20,0,BUSCHE Matthew,26,RadioShack,,15,1:321:32,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
20,21,0,BAKELANTS Jan,25,Omega Pharma-Lotto,,14,1:401:40,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
21,22,0,PAOLINI Luca,34,Team Katusha,,13,",,1:40",..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
22,23,0,DE MAAR Marc,27,Quickstep Cycling Team,,12,1:481:48,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
23,24,0,MAJKA Rafał,21,Saxo Bank - Sungard,,11,2:142:14,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
24,25,0,DE GREEF Francis,26,Omega Pharma-Lotto,,10,",,2:14",..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
25,26,0,SANTAMBROGIO Mauro,26,BMC Racing Team,,9,2:212:21,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
26,27,0,WEGMANN Fabian,31,Leopard Trek,,8,2:272:27,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
27,28,0,MARCZYŃSKI Tomasz,27,CCC - Polsat - Polkowice,,7,",,2:27",..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
28,29,0,CIEŚLIK Paweł,25,Bank BGŻ,,6,2:312:31,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
29,30,0,FRÖHLINGER Johannes,26,Skil - Shimano,,5,2:342:34,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
30,31,0,KIŠERLOVSKI Robert,24,Pro Team Astana,,5,",,2:34",..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
31,32,0,ALBASINI Michael,30,HTC - High Road,,5,",,2:34",..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
32,33,0,MARTENS Paul,27,Rabobank Cycling Team,,5,2:442:44,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
33,34,0,NIBALI Vincenzo,26,Liquigas - Cannondale,,5,2:502:50,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
34,35,0,SLAGTER Tom-Jelte,22,Rabobank Cycling Team,,5,2:552:55,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
35,36,0,OYARZÚN Carlos Iván,29,Movistar Team,,5,2:572:57,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
36,37,0,PIRES Bruno,30,Leopard Trek,,5,2:582:58,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
37,38,0,LE MÉVEL Christophe,30,Team Garmin - Cervélo,,5,3:093:09,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
38,39,0,PERGET Mathieu,26,AG2R La Mondiale,,5,3:533:53,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
39,40,0,AZANZA Jorge,29,Euskaltel - Euskadi,,5,3:573:57,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
40,41,0,MADRAZO Ángel,23,Movistar Team,,5,5:565:56,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
41,42,0,MENDES José,26,CCC - Polsat - Polkowice,,5,6:306:30,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
42,43,0,BRUSEGHIN Marzio,37,Movistar Team,,5,7:047:04,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
43,44,0,PATERSKI Maciej,24,Liquigas - Cannondale,,5,7:157:15,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
44,45,0,LEQUATRE Geoffroy,30,RadioShack,,5,7:287:28,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
45,46,0,BAILETTI Paolo,31,De Rosa - Ceramica Flaminia,,5,9:229:22,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
46,47,0,MARYCZ Jarosław,24,Saxo Bank - Sungard,,5,10:5110:51,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
47,48,0,HOUANARD Steve,25,AG2R La Mondiale,,5,11:2111:21,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
48,49,0,CLARKE Simon,25,Pro Team Astana,,5,11:3811:38,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
49,50,0,HAUSSLER Heinrich,27,Team Garmin - Cervélo,,5,12:0412:04,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
50,51,0,PASAMONTES Luis,31,Movistar Team,,5,12:2812:28,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
51,52,0,HUPOND Thierry,26,Skil - Shimano,,5,13:1613:16,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
52,53,0,VILA Francisco Javier,35,De Rosa - Ceramica Flaminia,,5,13:4913:49,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
53,54,0,HANSEN Adam,30,Omega Pharma-Lotto,,5,13:5513:55,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
54,55,0,MALACARNE Davide,24,Quickstep Cycling Team,,5,14:1214:12,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
55,56,0,CAZAUX Pierre,27,Euskaltel - Euskadi,,5,14:2614:26,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
56,57,0,MIZUROV Andrey,38,Pro Team Astana,,5,15:4815:48,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
57,58,0,ROHREGGER Thomas,28,Leopard Trek,,5,16:2516:25,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
58,59,0,ROVNY Ivan,23,RadioShack,,5,16:4816:48,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
59,60,0,GOŁAŚ Michał,27,Vacansoleil - DCM,,5,17:0417:04,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
60,61,0,STANNARD Ian,24,Sky Procycling,,5,17:3517:35,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
61,62,0,LÖFKVIST Thomas,27,Sky Procycling,,5,18:0018:00,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
62,63,0,VEIKKANEN Jussi,30,Omega Pharma-Lotto,,5,18:2718:27,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
63,64,0,CLEMENT Stef,28,Rabobank Cycling Team,,5,18:3918:39,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
64,65,0,VANDEWALLE Kristof,26,Quickstep Cycling Team,,5,19:2219:22,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
65,66,0,MONTAGUTI Matteo,27,AG2R La Mondiale,,5,19:3319:33,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
66,67,0,PIDGORNYY Ruslan,34,Vacansoleil - DCM,,5,19:5519:55,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
67,68,0,REYNÉS Vicente,30,Omega Pharma-Lotto,,5,20:2020:20,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
68,69,0,PLIUȘCHIN Alexandr,24,Team Katusha,,5,20:2820:28,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
69,70,0,GASTAUER Ben,23,AG2R La Mondiale,,5,21:0321:03,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
70,71,0,MARZANO Marco,31,Lampre - ISD,,5,21:1021:10,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
71,72,0,PETERSON Tom,24,Team Garmin - Cervélo,,5,21:2321:23,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
72,73,0,ŠPILAK Simon,25,Lampre - ISD,,5,21:4421:44,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
73,74,0,CAPECCHI Eros,25,Liquigas - Cannondale,,5,21:5621:56,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
74,75,0,SESMA Daniel,27,Euskaltel - Euskadi,,5,22:0622:06,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
75,76,0,DEGENKOLB John,22,HTC - High Road,,5,22:3422:34,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
76,77,0,BAZAYEV Assan,30,Pro Team Astana,,5,22:3722:37,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
77,78,0,WYSS Danilo,25,BMC Racing Team,,5,22:4322:43,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
78,79,0,OLIVEIRA Nelson,22,RadioShack,,5,22:5222:52,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
79,80,0,AAEN JØRGENSEN Jonas,25,Saxo Bank - Sungard,,5,23:0823:08,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
80,81,0,PLAZA Rubén,31,Movistar Team,,5,23:3523:35,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
81,82,0,POSSONI Morris,27,Sky Procycling,,5,23:5123:51,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
82,83,0,ULISSI Diego,22,Lampre - ISD,,5,24:0024:00,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
83,84,0,GASPAROTTO Enrico,29,Pro Team Astana,,5,26:0226:02,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
84,85,0,FROOME Chris,26,Sky Procycling,,5,26:1826:18,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
85,86,0,PETROV Evgeni,33,Pro Team Astana,,5,27:1827:18,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
86,87,0,CATALDO Dario,26,Quickstep Cycling Team,,5,28:0128:01,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
87,88,0,VANMARCKE Sep,23,Team Garmin - Cervélo,,5,29:0729:07,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
88,89,0,MORAJKO Jacek,30,CCC - Polsat - Polkowice,,5,29:2629:26,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
89,90,0,SPEZIALETTI Alessandro,36,Lampre - ISD,,5,30:0830:08,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
90,91,0,TRUSOV Nikolay,26,Team Katusha,,5,30:4330:43,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
91,92,0,ROE Timothy,21,BMC Racing Team,,5,30:4530:45,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
92,93,0,VELITS Martin,26,HTC - High Road,,5,31:1831:18,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
93,94,0,SPRICK Matthieu,29,Skil - Shimano,,5,32:3732:37,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
94,95,0,TALANSKY Andrew,22,Team Garmin - Cervélo,,5,33:0933:09,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
95,96,0,FEILLU Romain,27,Vacansoleil - DCM,,5,33:4533:45,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
96,97,0,PODLASKI Michał,23,,,5,33:5133:51,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
97,98,0,CARRARA Matteo,32,Vacansoleil - DCM,,5,34:2834:28,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
98,99,0,DI LUCA Danilo,35,Team Katusha,,5,35:0235:02,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
99,100,0,KUREK Adrian,23,,,5,35:1735:17,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
100,101,0,ROCCHETTI Federico,25,De Rosa - Ceramica Flaminia,,5,35:1835:18,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
101,102,0,CARLSTRÖM Kjell,34,Sky Procycling,,5,35:4935:49,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
102,103,0,BUTLER Chris,23,BMC Racing Team,,5,36:0536:05,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
103,104,0,PUJOL Óscar,27,Omega Pharma-Lotto,,5,36:2636:26,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
104,105,0,DABROWSKI Jaroslaw,28,Amore & Vita - Conad,,5,37:4837:48,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
105,106,0,ARGUELYES Arkimedes,23,Team Katusha,,5,38:0738:07,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
106,107,0,HOWARD Leigh,21,HTC - High Road,,5,40:0240:02,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
107,108,0,AGNOLI Valerio,26,Liquigas - Cannondale,,5,40:0440:04,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
108,109,0,GESCHKE Simon,25,Skil - Shimano,,5,40:0840:08,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
109,110,0,BOONEN Tom,30,Quickstep Cycling Team,,5,40:1440:14,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
110,111,0,POPOVYCH Yaroslav,31,RadioShack,,5,40:4940:49,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
111,112,0,HAEDO Lucas Sebastián,28,Saxo Bank - Sungard,,5,42:1242:12,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
112,113,0,NERZ Dominik,21,Liquigas - Cannondale,,5,42:5742:57,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
113,114,0,MATYSIAK Bartłomiej,26,CCC - Polsat - Polkowice,,5,43:0343:03,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
114,115,0,KRISTOFF Alexander,24,BMC Racing Team,,5,43:3043:30,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
115,116,0,DIDIER Laurent,27,Saxo Bank - Sungard,,5,44:5344:53,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
116,117,0,RIGHI Daniele,35,Lampre - ISD,,5,45:0045:00,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
117,118,0,MATTHEWS Michael,20,Rabobank Cycling Team,,5,45:0345:03,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
118,119,0,DYACHENKO Alexandr,27,Pro Team Astana,,5,47:3047:30,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
119,120,0,MARANGONI Alan,27,Liquigas - Cannondale,,5,48:2348:23,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
120,121,0,KVACHUK Oleksandr,28,Lampre - ISD,,5,48:3248:32,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
121,122,0,PISCOPIELLO Fabio,26,De Rosa - Ceramica Flaminia,,5,48:5348:53,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
122,123,0,TACIAK Mateusz,27,CCC - Polsat - Polkowice,,5,50:3250:32,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
123,124,0,POZZATO Filippo,29,Team Katusha,,5,51:2551:25,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
124,125,0,KEIZER Martijn,23,Vacansoleil - DCM,,5,53:0053:00,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
125,126,0,MAGGIORE Gianluca,26,De Rosa - Ceramica Flaminia,,5,56:4256:42,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
126,127,0,CLARKE Will,26,Leopard Trek,,5,56:4856:48,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
127,128,0,BODNAR Łukasz,29,CCC - Polsat - Polkowice,,5,57:1657:16,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
128,129,0,KITTEL Marcel,23,Skil - Shimano,,5,59:1859:18,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
129,130,0,NIZZOLO Giacomo,22,Leopard Trek,,5,1:02:231:02:23,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
130,131,0,TIMMER Albert,26,Skil - Shimano,,5,1:08:361:08:36,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
131,132,0,FEDI Matteo,22,De Rosa - Ceramica Flaminia,,5,1:16:541:16:54,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
132,133,0,GAWRONSKI Piotr,21,,,5,1:20:551:20:55,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
133,134,0,MURPHY John,26,BMC Racing Team,,5,1:25:101:25:10,..,Tour_de_Pologne,GC,06 August 2011,-,0,0 km,37
