,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,61,FUGLSANG Jakob,34,Astana Pro Team,500.0,250,30:44:27,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
1,2,3,▲1,126,VAN GARDEREN Tejay,30,EF Education First,400.0,190,0:200:20,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
2,3,4,▲1,51,BUCHMANN Emanuel,26,BORA - hansgrohe,325.0,160,0:210:21,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
3,4,5,▲1,5,POELS Wout,31,Team INEOS,275.0,140,0:280:28,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
4,5,7,▲2,91,PINOT Thibaut,29,Groupama - FDJ,225.0,120,0:330:33,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
5,6,6,-,156,TEUNS Dylan,27,Bahrain Merida,175.0,110,1:111:11,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
6,7,8,▲1,66,LUTSENKO Alexey,26,Astana Pro Team,150.0,100,1:121:12,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
7,8,10,▲2,31,MARTIN Dan,32,UAE-Team Emirates,125.0,90,1:211:21,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
8,9,11,▲2,81,QUINTANA Nairo,29,Movistar Team,100.0,80,1:241:24,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
9,10,13,▲3,21,BARDET Romain,28,AG2R La Mondiale,85.0,70,1:381:38,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
10,11,12,▲1,111,PORTE Richie,34,Trek - Segafredo,70.0,60,1:441:44,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
11,12,16,▲4,141,LAMBRECHT Bjorg,22,Lotto Soudal,60.0,55,3:173:17,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
12,13,19,▲6,201,BARGUIL Warren,27,Team Arkéa Samsic,50.0,50,5:285:28,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
13,14,17,▲3,196,MEURISSE Xandro,27,Wanty - Gobert Cycling Team,40.0,45,5:295:29,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
14,15,21,▲6,96,REICHENBACH Sébastien,30,Groupama - FDJ,35.0,40,6:266:26,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
15,16,18,▲2,154,PERNSTEINER Hermann,28,Bahrain Merida,30.0,36,6:466:46,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
16,17,15,▼2,191,MARTIN Guillaume,26,Wanty - Gobert Cycling Team,30.0,32,8:238:23,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
17,18,23,▲5,65,IZAGIRRE Gorka,31,Astana Pro Team,30.0,28,8:498:49,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
18,19,24,▲5,67,CORT Magnus,26,Astana Pro Team,30.0,24,9:249:24,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
19,20,20,-,74,EDET Nicolas,31,"Cofidis, Solutions Crédits",30.0,20,12:0312:03,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
20,21,26,▲5,95,MOLARD Rudy,29,Groupama - FDJ,20.0,18,12:4712:47,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
21,22,22,-,34,PETILLI Simone,26,UAE-Team Emirates,20.0,16,13:1013:10,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
22,23,25,▲2,22,CHEREL Mikaël,33,AG2R La Mondiale,20.0,14,13:3413:34,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
23,24,28,▲4,105,POWLESS Neilson,22,Team Jumbo-Visma,20.0,12,14:5914:59,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
24,25,27,▲2,165,ROSSKOPF Joey,29,CCC Team,20.0,10,15:0915:09,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
25,26,32,▲6,104,KUSS Sepp,24,Team Jumbo-Visma,20.0,9,19:1919:19,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
26,27,35,▲8,12,HAIG Jack,25,Mitchelton-Scott,20.0,8,21:1121:11,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
27,28,30,▲2,44,GILBERT Philippe,36,Deceuninck - Quick Step,20.0,7,21:2221:22,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
28,29,33,▲4,3,KWIATKOWSKI Michał,29,Team INEOS,20.0,6,22:3422:34,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
29,30,31,▲1,13,HOWSON Damien,26,Mitchelton-Scott,20.0,5,24:1324:13,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
30,31,39,▲8,143,HAGEN Carl Fredrik,27,Lotto Soudal,10.0,5,26:1426:14,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
31,32,41,▲9,7,VAN BAARLE Dylan,27,Team INEOS,10.0,5,26:2026:20,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
32,33,36,▲3,136,POLITT Nils,25,Team Katusha Alpecin,10.0,5,27:4827:48,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
33,34,34,-,4,MOSCON Gianni,25,Team INEOS,10.0,5,27:5927:59,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
34,35,43,▲8,41,ALAPHILIPPE Julian,27,Deceuninck - Quick Step,10.0,5,28:4828:48,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
35,36,42,▲6,87,VERONA Carlos,26,Movistar Team,10.0,5,29:3729:37,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
36,37,40,▲3,161,PAUWELS Serge,35,CCC Team,10.0,5,29:5429:54,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
37,38,46,▲8,163,DE MARCHI Alessandro,33,CCC Team,10.0,5,33:3033:30,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
38,39,37,▼2,83,FERNÁNDEZ Rubén,28,Movistar Team,10.0,5,34:0134:01,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
39,40,51,▲11,93,GAUDU David,22,Groupama - FDJ,10.0,5,36:1236:12,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
40,41,45,▲4,215,POWER Robert,24,Team Sunweb,10.0,5,36:5136:51,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
41,42,49,▲7,115,SKUJIŅŠ Toms,28,Trek - Segafredo,10.0,5,37:5537:55,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
42,43,47,▲4,171,BOASSON HAGEN Edvald,32,Team Dimension Data,10.0,5,38:5738:57,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
43,44,48,▲4,85,SEPÚLVEDA Eduardo,28,Movistar Team,10.0,5,39:0339:03,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
44,45,52,▲7,75,HANSEN Jesper,28,"Cofidis, Solutions Crédits",10.0,5,40:5940:59,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
45,46,56,▲10,112,BERNARD Julien,27,Trek - Segafredo,10.0,5,43:2543:25,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
46,47,44,▼3,106,VAN AERT Wout,24,Team Jumbo-Visma,10.0,5,45:0945:09,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
47,48,55,▲7,86,VALLS Rafael,31,Movistar Team,10.0,5,47:2347:23,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
48,49,59,▲10,206,MAISON Jérémy,25,Team Arkéa Samsic,10.0,5,47:4647:46,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
49,50,60,▲10,26,NAESEN Oliver,28,AG2R La Mondiale,10.0,5,48:3648:36,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
50,51,67,▲16,202,BOUET Maxime,32,Team Arkéa Samsic,5.0,5,48:5848:58,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
51,52,62,▲10,94,LADAGNOUS Matthieu,34,Groupama - FDJ,5.0,5,49:4649:46,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
52,53,72,▲19,55,GROßSCHARTNER Felix,25,BORA - hansgrohe,5.0,5,50:0350:03,..,Crit_rium_du_Dauphin_,GC,16 June 2019,-,0,0 km,9
