,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,11,QUINTANA Nairo,26,Movistar Team,400.0,250,30:50:19,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
1,2,2,-,61,CONTADOR Alberto,33,Tinkoff,320.0,190,0:070:07,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
2,3,4,▲1,41,MARTIN Dan,29,Etixx - Quick Step,260.0,160,0:170:17,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
3,4,3,▼1,1,PORTE Richie,31,BMC Racing Team,220.0,140,",,0:17",..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
4,5,5,-,4,VAN GARDEREN Tejay,27,BMC Racing Team,180.0,120,0:270:27,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
5,6,6,-,102,BARDET Romain,25,AG2R La Mondiale,140.0,110,0:310:31,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
6,7,7,-,22,ZAKARIN Ilnur,26,Team Katusha,120.0,100,0:420:42,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
7,8,8,-,31,FROOME Chris,30,Team Sky,100.0,90,0:460:46,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
8,9,9,-,184,CARTHY Hugh,21,Caja Rural - Seguros RGA,80.0,80,1:011:01,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
9,10,10,-,151,URÁN Rigoberto,29,Cannondale Pro Cycling Team,68.0,70,1:161:16,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
10,11,11,-,21,RODRÍGUEZ Joaquim,36,Team Katusha,56.0,60,1:221:22,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
11,12,13,▲1,33,NIEVE Mikel,31,Team Sky,48.0,55,1:331:33,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
12,13,14,▲1,196,NAVARRO Daniel,32,"Cofidis, Solutions Crédits",40.0,50,1:391:39,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
13,14,12,▼2,51,ARU Fabio,25,Astana Pro Team,32.0,45,1:411:41,..,Volta_Ciclista_a_Catalunya,GC,27 March 2016,-,0,0 km,12
