,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1.0,+0:00,0,SÁNCHEZ Samuel,34,Euskaltel - Euskadi,6.0,50.0,0:28:48,39.375,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
1,2,3.0,+0:42,0,MOLLEMA Bauke,25,Rabobank Cycling Team,4.0,30.0,0:060:06,39.239000000000004,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
2,3,5.0,+0:54,0,MARTIN Tony,26,Omega Pharma - Quick-Step,2.0,18.0,0:070:07,39.216,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
3,4,22.0,+3:18,0,PINOTTI Marco,36,BMC Racing Team,1.0,13.0,0:150:15,39.036,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
4,5,4.0,+0:47,0,CUNEGO Damiano,30,Lampre - ISD,1.0,10.0,0:160:16,39.014,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
5,6,2.0,+0:12,0,RODRÍGUEZ Joaquim,32,Team Katusha,,7.0,0:210:21,38.902,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
6,7,96.0,+45:58,0,CLEMENT Stef,29,Rabobank Cycling Team,,4.0,0:220:22,38.88,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
7,8,113.0,+1:03:59,0,MEYER Travis,22,Orica GreenEDGE,,3.0,0:240:24,38.836,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
8,9,32.0,+10:37,0,MOSER Moreno,21,Liquigas - Cannondale,,2.0,0:280:28,38.747,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
9,10,7.0,+1:07,0,PERAUD Jean-Christophe,34,AG2R La Mondiale,,1.0,0:310:31,38.681,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
10,11,28.0,+7:38,0,MONFORT Maxime,29,RadioShack - Nissan,,,0:320:32,38.659,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
11,12,93.0,+44:12,0,BOUET Maxime,25,AG2R La Mondiale,,,0:350:35,38.593,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
12,13,16.0,+1:57,0,NAVARRO Daniel,28,Team Saxo Bank - Tinkoff Bank,,,0:370:37,38.55,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
13,14,63.0,+26:48,0,IMPEY Daryl,27,Orica GreenEDGE,,,",,0:37",38.55,Vuelta_Ciclista_al_Pais_Vasco,6,07 April 2012,39.37 km/h,0,18.9 km,12
