,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,71,BERNAL Egan,22,Team Sky,500.0,250.0,29:17:02,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
1,2,3,▲1,5,QUINTANA Nairo,29,Movistar Team,400.0,190.0,0:390:39,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
2,3,4,▲1,74,KWIATKOWSKI Michał,28,Team Sky,325.0,160.0,1:031:03,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
3,4,5,▲1,14,HAIG Jack,25,Mitchelton-Scott,275.0,140.0,1:211:21,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
4,5,6,▲1,61,BARDET Romain,28,AG2R La Mondiale,225.0,120.0,1:451:45,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
5,6,7,▲1,142,BENNETT George,28,Team Jumbo-Visma,175.0,110.0,2:202:20,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
6,7,9,▲2,106,MOLARD Rudy,29,Groupama - FDJ,150.0,100.0,3:023:02,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
7,8,10,▲2,111,JUNGELS Bob,26,Deceuninck - Quick Step,125.0,90.0,3:063:06,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
8,9,11,▲2,27,SÁNCHEZ Luis León,35,Astana Pro Team,100.0,80.0,3:123:12,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
9,10,8,▼2,121,ZAKARIN Ilnur,29,Team Katusha Alpecin,85.0,70.0,4:074:07,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
10,11,12,▲1,105,MADOUAS Valentin,22,Groupama - FDJ,70.0,60.0,",,4:07",..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
11,12,13,▲1,54,GROßSCHARTNER Felix,25,BORA - hansgrohe,60.0,55.0,4:104:10,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
12,13,14,▲1,66,NAESEN Oliver,28,AG2R La Mondiale,50.0,50.0,5:365:36,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
13,14,16,▲2,164,KELDERMAN Wilco,27,Team Sunweb,40.0,45.0,5:575:57,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
14,15,2,▼13,113,GILBERT Philippe,36,Deceuninck - Quick Step,35.0,40.0,6:196:19,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
15,16,15,▼1,201,CALMEJANE Lilian,26,Direct Energie,30.0,36.0,7:287:28,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
16,17,17,-,47,TEUNS Dylan,27,Bahrain Merida,30.0,32.0,7:377:37,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
17,18,20,▲2,154,MARTÍNEZ Daniel Felipe,22,EF Education First,30.0,28.0,9:279:27,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
18,19,22,▲3,157,VAN GARDEREN Tejay,30,EF Education First,30.0,24.0,12:3112:31,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
19,20,18,▼2,213,GAUTIER Cyril,31,Vital Concept - B&B Hotels,30.0,20.0,14:2314:23,..,Paris___Nice,GC,17 March 2019,-,0,0 km,7
