,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,0,MOSER Moreno,21,Liquigas - Cannondale,100.0,225.0,30:15:49,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
1,2,2,-,0,KWIATKOWSKI Michał,22,Omega Pharma - Quick-Step,80.0,150.0,0:050:05,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
2,3,3,-,0,HENAO Sergio,24,Sky Procycling,70.0,110.0,0:160:16,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
3,4,4,-,0,KOLOBNEV Alexandr,31,Team Katusha,60.0,90.0,0:250:25,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
4,5,5,-,0,GERDEMANN Linus,29,RadioShack - Nissan,50.0,80.0,0:280:28,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
5,6,6,-,0,NOCENTINI Rinaldo,34,AG2R La Mondiale,40.0,70.0,0:290:29,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
6,7,7,-,0,IZAGIRRE Ion,23,Euskaltel - Euskadi,30.0,60.0,",,0:29",..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
7,8,8,-,0,MACHADO Tiago,26,RadioShack - Nissan,20.0,50.0,",,0:29",..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
8,9,9,-,0,GENIEZ Alexandre,24,Argos - Shimano,10.0,46.0,",,0:29",..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
9,10,10,-,0,URÁN Rigoberto,25,Sky Procycling,4.0,42.0,",,0:29",..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
10,11,11,-,0,MORENO Javier,27,Movistar Team,,38.0,",,0:29",..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
11,12,12,-,0,BARDET Romain,21,AG2R La Mondiale,,34.0,0:390:39,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
12,13,13,-,0,GUSTOV Volodymyr,35,Team Saxo Bank - Tinkoff Bank,,30.0,",,0:39",..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
13,14,14,-,0,PIRES Bruno,31,Team Saxo Bank - Tinkoff Bank,,26.0,0:470:47,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
14,15,15,-,0,MORI Manuele,31,Lampre - ISD,,22.0,1:051:05,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
15,16,16,-,0,LE MÉVEL Christophe,31,Garmin Sharp,,20.0,1:351:35,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
16,17,17,-,0,PARDILLA Sergio,28,Movistar Team,,18.0,1:361:36,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
17,18,18,-,0,VAN AVERMAET Greg,27,BMC Racing Team,,17.0,1:381:38,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
18,19,19,-,0,LAGUTIN Sergey,31,Vacansoleil - DCM,,16.0,2:002:00,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
19,20,20,-,0,WEGMANN Fabian,32,Garmin Sharp,,15.0,2:052:05,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
20,21,21,-,0,GOŁAŚ Michał,28,Omega Pharma - Quick-Step,,14.0,2:092:09,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
21,22,22,-,0,BAKELANTS Jan,26,RadioShack - Nissan,,13.0,2:182:18,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
22,23,23,-,0,BAZAYEV Assan,31,Astana Pro Team,,12.0,2:252:25,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
23,24,24,-,0,NIEMIEC Przemysław,32,Lampre - ISD,,11.0,2:572:57,..,Tour_de_Pologne,GC,16 July 2012,40.695 km/h,0,0 km,27
