,Rnk,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,43,KWIATKOWSKI Michał,28,Team Sky,400.0,250,24:23:54,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
1,2,27,YATES Simon,26,Mitchelton-Scott,320.0,190,0:150:15,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
2,3,154,PINOT Thibaut,28,Groupama - FDJ,260.0,160,0:200:20,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
3,4,102,BENNETT George,28,Team LottoNL-Jumbo,220.0,140,0:240:24,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
4,5,1,TEUNS Dylan,26,BMC Racing Team,180.0,120,0:270:27,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
5,6,155,PREIDLER Georg,28,Groupama - FDJ,140.0,110,0:310:31,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
6,7,33,BUCHMANN Emanuel,25,BORA - hansgrohe,120.0,100,0:320:32,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
7,8,34,FORMOLO Davide,25,BORA - hansgrohe,100.0,90,0:400:40,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
8,9,94,OOMEN Sam,22,Team Sunweb,80.0,80,0:420:42,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
9,10,141,ARU Fabio,28,UAE-Team Emirates,68.0,70,0:440:44,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
10,11,65,GASPAROTTO Enrico,36,Bahrain Merida Pro Cycling Team,56.0,60,0:460:46,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
11,12,54,CARAPAZ Richard,25,Movistar Team,48.0,55,0:490:49,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
12,13,132,BRAMBILLA Gianluca,30,Trek - Segafredo,40.0,50,1:291:29,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
13,14,193,CIEŚLIK Paweł,32,CCC Sprandi Polkowice,32.0,45,1:321:32,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
14,15,83,CHEREL Mikaël,32,AG2R La Mondiale,28.0,40,1:511:51,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
15,16,121,MORENO Daniel,36,Team EF Education First-Drapac p/b Cannondale,24.0,36,2:002:00,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
16,17,73,CHERNETSKI Sergei,28,Astana Pro Team,24.0,32,2:012:01,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
17,18,115,LAMBRECHT Bjorg,21,Lotto Soudal,24.0,28,2:032:03,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
18,19,12,DE PLUS Laurens,22,Quick-Step Floors,24.0,24,2:042:04,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
19,20,74,LUTSENKO Alexey,25,Astana Pro Team,24.0,20,2:142:14,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
20,21,42,HENAO Sergio,30,Team Sky,16.0,18,2:152:15,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
21,22,81,BAKELANTS Jan,32,AG2R La Mondiale,16.0,16,2:402:40,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
22,23,84,DILLIER Silvan,28,AG2R La Mondiale,16.0,14,",,2:40",..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
23,24,133,FELLINE Fabio,28,Trek - Segafredo,16.0,12,2:532:53,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
24,25,176,O'CONNOR Ben,22,Team Dimension Data,16.0,10,2:562:56,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
25,26,161,CRAS Steff,22,Team Katusha Alpecin,16.0,9,2:572:57,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
26,27,182,HERRADA José,32,"Cofidis, Solutions Crédits",16.0,8,3:003:00,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
27,28,205,ROVNY Ivan,30,Gazprom-RusVelo,16.0,7,3:333:33,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
28,29,13,DEVENYNS Dries,35,Quick-Step Floors,16.0,6,3:423:42,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
29,30,107,DE TIER Floris,26,Team LottoNL-Jumbo,16.0,5,3:583:58,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
30,31,167,ŠPILAK Simon,32,Team Katusha Alpecin,8.0,5,4:014:01,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
31,32,203,NYCH Artem,23,Gazprom-RusVelo,8.0,5,4:284:28,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
32,33,77,VILLELLA Davide,27,Astana Pro Team,8.0,5,4:414:41,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
33,34,185,ROSSETTO Stéphane,31,"Cofidis, Solutions Crédits",8.0,5,4:594:59,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
34,35,11,CAPECCHI Eros,32,Quick-Step Floors,8.0,5,5:345:34,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
35,36,55,PEDRERO Antonio,26,Movistar Team,8.0,5,6:156:15,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
36,37,111,ARMÉE Sander,32,Lotto Soudal,8.0,5,7:207:20,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
37,38,45,SIVAKOV Pavel,21,Team Sky,8.0,5,8:158:15,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
38,39,116,SHAW James,22,Lotto Soudal,8.0,5,9:249:24,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
39,40,184,MATÉ Luis Ángel,34,"Cofidis, Solutions Crédits",8.0,5,10:1410:14,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
40,41,147,RAVASI Edward,24,UAE-Team Emirates,8.0,5,10:2210:22,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
41,42,144,CONTI Valerio,25,UAE-Team Emirates,8.0,5,12:0612:06,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
42,43,66,NOVAK Domen,23,Bahrain Merida Pro Cycling Team,8.0,5,12:3512:35,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
43,44,186,TEKLEHAIMANOT Daniel,29,"Cofidis, Solutions Crédits",8.0,5,13:4513:45,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
44,45,2,BETTIOL Alberto,24,BMC Racing Team,8.0,5,13:5413:54,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
45,46,164,HOLLENSTEIN Reto,32,Team Katusha Alpecin,8.0,5,14:2414:24,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
46,47,75,ZEITS Andrey,31,Astana Pro Team,8.0,5,14:2714:27,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
47,48,3,DE MARCHI Alessandro,32,BMC Racing Team,8.0,5,14:3014:30,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
48,49,36,KONRAD Patrick,26,BORA - hansgrohe,8.0,5,",,14:30",..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
49,50,82,CHEVRIER Clément,26,AG2R La Mondiale,8.0,5,14:5414:54,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
50,51,172,DAVIES Scott,23,Team Dimension Data,4.0,5,15:0115:01,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
51,52,57,SEPÚLVEDA Eduardo,27,Movistar Team,4.0,5,15:1315:13,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
52,53,101,BATTAGLIN Enrico,28,Team LottoNL-Jumbo,4.0,5,16:0916:09,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
53,54,145,COSTA Rui,31,UAE-Team Emirates,4.0,5,16:2216:22,..,Tour_de_Pologne,GC,10 August 2018,-,0,0 km,35
