,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
21,22,18,▼4,143,MASCIARELLI Francesco,25,Pro Team Astana,,1:201:20,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
22,23,26,▲3,41,POZZOVIVO Domenico,28,Colnago - CSF Inox,,1:211:21,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
23,24,27,▲3,168,SEELDRAEYERS Kevin,24,Quickstep Cycling Team,,1:221:22,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
24,25,23,▼2,126,PARDILLA Sergio,27,Movistar Team,,1:291:29,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
25,26,30,▲4,16,GADRET John,32,AG2R La Mondiale,,1:411:41,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
26,27,28,▲1,59,NIEVE Mikel,26,Euskaltel - Euskadi,,1:421:42,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
27,28,17,▼11,15,DUPONT Hubert,30,AG2R La Mondiale,,1:431:43,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
28,29,22,▼7,1,GARZELLI Stefano,37,Acqua & Sapone,,1:501:50,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
29,30,29,▼1,37,TSCHOPP Johann,28,BMC Racing Team,,1:551:55,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
30,31,31,-,69,VALLS Rafael,23,Geox-TMC Transformers,,2:132:13,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
31,32,33,▲1,62,SASTRE Carlos,36,Geox-TMC Transformers,,2:292:29,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
32,33,32,▼1,147,DYACHENKO Alexandr,27,Pro Team Astana,,2:492:49,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
33,34,34,-,194,CIONI Dario David,36,Sky Procycling,,2:542:54,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
34,35,38,▲3,131,BAKELANTS Jan,25,Omega Pharma-Lotto,,3:303:30,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
35,36,39,▲3,211,MACHADO Tiago,25,RadioShack,,3:403:40,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
36,37,35,▼2,84,CARUSO Giampaolo,30,Team Katusha,,3:543:54,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
37,38,36,▼2,113,CAPECCHI Eros,24,Liquigas - Cannondale,,3:583:58,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
38,39,37,▼2,96,NIEMIEC Przemysław,31,Lampre - ISD,,4:444:44,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
39,40,41,▲1,23,RUJANO José Humberto,29,Androni Giocattoli - Serramenti PVC Diquigiovanni,,6:076:07,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
40,41,43,▲2,63,WYSS Marcel,24,Geox-TMC Transformers,,6:316:31,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
41,42,42,-,142,TIRALONGO Paolo,33,Pro Team Astana,,6:326:32,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
42,43,40,▼3,2,CODOL Massimo,38,Acqua & Sapone,,6:506:50,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
43,44,46,▲2,148,PETROV Evgeni,32,Pro Team Astana,,7:417:41,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
44,45,47,▲2,176,TANKINK Bram,32,Rabobank Cycling Team,,8:088:08,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
45,46,44,▼2,44,PIRAZZI Stefano,24,Colnago - CSF Inox,,8:138:13,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
46,47,48,▲1,127,PASAMONTES Luis,31,Movistar Team,,8:418:41,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
47,48,45,▼3,6,MIHOLJEVIĆ Vladimir,37,Acqua & Sapone,,8:538:53,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
48,49,49,-,198,KENNAUGH Peter,21,Sky Procycling,,9:449:44,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
49,50,50,-,112,AGNOLI Valerio,26,Liquigas - Cannondale,,10:1810:18,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
50,51,51,-,82,DI LUCA Danilo,35,Team Katusha,,11:1211:12,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
51,52,52,-,54,ISASI Iñaki,34,Euskaltel - Euskadi,,11:1311:13,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
52,53,53,-,183,GUSTOV Volodymyr,34,Saxo Bank - Sungard,,",,11:13",..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
53,54,55,▲1,19,MONTAGUTI Matteo,27,AG2R La Mondiale,,11:4511:45,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
54,55,58,▲3,85,MORENO Daniel,29,Team Katusha,,11:4811:48,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
55,56,61,▲5,94,ULISSI Diego,21,Lampre - ISD,,11:4911:49,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
56,57,59,▲2,208,STETINA Peter,23,Team Garmin - Cervélo,,11:5111:51,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
57,58,56,▼2,8,SARMIENTO Cayetano José,24,Acqua & Sapone,,12:0512:05,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
58,59,60,▲1,27,OCHOA Carlos José,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,,12:0712:07,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
59,60,62,▲2,157,NOÈ Andrea,42,Farnese Vini-Neri-Sottoli,,12:0912:09,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
60,61,54,▼7,9,TABORRE Fabio,25,Acqua & Sapone,,12:1612:16,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
61,62,57,▼5,74,LEWIS Craig,26,HTC - High Road,,12:4012:40,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
62,63,63,-,218,ROVNY Ivan,23,RadioShack,,13:3213:32,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
63,64,65,▲1,29,VICIOSO Ángel,34,Androni Giocattoli - Serramenti PVC Diquigiovanni,,14:2214:22,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
64,65,64,▼1,118,SZMYD Sylwester,33,Liquigas - Cannondale,,15:3215:32,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
65,66,67,▲1,133,DE GREEF Francis,26,Omega Pharma-Lotto,,15:4715:47,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
66,67,72,▲5,153,GATTO Oscar,26,Farnese Vini-Neri-Sottoli,,15:5315:53,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
67,68,70,▲2,214,BEPPU Fumiyuki,28,RadioShack,,16:0416:04,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
68,69,66,▼3,46,CANUTI Federico,25,Colnago - CSF Inox,,16:1716:17,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
69,70,68,▼2,117,SALERNO Cristiano,26,Liquigas - Cannondale,,16:4316:43,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
70,71,73,▲2,192,BARRY Michael,35,Sky Procycling,,16:4716:47,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
71,72,76,▲4,134,DE CLERCQ Bart,24,Omega Pharma-Lotto,,17:4217:42,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
72,73,74,▲1,199,POSSONI Morris,26,Sky Procycling,,18:1018:10,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
73,74,71,▼3,184,HERNÁNDEZ BLÁZQUEZ Jesús,29,Saxo Bank - Sungard,,18:2818:28,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
74,75,79,▲4,57,AZANZA Jorge,28,Euskaltel - Euskadi,,18:3618:36,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
75,76,77,▲1,128,SAMOILAU Branislau,25,Movistar Team,,18:4018:40,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
76,77,75,▼2,187,NAVARRO Daniel,27,Saxo Bank - Sungard,,19:1619:16,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
77,78,78,-,93,MARZANO Marco,30,Lampre - ISD,,19:4519:45,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
78,79,80,▲1,64,BLANCO David,36,Geox-TMC Transformers,,20:0320:03,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
79,80,84,▲4,119,VANOTTI Alessandro,30,Liquigas - Cannondale,,20:1420:14,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
80,81,85,▲4,224,GOŁAŚ Michał,27,Vacansoleil - DCM,,20:1720:17,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
81,82,86,▲4,129,VENTOSO Francisco José,29,Movistar Team,,20:1820:18,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
82,83,83,-,135,DOCKX Gert,22,Omega Pharma-Lotto,,20:2520:25,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
83,84,82,▼2,33,FRANK Mathias,24,BMC Racing Team,,21:0321:03,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
84,85,92,▲7,34,KOHLER Martin,25,BMC Racing Team,,21:2821:28,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
85,86,91,▲5,116,SABATINI Fabio,26,Liquigas - Cannondale,,21:2921:29,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
86,87,87,-,223,BELKOV Maxim,26,Vacansoleil - DCM,,21:3821:38,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
87,88,88,-,150,VISCONTI Giovanni,28,Farnese Vini-Neri-Sottoli,,21:5221:52,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
88,89,89,-,155,MAZZANTI Luca,37,Farnese Vini-Neri-Sottoli,,22:0222:02,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
89,90,95,▲5,86,VORGANOV Eduard,28,Team Katusha,,22:2822:28,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
90,91,93,▲2,4,BETANCUR Carlos,21,Acqua & Sapone,,22:3522:35,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
91,92,90,▼2,87,LOSADA Alberto,29,Team Katusha,,22:4222:42,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
92,93,94,▲1,197,NORDHAUG Lars Petter,27,Sky Procycling,,23:2023:20,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
93,94,81,▼13,207,MILLAR David,34,Team Garmin - Cervélo,,24:1824:18,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
94,95,96,▲1,88,HORRACH Joan,37,Team Katusha,,24:4624:46,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
95,96,98,▲2,226,LAGUTIN Sergey,30,Vacansoleil - DCM,,24:5024:50,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
96,97,101,▲4,92,PETACCHI Alessandro,37,Lampre - ISD,,25:2725:27,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
97,98,97,▼1,167,PINEAU Jérôme,31,Quickstep Cycling Team,,25:2825:28,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
98,99,102,▲3,169,VANDEWALLE Kristof,26,Quickstep Cycling Team,,25:3625:36,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
99,100,103,▲3,137,LANG Sebastian,31,Omega Pharma-Lotto,,25:4225:42,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
100,101,107,▲6,204,FISCHER Murilo Antonio,31,Team Garmin - Cervélo,,26:1926:19,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
101,102,104,▲2,212,POPOVYCH Yaroslav,31,RadioShack,,26:2226:22,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
102,103,100,▼3,193,CARLSTRÖM Kjell,34,Sky Procycling,,26:2626:26,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
103,104,110,▲6,163,CIOLEK Gerald,24,Quickstep Cycling Team,,26:5526:55,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
104,105,105,-,89,KUSCHYNSKI Aleksandr,31,Team Katusha,,27:1127:11,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
105,106,109,▲3,124,OYARZÚN Carlos Iván,29,Movistar Team,,27:3527:35,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
106,107,106,▼1,28,RODRÍGUEZ Jackson,26,Androni Giocattoli - Serramenti PVC Diquigiovanni,,27:3627:36,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
107,108,108,-,65,CHEULA Giampaolo,31,Geox-TMC Transformers,,27:3827:38,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
108,109,112,▲3,146,JUFRÉ Josep,35,Pro Team Astana,,28:2028:20,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
109,110,99,▼11,165,ENGELS Addy,33,Quickstep Cycling Team,,28:3528:35,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
110,111,113,▲2,228,SELVAGGI Mirko,26,Vacansoleil - DCM,,29:2529:25,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
111,112,116,▲4,227,ONGARATO Alberto,35,Vacansoleil - DCM,,29:4129:41,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
112,113,111,▼2,17,GASTAUER Ben,23,AG2R La Mondiale,,29:5929:59,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
113,114,114,-,38,WYSS Danilo,25,BMC Racing Team,,30:0630:06,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
114,115,119,▲4,196,APPOLLONIO Davide,21,Sky Procycling,,30:4130:41,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
115,116,115,▼1,225,HOOGERLAND Johnny,28,Vacansoleil - DCM,,30:4330:43,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
116,117,118,▲1,47,STORTONI Simone,25,Colnago - CSF Inox,,31:5131:51,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
117,118,120,▲2,75,BAK Lars Ytting,31,HTC - High Road,,32:3032:30,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
118,119,124,▲5,139,LODEWYCK Klaas,23,Omega Pharma-Lotto,,33:4833:48,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
119,120,117,▼3,48,BRAMBILLA Gianluca,23,Colnago - CSF Inox,,34:1734:17,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
120,121,127,▲6,26,FERRARI Roberto,28,Androni Giocattoli - Serramenti PVC Diquigiovanni,,34:2334:23,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
121,122,122,-,58,OROZ Juan José,30,Euskaltel - Euskadi,,34:3334:33,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
122,123,121,▼2,178,VAN WINDEN Dennis,23,Rabobank Cycling Team,,34:3534:35,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
123,124,129,▲5,222,BOŽIČ Borut,30,Vacansoleil - DCM,,34:4834:48,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
124,125,123,▼2,123,KONOVALOVAS Ignatas,25,Movistar Team,,34:5434:54,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
125,126,131,▲5,11,NOCENTINI Rinaldo,33,AG2R La Mondiale,,34:5734:57,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
126,127,132,▲5,12,BÉRARD Julien,23,AG2R La Mondiale,,35:0335:03,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
127,128,126,▼2,98,RIGHI Daniele,35,Lampre - ISD,,35:2635:26,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
128,129,128,▼1,149,ŠTANGELJ Gorazd,38,Pro Team Astana,,35:4535:45,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
129,130,136,▲6,39,ZAHNER Simon,28,BMC Racing Team,,35:5835:58,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
130,131,137,▲6,195,DOWNING Russell,32,Sky Procycling,,36:0136:01,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
131,132,133,▲1,56,ARAMENDIA Javier,24,Euskaltel - Euskadi,,36:2836:28,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
132,133,130,▼3,186,PORTE Richie,26,Saxo Bank - Sungard,,36:3436:34,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
133,134,139,▲5,95,HONDO Danilo,37,Lampre - ISD,,37:1537:15,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
134,135,138,▲3,68,ARDILA Mauricio Alberto,31,Geox-TMC Transformers,,37:2337:23,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
135,136,134,▼2,5,MARZOLI Ruggero,35,Acqua & Sapone,,37:4537:45,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
136,137,135,▼2,182,DIDIER Laurent,26,Saxo Bank - Sungard,,37:5237:52,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
137,138,144,▲6,13,CHEREL Mikaël,25,AG2R La Mondiale,,37:5537:55,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
138,139,142,▲3,99,ŠPILAK Simon,24,Lampre - ISD,,",,37:55",..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
139,140,125,▼15,166,MALACARNE Davide,23,Quickstep Cycling Team,,38:2238:22,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
140,141,140,▼1,66,KOZONTCHUK Dmitry,27,Geox-TMC Transformers,,38:5138:51,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
141,142,141,▼1,188,TOSATTO Matteo,37,Saxo Bank - Sungard,,38:5738:57,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
142,143,150,▲7,43,MODOLO Sacha,23,Colnago - CSF Inox,,40:3040:30,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
143,144,148,▲4,229,VEUCHELEN Frederik,32,Vacansoleil - DCM,,40:4440:44,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
144,145,146,▲1,55,CAZAUX Pierre,26,Euskaltel - Euskadi,,40:5040:50,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
145,146,151,▲5,136,KAISEN Olivier,28,Omega Pharma-Lotto,,41:0641:06,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
146,147,147,-,83,BRUTT Pavel,29,Team Katusha,,41:1041:10,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
147,148,145,▼3,216,DEIGNAN Philip,27,RadioShack,,41:2041:20,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
148,149,149,-,24,DE MARCHI Alessandro,24,Androni Giocattoli - Serramenti PVC Diquigiovanni,,42:0042:00,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
149,150,153,▲3,52,SESMA Daniel,26,Euskaltel - Euskadi,,43:2543:25,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
150,151,157,▲6,18,KRIVTSOV Yuriy,32,AG2R La Mondiale,,43:3343:33,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
151,152,155,▲3,219,SELANDER Bjorn,23,RadioShack,,43:5043:50,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
152,153,156,▲3,32,BEYER Chad,24,BMC Racing Team,,44:4044:40,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
153,154,143,▼11,49,FRAPPORTI Marco,26,Colnago - CSF Inox,,44:4844:48,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
154,155,152,▼3,14,DESSEL Cyril,36,AG2R La Mondiale,,44:5244:52,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
155,156,158,▲2,76,RABOŇ František,27,HTC - High Road,,45:0345:03,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
156,157,159,▲2,152,GIORDANI Leonardo,33,Farnese Vini-Neri-Sottoli,,45:2945:29,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
157,158,154,▼4,185,KLOSTERGAARD Kasper,27,Saxo Bank - Sungard,,45:5945:59,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
158,159,161,▲2,42,BELLETTI Manuel,25,Colnago - CSF Inox,,46:0846:08,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
159,160,165,▲5,7,NAPOLITANO Danilo,30,Acqua & Sapone,,46:1346:13,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
160,161,162,▲1,115,DALL'ANTONIA Tiziano,27,Liquigas - Cannondale,,46:2246:22,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
161,162,160,▼2,138,VEIKKANEN Jussi,30,Omega Pharma-Lotto,,46:3946:39,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
162,163,163,-,114,MARANGONI Alan,26,Liquigas - Cannondale,,46:5746:57,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
163,164,168,▲4,215,CARDOSO Manuel Antonio Leal,28,RadioShack,,47:4247:42,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
164,165,164,▼1,164,REDA Francesco,28,Quickstep Cycling Team,,49:0249:02,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
165,166,166,-,206,MEYER Cameron,23,Team Garmin - Cervélo,,49:0949:09,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
166,167,167,-,97,SPEZIALETTI Alessandro,36,Lampre - ISD,,49:1549:15,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
167,168,175,▲7,71,CAVENDISH Mark,25,HTC - High Road,,50:1850:18,..,Giro_d_Italia,GC,14 May 2011,43.436 km/h,0,217 km,15
