,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,86,MOHORIČ Matej,23,Bahrain Merida Pro Cycling Team,400.0,250,25:13:01,..,BinckBank_Tour,GC,19 August 2018,-,0,0 km,30
1,2,2,-,3,MATTHEWS Michael,27,Team Sunweb,320.0,190,0:050:05,..,BinckBank_Tour,GC,19 August 2018,-,0,0 km,30
2,3,8,▲5,111,WELLENS Tim,27,Lotto Soudal,260.0,160,0:200:20,..,BinckBank_Tour,GC,19 August 2018,-,0,0 km,30
3,4,5,▲1,15,SCHACHMANN Maximilian,24,Quick-Step Floors,220.0,140,0:250:25,..,BinckBank_Tour,GC,19 August 2018,-,0,0 km,30
4,5,10,▲5,31,VAN BAARLE Dylan,26,Team Sky,180.0,120,0:340:34,..,BinckBank_Tour,GC,19 August 2018,-,0,0 km,30
5,6,14,▲8,51,VAN AVERMAET Greg,33,BMC Racing Team,140.0,110,0:370:37,..,BinckBank_Tour,GC,19 August 2018,-,0,0 km,30
6,7,4,▼3,5,KRAGH ANDERSEN Søren,24,Team Sunweb,120.0,100,0:390:39,..,BinckBank_Tour,GC,19 August 2018,-,0,0 km,30
7,8,11,▲3,44,MÜHLBERGER Gregor,24,BORA - hansgrohe,100.0,90,0:430:43,..,BinckBank_Tour,GC,19 August 2018,-,0,0 km,30
8,9,13,▲4,11,TERPSTRA Niki,34,Quick-Step Floors,80.0,80,",,0:43",..,BinckBank_Tour,GC,19 August 2018,-,0,0 km,30
9,10,12,▲2,141,STUYVEN Jasper,26,Trek - Segafredo,68.0,70,0:500:50,..,BinckBank_Tour,GC,19 August 2018,-,0,0 km,30
10,11,3,▼8,196,VAN DER HOORN Taco,24,Roompot - Nederlandse Loterij,56.0,60,0:550:55,..,BinckBank_Tour,GC,19 August 2018,-,0,0 km,30
