,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,2,▲1,121,RODRÍGUEZ Joaquim,35,Team Katusha,100.0,250,21:49:38,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
1,2,1,▼1,22,HENAO Sergio,27,Team Sky,80.0,190,0:130:13,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
2,3,8,▲5,38,IZAGIRRE Ion,26,Movistar Team,70.0,160,0:290:29,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
3,4,4,-,31,QUINTANA Nairo,25,Movistar Team,60.0,140,0:380:38,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
4,5,3,▼2,68,YATES Simon,22,Orica GreenEDGE,50.0,120,0:460:46,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
5,6,5,▼1,92,SCARPONI Michele,35,Astana Pro Team,40.0,110,1:061:06,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
6,7,12,▲5,131,COSTA Rui,28,Lampre - Merida,30.0,100,1:141:14,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
7,8,11,▲3,111,KWIATKOWSKI Michał,24,Etixx - Quick Step,20.0,90,1:151:15,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
8,9,7,▼2,128,ZAKARIN Ilnur,25,Team Katusha,10.0,80,1:251:25,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
9,10,10,-,141,PINOT Thibaut,24,FDJ,4.0,70,1:331:33,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
10,11,9,▼2,11,VAN GARDEREN Tejay,26,BMC Racing Team,,60,1:351:35,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
11,12,6,▼6,122,ŠPILAK Simon,28,Team Katusha,,55,1:371:37,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
12,13,14,▲1,13,SÁNCHEZ Samuel,37,BMC Racing Team,,50,1:551:55,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
13,14,16,▲2,58,VUILLERMOZ Alexis,26,AG2R La Mondiale,,45,2:402:40,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
14,15,13,▼2,1,MAJKA Rafał,25,Tinkoff - Saxo,,40,3:113:11,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
15,16,19,▲3,51,PERAUD Jean-Christophe,37,AG2R La Mondiale,,36,3:163:16,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
16,17,20,▲3,24,LÓPEZ David,33,Team Sky,,32,4:074:07,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
17,18,21,▲3,96,SÁNCHEZ Luis León,31,Astana Pro Team,,28,4:294:29,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
18,19,18,▼1,14,ATAPUMA Darwin,27,BMC Racing Team,,24,",,4:29",..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
19,20,17,▼3,123,MORENO Daniel,33,Team Katusha,,20,4:484:48,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
20,21,22,▲1,63,CHAVES Esteban,25,Orica GreenEDGE,,18,5:515:51,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
21,22,23,▲1,91,LANDA Mikel,25,Astana Pro Team,,16,5:525:52,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
22,23,24,▲1,136,POLANC Jan,22,Lampre - Merida,,14,6:236:23,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
23,24,27,▲3,157,FORMOLO Davide,22,Team Cannondale - Garmin,,12,7:437:43,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
24,25,26,▲1,12,GILBERT Philippe,32,BMC Racing Team,,10,7:477:47,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
25,26,25,▼1,187,MOLARD Rudy,25,"Cofidis, Solutions Crédits",,9,8:028:02,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
26,27,28,▲1,152,SLAGTER Tom-Jelte,25,Team Cannondale - Garmin,,8,9:109:10,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
27,28,29,▲1,117,VAKOČ Petr,22,Etixx - Quick Step,,7,11:3611:36,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
28,29,34,▲5,41,DUMOULIN Tom,24,Team Giant - Alpecin,,6,12:1012:10,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
29,30,39,▲9,36,INTXAUSTI Beñat,29,Movistar Team,,5,12:5612:56,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
30,31,36,▲5,168,JUNGELS Bob,22,Trek Factory Racing,,5,13:0613:06,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
31,32,37,▲5,112,MARTIN Tony,29,Etixx - Quick Step,,5,13:1213:12,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
32,33,32,▼1,156,DANIELSON Tom,37,Team Cannondale - Garmin,,5,14:0614:06,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
33,34,33,▼1,103,DE CLERCQ Bart,28,Lotto Soudal,,5,14:1514:15,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
34,35,31,▼4,6,POLJAŃSKI Paweł,24,Tinkoff - Saxo,,5,14:1714:17,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
35,36,35,▼1,54,DUPONT Hubert,34,AG2R La Mondiale,,5,14:2614:26,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
36,37,41,▲4,186,HARDY Romain,26,"Cofidis, Solutions Crédits",,5,17:3817:38,..,Vuelta_Ciclista_al_Pais_Vasco,GC,11 April 2015,-,0,0 km,9
