,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,,,0,SERGENT Jesse,23,RadioShack,6.0,50.0,0:17:55,49.228,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
1,2,,,0,RASMUSSEN Alex,27,HTC - High Road,4.0,30.0,0:140:14,48.595,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
2,3,,,0,ROELANDTS Jürgen,26,Omega Pharma-Lotto,2.0,18.0,0:200:20,48.32899999999999,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
3,4,,,0,ISAYCHEV Vladimir,25,Team Katusha,1.0,13.0,0:270:27,48.022,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
4,5,,,0,BOOM Lars,25,Rabobank Cycling Team,1.0,10.0,",,0:27",48.022,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
5,6,,,0,MOURIS Jens,31,Vacansoleil - DCM,,7.0,0:300:30,47.891000000000005,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
6,7,,,0,TJALLINGII Maarten,33,Rabobank Cycling Team,,4.0,",,0:30",47.891000000000005,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
7,8,,,0,PHINNEY Taylor,21,BMC Racing Team,,3.0,",,0:30",47.891000000000005,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
8,9,,,0,BOASSON HAGEN Edvald,24,Sky Procycling,,2.0,0:320:32,47.805,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
9,10,,,0,GRABSCH Bert,36,HTC - High Road,,1.0,0:340:34,47.718999999999994,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
10,11,,,0,LANCASTER Brett,31,Team Garmin - Cervélo,,,0:370:37,47.59,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
11,12,,,0,DEVOLDER Stijn,31,Vacansoleil - DCM,,,",,0:37",47.59,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
12,13,,,0,BEWLEY Sam,24,RadioShack,,,0:380:38,47.547,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
13,14,,,0,LANGEVELD Sebastian,26,Rabobank Cycling Team,,,0:390:39,47.504,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
14,15,,,0,VAN EMDEN Jos,26,Rabobank Cycling Team,,,",,0:39",47.504,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
15,16,,,0,SAMOILAU Branislau,26,Movistar Team,,,0:410:41,47.419,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
16,17,,,0,VAITKUS Tomas,29,Pro Team Astana,,,0:420:42,47.376999999999995,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
17,18,,,0,MILLAR David,34,Team Garmin - Cervélo,,,",,0:42",47.376999999999995,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
18,19,,,0,DOCKER Mitchell,24,Skil - Shimano,,,0:430:43,47.335,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
19,20,,,0,ELMIGER Martin,32,AG2R La Mondiale,,,0:450:45,47.25,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
20,21,,,0,RABOŇ František,27,HTC - High Road,,,",,0:45",47.25,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
21,22,,,0,CLARKE Will,26,Leopard Trek,,,",,0:45",47.25,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
22,23,,,0,HENDERSON Gregory,34,Sky Procycling,,,0:460:46,47.208,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
23,24,,,0,THOMAS Geraint,25,Sky Procycling,,,0:480:48,47.123999999999995,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
24,25,,,0,GILBERT Philippe,29,Omega Pharma-Lotto,,,0:490:49,47.082,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
25,26,,,0,VANSUMMEREN Johan,30,Team Garmin - Cervélo,,,",,0:49",47.082,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
26,27,,,0,VEUCHELEN Frederik,32,Vacansoleil - DCM,,,0:510:51,46.998000000000005,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
27,28,,,0,HUNTER Robert,34,RadioShack,,,0:530:53,46.915,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
28,29,,,0,WALLAYS Jelle,22,Topsport Vlaanderen - Mercator,,,",,0:53",46.915,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
29,30,,,0,KRIVTSOV Yuriy,32,AG2R La Mondiale,,,",,0:53",46.915,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
30,31,,,0,VAN LEIJEN Joost,27,Vacansoleil - DCM,,,0:550:55,46.832,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
31,32,,,0,EISEL Bernhard,30,HTC - High Road,,,",,0:55",46.832,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
32,33,,,0,SARAMOTINS Aleksejs,29,"Cofidis, le Crédit en Ligne",,,",,0:55",46.832,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
33,34,,,0,BRAMMEIER Matt,26,HTC - High Road,,,0:560:56,46.79,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
34,35,,,0,TOSATTO Matteo,37,Saxo Bank - Sungard,,,0:570:57,46.748999999999995,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
35,36,,,0,OVECHKIN Artem,25,Team Katusha,,,0:580:58,46.708,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
36,37,,,0,KROON Karsten,35,BMC Racing Team,,,0:590:59,46.667,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
37,38,,,0,DEVENYNS Dries,28,Quickstep Cycling Team,,,1:001:00,46.626000000000005,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
38,39,,,0,GHYSELINCK Jan,23,HTC - High Road,,,1:011:01,46.585,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
39,40,,,0,GUSEV Vladimir,29,Team Katusha,,,1:021:02,46.544,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
40,41,,,0,GERDEMANN Linus,28,Leopard Trek,,,",,1:02",46.544,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
41,42,,,0,FOUCHARD Julien,24,"Cofidis, le Crédit en Ligne",,,",,1:02",46.544,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
42,43,,,0,STAMSNIJDER Tom,26,Leopard Trek,,,",,1:02",46.544,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
43,44,,,0,OYARZÚN Carlos Iván,29,Movistar Team,,,1:031:03,46.503,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
44,45,,,0,ROBERTS Luke,34,Saxo Bank - Sungard,,,1:041:04,46.461999999999996,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
45,46,,,0,VAN ZANDBEEK Ronan,22,Skil - Shimano,,,",,1:04",46.461999999999996,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
46,47,,,0,GREIPEL André,29,Omega Pharma-Lotto,,,",,1:04",46.461999999999996,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
47,48,,,0,VAN KEIRSBULCK Guillaume,20,Quickstep Cycling Team,,,1:061:06,46.38,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
48,49,,,0,VANDENBERGH Stijn,27,Team Katusha,,,1:081:08,46.299,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
49,50,,,0,FISCHER Murilo Antonio,32,Team Garmin - Cervélo,,,",,1:08",46.299,Eneco_Tour,5,12 August 2011,49.228 km/h,0,14.7 km,26
