,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,121,QUINTANA Nairo,24,Movistar Team,170.0,400,88:14:32,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
1,2,2,-,141,URÁN Rigoberto,27,Omega Pharma - Quick-Step,130.0,290,2:582:58,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
2,3,3,-,3,ARU Fabio,23,Astana Pro Team,100.0,240,4:044:04,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
3,4,4,-,161,ROLLAND Pierre,27,Team Europcar,90.0,220,5:465:46,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
4,5,5,-,11,POZZOVIVO Domenico,31,AG2R La Mondiale,80.0,200,6:326:32,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
5,6,6,-,203,MAJKA Rafał,24,Tinkoff - Saxo,70.0,190,7:047:04,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
6,7,7,-,41,KELDERMAN Wilco,23,Belkin-Pro Cycling Team,60.0,180,11:0011:00,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
7,8,8,-,51,EVANS Cadel,37,BMC Racing Team,52.0,170,11:5111:51,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
8,9,9,-,91,HESJEDAL Ryder,33,Garmin Sharp,44.0,160,13:3513:35,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
9,10,10,-,211,KIŠERLOVSKI Robert,27,Trek Factory Racing,38.0,150,15:4915:49,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
10,11,11,-,19,VUILLERMOZ Alexis,26,AG2R La Mondiale,32.0,140,24:4524:45,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
11,12,12,-,21,PELLIZOTTI Franco,36,Androni Giocattoli - Venezuela,26.0,130,26:1326:13,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
12,13,13,-,85,GENIEZ Alexandre,26,FDJ.fr,22.0,120,27:0227:02,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
13,14,14,-,111,MONFORT Maxime,31,Lotto Belisol,18.0,110,28:3628:36,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
14,15,15,-,61,BASSO Ivan,36,Cannondale,14.0,100,32:0832:08,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
15,16,16,-,16,DUPONT Hubert,33,AG2R La Mondiale,10.0,90,36:1536:15,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
16,17,17,-,131,RABOTTINI Matteo,26,Neri Sottoli,8.0,85,46:3546:35,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
17,18,18,-,209,ROGERS Michael,34,Tinkoff - Saxo,6.0,80,48:0648:06,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
18,19,19,-,100,CUNEGO Damiano,32,Lampre - Merida,4.0,75,49:2249:22,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
19,20,20,-,92,CARDOSO André,29,Garmin Sharp,2.0,70,51:0951:09,..,Giro_d_Italia,GC,01 June 2014,39.161 km/h,0,0 km,14
