,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,2,▲1,64,PORTE Richie,30,Team Sky,100.0,250,29:10:41,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
1,2,3,▲1,151,KWIATKOWSKI Michał,24,Etixx - Quick Step,80.0,190,0:300:30,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
2,3,7,▲4,167,ŠPILAK Simon,28,Team Katusha,70.0,160,",,0:30",..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
3,4,6,▲2,11,COSTA Rui,28,Lampre - Merida,60.0,140,",,0:30",..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
4,5,4,▼1,68,THOMAS Geraint,28,Team Sky,50.0,120,0:410:41,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
5,6,1,▼5,121,GALLOPIN Tony,26,Lotto Soudal,40.0,110,1:031:03,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
6,7,5,▼2,45,FUGLSANG Jakob,29,Astana Pro Team,30.0,100,1:051:05,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
7,8,8,-,18,VALLS Rafael,27,Lampre - Merida,20.0,90,1:241:24,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
8,9,9,-,31,IZAGIRRE Gorka,27,Movistar Team,10.0,80,1:381:38,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
9,10,10,-,128,WELLENS Tim,23,Lotto Soudal,4.0,70,2:182:18,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
10,11,11,-,101,CHAVANEL Sylvain,35,IAM Cycling,,60,2:482:48,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
11,12,12,-,28,VICHOT Arthur,26,FDJ,,55,2:502:50,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
12,13,13,-,133,EDET Nicolas,27,"Cofidis, Solutions Crédits",,50,2:582:58,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
13,14,14,-,3,BARDET Romain,24,AG2R La Mondiale,,45,4:024:02,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
14,15,15,-,111,KELDERMAN Wilco,23,Team LottoNL-Jumbo,,40,5:215:21,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
15,16,16,-,51,VAN GARDEREN Tejay,26,BMC Racing Team,,36,5:415:41,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
16,17,17,-,2,BAKELANTS Jan,29,AG2R La Mondiale,,32,7:367:36,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
17,18,18,-,154,BOUET Maxime,28,Etixx - Quick Step,,28,8:188:18,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
18,19,19,-,135,MATÉ Luis Ángel,30,"Cofidis, Solutions Crédits",,24,9:229:22,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
19,20,20,-,143,KIŠERLOVSKI Robert,28,Tinkoff - Saxo,,20,11:0811:08,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
20,21,21,-,114,KRUIJSWIJK Steven,27,Team LottoNL-Jumbo,,18,11:4511:45,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
21,22,22,-,84,GAUTIER Cyril,27,Team Europcar,,16,12:0112:01,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
22,23,23,-,171,JUNGELS Bob,22,Trek Factory Racing,,14,14:1214:12,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
23,24,24,-,54,GILBERT Philippe,32,BMC Racing Team,,12,15:1015:10,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
24,25,25,-,155,GOŁAŚ Michał,30,Etixx - Quick Step,,10,17:1017:10,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
25,26,28,▲2,36,IZAGIRRE Ion,26,Movistar Team,,9,17:2617:26,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
26,27,27,-,168,TROFIMOV Yuri,31,Team Katusha,,8,18:0218:02,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
27,28,29,▲1,65,ROCHE Nicolas,30,Team Sky,,7,18:4418:44,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
28,29,32,▲3,98,YATES Simon,22,Orica GreenEDGE,,6,19:0319:03,..,Paris___Nice,GC,15 March 2015,-,0,0 km,4
