,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,8,▲7,101,VALVERDE Alejandro,37,Movistar Team,300.0,200,16:00:11,..,Abu_Dhabi_Tour,GC,25 February 2018,-,0,0 km,29
1,2,5,▲3,186,KELDERMAN Wilco,26,Team Sunweb,250.0,150,0:170:17,..,Abu_Dhabi_Tour,GC,25 February 2018,-,0,0 km,29
2,3,21,▲18,21,LÓPEZ Miguel Ángel,24,Astana Pro Team,215.0,120,0:290:29,..,Abu_Dhabi_Tour,GC,25 February 2018,-,0,0 km,29
3,4,10,▲6,111,ALAPHILIPPE Julian,25,Quick-Step Floors,175.0,100,0:310:31,..,Abu_Dhabi_Tour,GC,25 February 2018,-,0,0 km,29
4,5,16,▲11,61,MAJKA Rafał,28,BORA - hansgrohe,120.0,90,0:450:45,..,Abu_Dhabi_Tour,GC,25 February 2018,-,0,0 km,29
5,6,24,▲18,65,FORMOLO Davide,25,BORA - hansgrohe,115.0,80,1:131:13,..,Abu_Dhabi_Tour,GC,25 February 2018,-,0,0 km,29
6,7,12,▲5,7,ULISSI Diego,28,UAE-Team Emirates,95.0,70,1:181:18,..,Abu_Dhabi_Tour,GC,25 February 2018,-,0,0 km,29
7,8,17,▲9,1,COSTA Rui,31,UAE-Team Emirates,75.0,60,1:281:28,..,Abu_Dhabi_Tour,GC,25 February 2018,-,0,0 km,29
8,9,1,▼8,51,DENNIS Rohan,27,BMC Racing Team,60.0,50,1:291:29,..,Abu_Dhabi_Tour,GC,25 February 2018,-,0,0 km,29
9,10,20,▲10,64,BUCHMANN Emanuel,25,BORA - hansgrohe,50.0,40,1:371:37,..,Abu_Dhabi_Tour,GC,25 February 2018,-,0,0 km,29
10,11,31,▲20,14,FRANK Mathias,31,AG2R La Mondiale,40.0,36,",,1:37",..,Abu_Dhabi_Tour,GC,25 February 2018,-,0,0 km,29
