,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,42,BERNAL Egan,22,Team INEOS,500.0,250,27:43:10,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
1,2,2,-,101,DENNIS Rohan,29,Bahrain Merida,400.0,190,0:190:19,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
2,3,3,-,14,KONRAD Patrick,27,BORA - hansgrohe,325.0,160,3:043:04,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
3,4,4,-,141,BENOOT Tiesj,25,Lotto Soudal,275.0,140,3:123:12,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
4,5,5,-,32,HIRT Jan,28,Astana Pro Team,225.0,120,3:133:13,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
5,6,7,▲1,161,ŠPILAK Simon,33,Team Katusha Alpecin,175.0,110,3:483:48,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
6,7,8,▲1,106,POZZOVIVO Domenico,36,Bahrain Merida,150.0,100,4:144:14,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
7,8,9,▲1,65,BETANCUR Carlos,29,Movistar Team,125.0,90,4:354:35,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
8,9,6,▼3,1,MAS Enric,24,Deceuninck - Quick Step,100.0,80,4:534:53,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
9,10,10,-,87,ROCHE Nicolas,34,Team Sunweb,85.0,70,5:275:27,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
10,11,11,-,207,SCHELLING Patrick,29,Switzerland,70.0,60,5:385:38,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
11,12,15,▲3,61,SOLER Marc,25,Movistar Team,60.0,55,6:276:27,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
12,13,14,▲1,54,HENAO Sergio,31,UAE-Team Emirates,50.0,50,8:178:17,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
13,14,16,▲2,115,FELLINE Fabio,29,Trek - Segafredo,40.0,45,9:069:06,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
14,15,23,▲8,47,CASTROVIEJO Jonathan,32,Team INEOS,35.0,40,9:159:15,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
15,16,19,▲3,124,PARET-PEINTRE Aurélien,23,AG2R La Mondiale,30.0,36,9:399:39,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
16,17,12,▼5,83,KÄMNA Lennard,22,Team Sunweb,30.0,32,9:429:42,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
17,18,17,▼1,93,FRANKINY Kilian,25,Groupama - FDJ,30.0,28,11:0311:03,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
18,19,18,▼1,187,SICARD Romain,31,Team Total Direct Energie,30.0,24,11:1811:18,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
19,20,30,▲10,121,FRANK Mathias,32,AG2R La Mondiale,30.0,20,12:1112:11,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
20,21,13,▼8,53,ARU Fabio,28,UAE-Team Emirates,20.0,18,13:1813:18,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
21,22,24,▲2,171,KREUZIGER Roman,33,Team Dimension Data,20.0,16,13:3213:32,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
22,23,33,▲10,46,SWIFT Ben,31,Team INEOS,20.0,14,17:0217:02,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
23,24,32,▲8,144,MONFORT Maxime,36,Lotto Soudal,20.0,12,17:0617:06,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
24,25,21,▼4,35,KUDUS Merhawi,25,Astana Pro Team,20.0,10,18:1118:11,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
25,26,26,-,163,FABBRO Matteo,24,Team Katusha Alpecin,20.0,9,19:5319:53,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
26,27,47,▲20,131,CARTHY Hugh,24,EF Education First,20.0,8,20:2320:23,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
27,28,25,▼3,64,MAS Lluís,29,Movistar Team,20.0,7,20:3620:36,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
28,29,37,▲8,84,KELDERMAN Wilco,28,Team Sunweb,20.0,6,20:4620:46,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
29,30,27,▼3,96,MORABITO Steve,36,Groupama - FDJ,20.0,5,21:3021:30,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
30,31,38,▲7,176,MÄDER Gino,22,Team Dimension Data,10.0,5,21:3521:35,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
31,32,28,▼4,34,SÁNCHEZ Luis León,35,Astana Pro Team,10.0,5,22:0622:06,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
32,33,29,▼4,21,BOUWMAN Koen,25,Team Jumbo-Visma,10.0,5,22:1622:16,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
33,34,35,▲1,43,ELISSONDE Kenny,27,Team INEOS,10.0,5,22:2522:25,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
34,35,41,▲6,152,BEVIN Patrick,28,CCC Team,10.0,5,24:2624:26,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
35,36,42,▲6,3,DEVENYNS Dries,35,Deceuninck - Quick Step,10.0,5,24:4624:46,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
36,37,45,▲8,62,ANACONA Winner,30,Movistar Team,10.0,5,25:0925:09,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
37,38,49,▲11,201,BADILATTI Matteo,26,Switzerland,10.0,5,26:3626:36,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
38,39,22,▼17,112,CONCI Nicola,22,Trek - Segafredo,10.0,5,27:2927:29,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
39,40,50,▲10,117,STUYVEN Jasper,27,Trek - Segafredo,10.0,5,28:2328:23,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
40,41,36,▼5,153,GESCHKE Simon,33,CCC Team,10.0,5,29:1729:17,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
41,42,56,▲14,155,SCHÄR Michael,32,CCC Team,10.0,5,30:1930:19,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
42,43,20,▼23,122,BIDARD François,27,AG2R La Mondiale,10.0,5,31:5931:59,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
43,44,40,▼4,205,THALMANN Roland,25,Switzerland,10.0,5,32:5832:58,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
44,45,55,▲10,33,CONTRERAS Rodrigo,25,Astana Pro Team,10.0,5,33:0833:08,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
45,46,34,▼12,111,BRAMBILLA Gianluca,31,Trek - Segafredo,10.0,5,34:1634:16,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
46,47,52,▲5,174,KING Ben,30,Team Dimension Data,10.0,5,35:0435:04,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
47,48,43,▼5,151,VAN AVERMAET Greg,34,CCC Team,10.0,5,35:0535:05,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
48,49,39,▼10,77,TRENTIN Matteo,29,Mitchelton-Scott,10.0,5,35:3135:31,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
49,50,59,▲9,123,BOUCHARD Geoffrey,27,AG2R La Mondiale,10.0,5,35:4935:49,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
50,51,48,▼3,81,HIRSCHI Marc,20,Team Sunweb,5.0,5,36:1136:11,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
51,52,51,▼1,94,GENIETS Kevin,22,Groupama - FDJ,5.0,5,36:5436:54,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
52,53,54,▲1,25,TOLHOEK Antwan,25,Team Jumbo-Visma,5.0,5,37:4337:43,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
53,54,44,▼10,206,PELLAUD Simon,26,Switzerland,5.0,5,38:4838:48,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
54,55,46,▼9,134,BROWN Nathan,27,EF Education First,5.0,5,39:4539:45,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
55,56,67,▲11,51,COSTA Rui,32,UAE-Team Emirates,3.0,5,40:3840:38,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
56,57,53,▼4,186,OURSELIN Paul,25,Team Total Direct Energie,3.0,5,41:1641:16,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
57,58,63,▲5,162,BATTAGLIN Enrico,29,Team Katusha Alpecin,3.0,5,43:0043:00,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
58,59,58,▼1,52,BYSTRØM Sven Erik,27,UAE-Team Emirates,3.0,5,43:2843:28,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
59,60,64,▲4,91,KÜNG Stefan,25,Groupama - FDJ,3.0,5,43:2943:29,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
60,61,57,▼4,66,CARRETERO Héctor,24,Movistar Team,,5,45:0245:02,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
61,62,65,▲3,105,MOHORIČ Matej,24,Bahrain Merida,,5,45:0345:03,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
62,63,74,▲11,74,GRMAY Tsgabu,27,Mitchelton-Scott,,5,45:1345:13,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
63,64,68,▲4,181,CALMEJANE Lilian,26,Team Total Direct Energie,,5,46:1546:15,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
64,65,69,▲4,172,VALGREN Michael,27,Team Dimension Data,,5,46:2146:21,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
65,66,71,▲5,85,KRAGH ANDERSEN Søren,24,Team Sunweb,,5,46:4046:40,..,Tour_de_Suisse,GC,23 June 2019,-,0,0 km,19
