,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,62,BENNETT George,27,Team LottoNL-Jumbo,300.0,200,22:54:38,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
1,2,2,-,25,MAJKA Rafał,27,BORA - hansgrohe,250.0,150,0:350:35,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
2,3,3,-,31,TALANSKY Andrew,28,Cannondale-Drapac Pro Cycling Team,215.0,120,0:360:36,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
3,4,4,-,11,BOOKWALTER Brent,33,BMC Racing Team,175.0,100,0:450:45,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
4,5,5,-,92,BOSWELL Ian,26,Team Sky,120.0,90,1:001:00,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
5,6,6,-,106,LAENGEN Vegard Stake,28,UAE Team Emirates,115.0,80,1:541:54,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
6,7,9,▲2,136,MORTON Lachlan,25,Team Dimension Data,95.0,70,1:551:55,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
7,8,7,▼1,95,GEOGHEGAN HART Tao,22,Team Sky,75.0,60,2:122:12,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
8,9,8,▼1,116,OOMEN Sam,21,Team Sunweb,60.0,50,2:152:15,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
9,10,10,-,58,ZUBELDIA Haimar,40,Trek - Segafredo,50.0,40,3:143:14,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
10,11,11,-,75,MATÉ Luis Ángel,33,"Cofidis, Solutions Crédits",40.0,36,3:383:38,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
11,12,14,▲2,71,EDET Nicolas,29,"Cofidis, Solutions Crédits",35.0,32,3:393:39,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
12,13,13,-,61,GESINK Robert,30,Team LottoNL-Jumbo,30.0,28,3:533:53,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
13,14,12,▼2,3,MAS Enric,22,Quick-Step Floors,25.0,24,4:274:27,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
14,15,15,-,5,SCHACHMANN Maximilian,23,Quick-Step Floors,20.0,20,4:504:50,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
15,16,16,-,16,SÁNCHEZ Samuel,39,BMC Racing Team,20.0,16,5:155:15,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
16,17,17,-,142,ACEVEDO Janier,31,UnitedHealthcare Pro Cycling Team,20.0,14,6:096:09,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
17,18,19,▲1,97,LÓPEZ David,36,Team Sky,20.0,12,6:186:18,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
18,19,18,▼1,167,ȚVETCOV Serghei,28,Jelly Belly p/b Maxxis,20.0,10,7:117:11,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
19,20,20,-,17,SCHÄR Michael,30,BMC Racing Team,20.0,9,7:467:46,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
20,21,21,-,131,KING Ben,28,Team Dimension Data,12.0,8,8:528:52,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
21,22,23,▲1,33,BROWN Nathan,25,Cannondale-Drapac Pro Cycling Team,12.0,7,11:4411:44,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
22,23,24,▲1,42,MACHADO Tiago,31,Team Katusha Alpecin,12.0,6,12:5912:59,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
23,24,25,▲1,27,POLJAŃSKI Paweł,27,BORA - hansgrohe,12.0,5,13:2213:22,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
24,25,26,▲1,141,HENDERSON Gregory,40,UnitedHealthcare Pro Cycling Team,12.0,4,14:0214:02,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
25,26,29,▲3,81,BRITTON Rob,32,Rally Cycling,12.0,3,17:0717:07,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
26,27,28,▲1,76,ROSSETTO Stéphane,30,"Cofidis, Solutions Crédits",12.0,3,",,17:07",..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
27,28,27,▼1,86,KUSS Sepp,22,Rally Cycling,12.0,3,17:4817:48,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
28,29,30,▲1,154,MEGÍAS Javier,33,Team Novo Nordisk,12.0,3,18:1718:17,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
29,30,31,▲1,46,RESTREPO Jhonatan,22,Team Katusha Alpecin,12.0,3,18:4918:49,..,Amgen_Tour_of_California,GC,20 May 2017,-,0,0 km,50
