,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,55,MAS Enric,24,Deceuninck - Quick Step,300.0,200,22:42:42,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
1,2,2,-,64,MARTÍNEZ Daniel Felipe,23,EF Education First,250.0,150,0:050:05,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
2,3,3,-,6,ROSA Diego,30,Team INEOS,215.0,120,0:140:14,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
3,4,4,-,106,TOLHOEK Antwan,25,Team Jumbo-Visma,175.0,100,0:220:22,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
4,5,6,▲1,34,GROßSCHARTNER Felix,25,BORA - hansgrohe,120.0,90,0:290:29,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
5,6,7,▲1,172,EIKING Odd Christian,24,Wanty - Gobert Cycling Team,115.0,80,",,0:29",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
6,7,5,▼2,73,HAGEN Carl Fredrik,28,Lotto Soudal,95.0,70,",,0:29",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
7,8,8,-,2,DE LA CRUZ David,30,Team INEOS,75.0,60,",,0:29",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
8,9,9,-,16,VILLELLA Davide,28,Astana Pro Team,60.0,50,0:370:37,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
9,10,10,-,127,TUSVELD Martijn,26,Team Sunweb,50.0,40,0:380:38,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
10,11,11,-,51,CAVAGNA Rémi,24,Deceuninck - Quick Step,40.0,36,0:410:41,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
11,12,12,-,161,CALMEJANE Lilian,26,Team Total Direct Energie,35.0,32,",,0:41",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
12,13,14,▲1,33,SCHACHMANN Maximilian,25,BORA - hansgrohe,30.0,28,",,0:41",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
13,14,13,▼1,112,CRAS Steff,23,Team Katusha Alpecin,25.0,24,",,0:41",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
14,15,15,-,137,STETINA Peter,32,Trek - Segafredo,20.0,20,0:460:46,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
15,16,16,-,87,TRENTIN Matteo,30,Mitchelton-Scott,20.0,16,0:530:53,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
16,17,17,-,17,KUDUS Merhawi,25,Astana Pro Team,20.0,14,",,0:53",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
17,18,18,-,175,MARTIN Guillaume,26,Wanty - Gobert Cycling Team,20.0,12,",,0:53",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
18,19,19,-,76,MARCZYŃSKI Tomasz,35,Lotto Soudal,20.0,10,1:071:07,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
19,20,20,-,147,RIABUSHENKO Alexandr,24,UAE-Team Emirates,20.0,9,1:151:15,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
20,21,21,-,71,CAMPENAERTS Victor,27,Lotto Soudal,12.0,8,1:181:18,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
21,22,22,-,96,MEINTJES Louis,27,Team Dimension Data,12.0,7,1:191:19,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
22,23,23,-,82,SCHULTZ Nick,25,Mitchelton-Scott,12.0,6,1:211:21,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
23,24,24,-,95,MÄDER Gino,22,Team Dimension Data,12.0,5,1:311:31,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
24,25,25,-,94,JANSE VAN RENSBURG Jacques,32,Team Dimension Data,12.0,4,1:341:34,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
25,26,26,-,146,PETILLI Simone,26,UAE-Team Emirates,12.0,3,",,1:34",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
26,27,27,-,23,GAROSIO Andrea,25,Bahrain Merida,12.0,3,1:351:35,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
27,28,28,-,134,MOSCA Jacopo,26,Trek - Segafredo,12.0,3,1:551:55,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
28,29,29,-,151,TUREK Daniel,26,Israel Cycling Academy,12.0,3,2:012:01,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
29,30,30,-,177,VLIEGEN Loïc,25,Wanty - Gobert Cycling Team,12.0,3,2:052:05,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
30,31,31,-,163,HIVERT Jonathan,34,Team Total Direct Energie,5.0,3,2:072:07,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
31,32,32,-,45,VAN HOECKE Gijs,27,CCC Team,5.0,3,2:162:16,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
32,33,33,-,152,BADILATTI Matteo,27,Israel Cycling Academy,5.0,3,",,2:16",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
33,34,34,-,5,NARVÁEZ Jhonatan,22,Team INEOS,5.0,3,2:232:23,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
34,35,35,-,166,SICARD Romain,31,Team Total Direct Energie,5.0,3,2:502:50,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
35,36,37,▲1,91,DE BOD Stefan,22,Team Dimension Data,5.0,3,4:134:13,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
36,37,38,▲1,13,DE VREESE Laurens,31,Astana Pro Team,5.0,3,4:244:24,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
37,38,36,▼2,57,VAKOČ Petr,27,Deceuninck - Quick Step,5.0,3,",,4:24",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
38,39,39,-,67,VANMARCKE Sep,31,EF Education First,5.0,3,4:374:37,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
39,40,40,-,121,ARNDT Nikias,27,Team Sunweb,5.0,3,5:315:31,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
40,41,42,▲1,167,TAARAMÄE Rein,32,Team Total Direct Energie,5.0,3,5:385:38,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
41,42,43,▲1,52,HONORÉ Mikkel Frølich,22,Deceuninck - Quick Step,5.0,3,5:445:44,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
42,43,44,▲1,171,DUPONT Timothy,31,Wanty - Gobert Cycling Team,5.0,3,5:465:46,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
43,44,46,▲2,114,NAVARRO Daniel,36,Team Katusha Alpecin,5.0,3,6:376:37,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
44,45,47,▲2,105,ROOSEN Timo,26,Team Jumbo-Visma,5.0,3,6:386:38,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
45,46,48,▲2,62,HOFLAND Moreno,28,EF Education First,5.0,3,6:426:42,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
46,47,49,▲2,24,BAUHAUS Phil,25,Bahrain Merida,5.0,3,",,6:42",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
47,48,50,▲2,56,SERRY Pieter,30,Deceuninck - Quick Step,5.0,3,",,6:42",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
48,49,41,▼8,47,VENTOSO Francisco José,37,CCC Team,5.0,3,6:586:58,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
49,50,51,▲1,25,NIBALI Antonio,27,Bahrain Merida,5.0,3,7:147:14,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
50,51,45,▼6,21,AGNOLI Valerio,34,Bahrain Merida,2.0,3,7:257:25,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
51,52,53,▲1,124,KANTER Max,22,Team Sunweb,2.0,3,7:527:52,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
52,53,54,▲1,117,ZAKARIN Ilnur,30,Team Katusha Alpecin,2.0,3,8:118:11,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
53,54,55,▲1,92,DLAMINI Nic,24,Team Dimension Data,2.0,3,8:138:13,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
54,55,56,▲1,84,EDMONDSON Alex,25,Mitchelton-Scott,2.0,3,",,8:13",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
55,56,58,▲2,122,FRÖHLINGER Johannes,34,Team Sunweb,1.0,3,8:178:17,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
56,57,59,▲2,102,DE TIER Floris,27,Team Jumbo-Visma,1.0,3,8:268:26,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
57,58,52,▼6,165,OURSELIN Paul,25,Team Total Direct Energie,1.0,3,8:298:29,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
58,59,60,▲1,14,GREGAARD Jonas,23,Astana Pro Team,1.0,3,9:199:19,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
59,60,63,▲3,31,ACKERMANN Pascal,25,BORA - hansgrohe,1.0,3,9:319:31,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
60,61,57,▼4,66,VAN GARDEREN Tejay,31,EF Education First,,3,9:369:36,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
61,62,65,▲3,54,MARTINELLI Davide,26,Deceuninck - Quick Step,,3,10:1010:10,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
62,63,66,▲3,132,DEGENKOLB John,30,Trek - Segafredo,,3,",,10:10",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
63,64,67,▲3,103,LINDEMAN Bert-Jan,30,Team Jumbo-Visma,,3,10:1310:13,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
64,65,68,▲3,26,SIEBERG Marcel,37,Bahrain Merida,,3,",,10:13",..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
65,66,61,▼5,74,HANSEN Adam,38,Lotto Soudal,,3,10:1810:18,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
66,67,69,▲2,125,KRAGH ANDERSEN Asbjørn,27,Team Sunweb,,3,10:3410:34,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
67,68,62,▼6,41,ČERNÝ Josef,26,CCC Team,,3,10:3510:35,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
68,69,71,▲2,7,SWIFT Ben,31,Team INEOS,,3,10:5010:50,..,Gree_Tour_of_Guangxi,GC,22 October 2019,-,0,0 km,57
