,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,75,SLAGTER Tom-Jelte,23,Blanco Pro Cycling Team,100.0,250,18:28:32,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
1,2,2,-,96,MORENO Javier,28,Movistar Team,80.0,190,0:170:17,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
2,3,5,▲2,37,THOMAS Geraint,26,Sky Procycling,70.0,160,0:250:25,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
3,4,4,-,156,IZAGIRRE Ion,23,Euskaltel - Euskadi,60.0,140,0:320:32,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
4,5,3,▼2,44,HERMANS Ben,26,RadioShack - Leopard,50.0,120,0:340:34,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
5,6,9,▲3,73,KELDERMAN Wilco,21,Blanco Pro Cycling Team,40.0,110,",,0:34",..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
6,7,7,-,151,IZAGIRRE Gorka,25,Euskaltel - Euskadi,30.0,100,0:360:36,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
7,8,8,-,126,PIETROPOLLI Daniele,32,Lampre - Merida,20.0,90,",,0:36",..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
8,9,6,▼3,45,MACHADO Tiago,27,RadioShack - Leopard,10.0,80,0:380:38,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
9,10,10,-,132,VEIKKANEN Jussi,31,FDJ,4.0,70,0:410:41,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
10,11,11,-,53,BAUER Jack,27,Garmin Sharp,,60,0:450:45,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
11,12,14,▲2,106,VALLS Rafael,25,Vacansoleil - DCM,,55,0:530:53,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
12,13,12,▼1,136,ELISSONDE Kenny,21,FDJ,,50,0:540:54,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
13,14,16,▲2,91,ROJAS José Joaquín,27,Movistar Team,,45,0:570:57,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
14,15,13,▼2,42,BENNETT George,22,RadioShack - Leopard,,40,1:021:02,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
15,16,15,▼1,22,HANSEN Adam,31,Lotto Belisol Team,,36,1:031:03,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
16,17,17,-,12,SANTAROMITA Ivan,28,BMC Racing Team,,32,1:081:08,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
17,18,18,-,112,CHEREL Mikaël,26,AG2R La Mondiale,,28,1:201:20,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
18,19,19,-,84,KASHECHKIN Andrey,32,Astana Pro Team,,24,",,1:20",..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
19,20,20,-,143,PAUWELS Serge,29,Omega Pharma - Quick-Step,,20,1:301:30,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
20,21,21,-,61,SØRENSEN Chris Anker,28,Team Saxo - Tinkoff,,18,1:561:56,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
21,22,22,-,147,VELITS Peter,27,Omega Pharma - Quick-Step,,16,2:342:34,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
22,23,24,▲1,181,PHELAN Adam,21,UniSA-Australia,,14,2:582:58,..,Santos_Tour_Down_Under,GC,27 January 2013,41.054 km/h,0,0 km,43
