,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,11.0,+2:41,41,MARTIN Tony,28,Omega Pharma - Quick-Step,6.0,50.0,0:21:07,52.849,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
1,2,61.0,+23:39,115,MALORI Adriano,25,Lampre - Merida,4.0,30.0,0:160:16,52.19,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
2,3,1.0,+0:00,1,FROOME Chris,27,Sky Procycling,2.0,18.0,0:340:34,51.468,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
3,4,15.0,+3:05,161,WESTRA Lieuwe,30,Vacansoleil - DCM,1.0,13.0,0:360:36,51.388999999999996,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
4,5,2.0,+0:54,18,ŠPILAK Simon,26,Team Katusha,1.0,10.0,0:410:41,51.193000000000005,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
5,6,52.0,+12:38,83,CLEMENT Stef,30,Blanco Pro Cycling Team,,7.0,0:500:50,50.843,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
6,7,8.0,+2:31,6,PORTE Richie,28,Sky Procycling,,4.0,0:520:52,50.766000000000005,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
7,8,48.0,+10:21,123,CHRISTENSEN Mads,29,Team Saxo - Tinkoff,,3.0,0:550:55,50.651,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
8,9,76.0,+33:32,53,DENNIS Rohan,22,Garmin Sharp,,2.0,0:560:56,50.611999999999995,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
9,10,35.0,+6:19,181,LUDVIGSSON Tobias,22,Team Argos - Shimano,,1.0,1:011:01,50.422,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
10,11,7.0,+2:16,171,VAN DEN BROECK Jurgen,30,Lotto Belisol Team,,,",,1:01",50.422,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
11,12,6.0,+2:14,91,PERAUD Jean-Christophe,35,AG2R La Mondiale,,,1:021:02,50.38399999999999,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
12,13,3.0,+1:49,33,COSTA Rui,26,Movistar Team,,,",,1:02",50.38399999999999,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
13,14,4.0,+1:54,52,DANIELSON Tom,35,Garmin Sharp,,,",,1:02",50.38399999999999,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
14,15,109.0,+1:02:11,138,TUFT Svein,35,Orica GreenEDGE,,,1:041:04,50.308,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
15,16,17.0,+3:33,24,MACHADO Tiago,27,RadioShack - Leopard,,,1:051:05,50.27,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
16,17,64.0,+25:02,67,PINOTTI Marco,37,BMC Racing Team,,,1:061:06,50.233000000000004,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
17,18,59.0,+20:55,26,OLIVEIRA Nelson,24,RadioShack - Leopard,,,",,1:06",50.233000000000004,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
18,19,93.0,+46:08,157,ROY Jérémy,29,FDJ,,,",,1:06",50.233000000000004,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
19,20,16.0,+3:07,51,TALANSKY Andrew,24,Garmin Sharp,,,1:071:07,50.195,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
20,21,62.0,+23:44,136,MEYER Travis,23,Orica GreenEDGE,,,1:091:09,50.12,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
21,22,43.0,+9:31,47,VELITS Peter,28,Omega Pharma - Quick-Step,,,1:101:10,50.082,Tour_de_Romandie,5,28 April 2013,52.85 km/h,0,18.6 km,11
