,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1.0,+0:00,0,WIGGINS Bradley,31,Sky Procycling,6.0,50.0,0:19:12,30.0,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
1,2,2.0,+0:08,0,WESTRA Lieuwe,29,Vacansoleil - DCM,4.0,30.0,0:020:02,29.948,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
2,3,90.0,+35:18,0,PERAUD Jean-Christophe,34,AG2R La Mondiale,2.0,18.0,0:330:33,29.165,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
3,4,4.0,+1:24,0,ŠPILAK Simon,25,Team Katusha,1.0,13.0,0:470:47,28.824,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
4,5,11.0,+4:28,0,COPPEL Jérôme,25,Saur - Sojasun,1.0,10.0,0:510:51,28.728,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
5,6,3.0,+1:10,0,VALVERDE Alejandro,31,Movistar Team,,7.0,0:520:52,28.704,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
6,7,18.0,+6:11,0,KLÖDEN Andreas,36,RadioShack - Nissan,,4.0,0:580:58,28.561999999999998,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
7,8,97.0,+40:12,0,MONCOUTIÉ David,36,"Cofidis, le Crédit en Ligne",,3.0,0:590:59,28.538,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
8,9,13.0,+4:41,0,CUNEGO Damiano,30,Lampre - ISD,,2.0,",,0:59",28.538,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
9,10,12.0,+4:40,0,URÁN Rigoberto,25,Sky Procycling,,1.0,1:061:06,28.374000000000002,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
10,11,15.0,+5:26,0,NAVARRO Daniel,28,Team Saxo Bank - Tinkoff Bank,,,",,1:06",28.374000000000002,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
11,12,6.0,+2:13,0,JEANNESSON Arnold,26,FDJ - BigMat,,,1:071:07,28.351,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
12,13,49.0,+14:34,0,SZMYD Sylwester,34,Liquigas - Cannondale,,,1:151:15,28.166,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
13,14,5.0,+1:54,0,VAN GARDEREN Tejay,23,BMC Racing Team,,,",,1:15",28.166,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
14,15,14.0,+4:50,0,BOUET Maxime,25,AG2R La Mondiale,,,1:161:16,28.143,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
15,16,31.0,+8:32,0,MORENO Javier,27,Movistar Team,,,1:211:21,28.029,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
16,17,8.0,+2:42,0,CHAVANEL Sylvain,32,Omega Pharma - Quick-Step,,,1:261:26,27.916,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
17,18,48.0,+14:32,0,ULISSI Diego,22,Lampre - ISD,,,1:271:27,27.893,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
18,19,25.0,+6:52,0,CAPECCHI Eros,25,Liquigas - Cannondale,,,",,1:27",27.893,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
19,20,29.0,+7:35,0,DE GENDT Thomas,25,Vacansoleil - DCM,,,1:281:28,27.871,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
20,21,22.0,+6:38,0,VOIGT Jens,40,RadioShack - Nissan,,,1:321:32,27.781,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
21,22,35.0,+9:09,0,LEIPHEIMER Levi,38,Omega Pharma - Quick-Step,,,1:331:33,27.759,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
22,23,7.0,+2:21,0,MONFORT Maxime,29,RadioShack - Nissan,,,1:351:35,27.715,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
23,24,10.0,+3:59,0,VICIOSO Ángel,34,Team Katusha,,,",,1:35",27.715,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
24,25,62.0,+19:02,0,MARTIN Tony,26,Omega Pharma - Quick-Step,,,1:371:37,27.67,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
25,26,24.0,+6:46,0,SCHLECK Fränk,31,RadioShack - Nissan,,,1:411:41,27.581999999999997,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
26,27,110.0,+45:21,0,DE CLERCQ Bart,25,Lotto Belisol Team,,,1:431:43,27.538,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
27,28,68.0,+22:16,0,PORTE Richie,27,Sky Procycling,,,1:441:44,27.516,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
28,29,61.0,+18:57,0,DUPONT Hubert,31,AG2R La Mondiale,,,",,1:44",27.516,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
29,30,69.0,+22:22,0,HIVERT Jonathan,26,Saur - Sojasun,,,",,1:44",27.516,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
30,31,52.0,+14:54,0,MOINARD Amaël,30,BMC Racing Team,,,1:461:46,27.471999999999998,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
31,32,34.0,+9:05,0,LELAY David,32,Saur - Sojasun,,,1:481:48,27.429000000000002,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
32,33,60.0,+18:56,0,LÓPEZ David,30,Movistar Team,,,",,1:48",27.429000000000002,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
33,34,78.0,+27:08,0,GENIEZ Alexandre,23,Argos - Shimano,,,1:491:49,27.406999999999996,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
34,35,19.0,+6:13,0,ROY Jérémy,28,FDJ - BigMat,,,",,1:49",27.406999999999996,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
35,36,50.0,+14:38,0,ANTÓN Igor,29,Euskaltel - Euskadi,,,1:521:52,27.342,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
36,37,23.0,+6:39,0,BOOKWALTER Brent,28,BMC Racing Team,,,1:541:54,27.299,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
37,38,43.0,+11:06,0,TEN DAM Laurens,31,Rabobank Cycling Team,,,",,1:54",27.299,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
38,39,56.0,+17:05,0,BRAJKOVIČ Janez,28,Astana Pro Team,,,1:551:55,27.276999999999997,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
39,40,21.0,+6:33,0,PETROV Evgeni,33,Astana Pro Team,,,1:571:57,27.234,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
40,41,26.0,+7:12,0,MEERSMAN Gianni,26,Lotto Belisol Team,,,1:581:58,27.213,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
41,42,20.0,+6:28,0,ROCHE Nicolas,27,AG2R La Mondiale,,,2:012:01,27.148000000000003,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
42,43,39.0,+9:49,0,SICARD Romain,24,Euskaltel - Euskadi,,,2:032:03,27.105999999999998,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
43,44,65.0,+21:02,0,SEELDRAEYERS Kevin,25,Astana Pro Team,,,2:082:08,27.0,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
44,45,86.0,+30:45,0,KIRYIENKA Vasil,30,Movistar Team,,,2:092:09,26.979,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
45,46,9.0,+3:30,0,KIŠERLOVSKI Robert,25,Astana Pro Team,,,",,2:09",26.979,Paris___Nice,8,11 March 2012,30 km/h,0,9.6 km,9
