,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,5,ROGLIČ Primož,29,Team Jumbo-Visma,500.0,250,15:25:11,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
1,2,2,-,91,COSTA Rui,32,UAE-Team Emirates,400.0,190,0:490:49,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
2,3,4,▲1,11,THOMAS Geraint,32,Team INEOS,325.0,160,1:121:12,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
3,4,5,▲1,76,GROßSCHARTNER Felix,25,BORA - hansgrohe,275.0,140,1:131:13,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
4,5,3,▼2,54,GAUDU David,22,Groupama - FDJ,225.0,120,1:171:17,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
5,6,6,-,1,KRUIJSWIJK Steven,31,Team Jumbo-Visma,175.0,110,1:331:33,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
6,7,8,▲1,71,BUCHMANN Emanuel,26,BORA - hansgrohe,150.0,100,1:351:35,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
7,8,11,▲3,167,ZAKARIN Ilnur,29,Team Katusha Alpecin,125.0,90,2:002:00,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
8,9,10,▲1,161,ŠPILAK Simon,32,Team Katusha Alpecin,100.0,80,2:082:08,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
9,10,7,▼3,137,WOODS Michael,32,EF Education First,85.0,70,2:182:18,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
10,11,9,▼2,124,BETANCUR Carlos,29,Movistar Team,70.0,60,2:212:21,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
11,12,12,-,31,FRANK Mathias,32,AG2R La Mondiale,60.0,55,2:252:25,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
12,13,13,-,127,SEPÚLVEDA Eduardo,27,Movistar Team,50.0,50,2:322:32,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
13,14,16,▲2,44,KNOX James,23,Deceuninck - Quick Step,40.0,45,2:342:34,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
14,15,15,-,145,HAGEN Carl Fredrik,27,Lotto Soudal,35.0,40,2:352:35,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
15,16,18,▲2,157,ZOIDL Riccardo,31,CCC Team,30.0,36,3:073:07,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
16,17,17,-,135,KANGERT Tanel,32,EF Education First,30.0,32,3:123:12,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
17,18,14,▼4,181,MARTIN Guillaume,25,Wanty - Gobert Cycling Team,30.0,28,3:183:18,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
18,19,19,-,101,HOWSON Damien,26,Mitchelton-Scott,30.0,24,3:323:32,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
19,20,20,-,122,ANACONA Winner,30,Movistar Team,30.0,20,3:373:37,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
20,21,21,-,55,REICHENBACH Sébastien,29,Groupama - FDJ,20.0,18,3:573:57,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
21,22,23,▲1,155,ROSSKOPF Joey,29,CCC Team,20.0,16,4:014:01,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
22,23,22,▼1,37,PETERS Nans,25,AG2R La Mondiale,20.0,14,4:064:06,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
23,24,24,-,22,BERNARD Julien,27,Trek - Segafredo,20.0,12,5:195:19,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
24,25,26,▲1,136,MARTÍNEZ Daniel Felipe,23,EF Education First,20.0,10,5:245:24,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
25,26,25,▼1,61,KUDUS Merhawi,25,Astana Pro Team,20.0,9,6:216:21,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
26,27,28,▲1,21,BRAMBILLA Gianluca,31,Trek - Segafredo,20.0,8,6:456:45,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
27,28,30,▲2,133,CARTHY Hugh,24,EF Education First,20.0,7,6:466:46,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
28,29,31,▲2,144,DE GENDT Thomas,32,Lotto Soudal,20.0,6,6:576:57,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
29,30,29,▼1,24,EG Niklas,24,Trek - Segafredo,20.0,5,7:257:25,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
30,31,27,▼4,192,BADILATTI Matteo,26,Swiss Cycling Team,10.0,5,7:367:36,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
31,32,36,▲4,17,VAN BAARLE Dylan,26,Team INEOS,10.0,5,8:168:16,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
32,33,33,-,134,DOMBROWSKI Joe,27,EF Education First,10.0,5,8:258:25,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
33,34,32,▼2,174,MEINTJES Louis,27,Team Dimension Data,10.0,5,8:378:37,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
34,35,34,▼1,113,PERNSTEINER Hermann,28,Bahrain Merida,10.0,5,9:079:07,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
35,36,35,▼1,81,ROCHE Nicolas,34,Team Sunweb,10.0,5,9:109:10,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
36,37,41,▲4,151,BEVIN Patrick,28,CCC Team,10.0,5,9:149:14,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
37,38,37,▼1,95,PETILLI Simone,26,UAE-Team Emirates,10.0,5,9:419:41,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
38,39,38,▼1,184,DEGAND Thomas,32,Wanty - Gobert Cycling Team,10.0,5,10:2210:22,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
39,40,40,-,96,RAVASI Edward,24,UAE-Team Emirates,10.0,5,11:1311:13,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
40,41,39,▼2,196,PELLAUD Simon,26,Swiss Cycling Team,10.0,5,11:2111:21,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
41,42,45,▲3,53,FRANKINY Kilian,25,Groupama - FDJ,10.0,5,11:4511:45,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
42,43,44,▲1,177,WYSS Danilo,33,Team Dimension Data,10.0,5,11:5411:54,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
43,44,42,▼2,32,CHEVRIER Clément,26,AG2R La Mondiale,10.0,5,12:1912:19,..,Tour_de_Romandie,GC,05 May 2019,-,0,0 km,37
