,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,75,MARTIN Dan,26,Garmin Sharp,100.0,250,29:02:25,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
1,2,2,-,81,RODRÍGUEZ Joaquim,33,Team Katusha,80.0,190,0:170:17,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
2,3,5,▲2,91,SCARPONI Michele,33,Lampre - Merida,70.0,160,0:340:34,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
3,4,3,▼1,112,QUINTANA Nairo,23,Movistar Team,60.0,140,0:450:45,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
4,5,4,▼1,151,WIGGINS Bradley,32,Sky Procycling,50.0,120,0:540:54,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
5,6,6,-,21,GESINK Robert,26,Blanco Pro Cycling Team,40.0,110,1:071:07,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
6,7,7,-,94,NIEMIEC Przemysław,32,Lampre - Merida,30.0,100,1:181:18,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
7,8,8,-,61,PINOT Thibaut,22,FDJ,20.0,90,1:261:26,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
8,9,9,-,105,VAN DEN BROECK Jurgen,30,Lotto Belisol Team,10.0,80,1:281:28,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
9,10,11,▲1,74,DANIELSON Tom,35,Garmin Sharp,4.0,70,1:411:41,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
10,11,12,▲1,12,FUGLSANG Jakob,28,Astana Pro Team,,60,1:581:58,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
11,12,13,▲1,34,MORABITO Steve,30,BMC Racing Team,,55,2:092:09,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
12,13,15,▲2,52,NIEVE Mikel,28,Euskaltel - Euskadi,,50,2:422:42,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
13,14,16,▲2,16,SILIN Egor,24,Astana Pro Team,,45,2:512:51,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
14,15,17,▲2,51,ANTÓN Igor,30,Euskaltel - Euskadi,,40,2:522:52,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
15,16,18,▲2,201,NAVARRO Daniel,29,"Cofidis, Solutions Crédits",,36,",,2:52",..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
16,17,19,▲2,141,MACHADO Tiago,27,RadioShack - Leopard,,32,3:013:01,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
17,18,21,▲3,48,WURF Cameron,29,Cannondale Pro Cycling Team,,28,3:203:20,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
18,19,22,▲3,83,MORENO Daniel,31,Team Katusha,,24,3:243:24,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
19,20,23,▲3,85,CARUSO Giampaolo,32,Team Katusha,,20,3:263:26,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
20,21,10,▼11,77,STETINA Peter,25,Garmin Sharp,,18,3:443:44,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
21,22,25,▲3,148,KIŠERLOVSKI Robert,26,RadioShack - Leopard,,16,4:424:42,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
22,23,24,▲1,172,SØRENSEN Chris Anker,28,Team Saxo - Tinkoff,,14,5:035:03,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
23,24,26,▲2,204,LE MÉVEL Christophe,32,"Cofidis, Solutions Crédits",,12,5:095:09,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
24,25,27,▲2,8,POZZOVIVO Domenico,30,AG2R La Mondiale,,10,5:365:36,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
25,26,28,▲2,144,ZUBELDIA Haimar,35,RadioShack - Leopard,,9,5:495:49,..,Volta_Ciclista_a_Catalunya,GC,24 March 2013,40.467 km/h,0,0 km,24
