,Rnk,GC,Timelag,BIB,Rider,Age,Team,UCI,Pnt,Time,Avg,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,2.0,+1:50,171,ROGLIČ Primož,29,Team Jumbo-Visma,100.0,80.0,0:51:52,40.257,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
1,2,132.0,+54:32,122,CAMPENAERTS Victor,27,Lotto Soudal,40.0,50.0,0:110:11,40.115,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
2,3,12.0,+3:45,201,MOLLEMA Bauke,32,Trek - Segafredo,20.0,35.0,1:001:00,39.496,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
3,4,11.0,+3:34,41,NIBALI Vincenzo,34,Bahrain Merida,12.0,25.0,1:051:05,39.433,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
4,5,25.0,+5:51,98,KANGERT Tanel,32,EF Education First,4.0,18.0,1:101:10,39.371,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
5,6,117.0,+45:23,193,HAGA Chad,30,Team Sunweb,,15.0,1:141:14,39.321999999999996,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
6,7,14.0,+4:08,84,JUNGELS Bob,26,Deceuninck - Quick Step,,12.0,1:161:16,39.297,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
7,8,16.0,+4:36,96,CARTHY Hugh,24,EF Education First,,10.0,1:301:30,39.126,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
8,9,10.0,+3:32,32,BILBAO Pello,29,Astana Pro Team,,8.0,1:431:43,38.967,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
9,10,15.0,+4:34,23,CATTANEO Mattia,28,Androni Giocattoli - Sidermec,,6.0,1:521:52,38.859,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
10,11,20.0,+5:06,3,CARAPAZ Richard,25,Movistar Team,,5.0,1:551:55,38.821999999999996,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
11,12,23.0,+5:24,217,POLANC Jan,27,UAE-Team Emirates,,4.0,",,1:55",38.821999999999996,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
12,13,22.0,+5:22,181,ZAKARIN Ilnur,29,Team Katusha Alpecin,,3.0,1:561:56,38.81,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
13,14,18.0,+4:43,61,MAJKA Rafał,29,BORA - hansgrohe,,2.0,2:042:04,38.714,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
14,15,46.0,+14:42,218,ULISSI Diego,29,UAE-Team Emirates,,1.0,2:082:08,38.667,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
15,16,21.0,+5:20,73,DE LA PARTE Víctor,32,CCC Team,,,2:202:20,38.524,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
16,17,32.0,+7:12,151,O'CONNOR Ben,23,Team Dimension Data,,,2:232:23,38.488,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
17,18,93.0,+33:14,124,DE GENDT Thomas,32,Lotto Soudal,,,2:322:32,38.382,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
18,19,149.0,+1:16:03,152,DAVIES Scott,23,Team Dimension Data,,,2:372:37,38.324,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
19,20,52.0,+16:30,36,IZAGIRRE Ion,30,Astana Pro Team,,,2:392:39,38.3,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
20,21,83.0,+28:32,44,CARUSO Damiano,31,Bahrain Merida,,,2:402:40,38.289,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
21,22,102.0,+36:59,105,LUDVIGSSON Tobias,28,Groupama - FDJ,,,2:442:44,38.242,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
22,23,6.0,+2:39,2,AMADOR Andrey,32,Movistar Team,,,2:462:46,38.218,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
23,24,26.0,+6:01,161,SIVAKOV Pavel,21,Team INEOS,,,2:472:47,38.207,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
24,25,31.0,+6:58,163,GEOGHEGAN HART Tao,24,Team INEOS,,,2:492:49,38.183,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
25,26,17.0,+4:42,64,FORMOLO Davide,26,BORA - hansgrohe,,,2:522:52,38.149,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
26,27,5.0,+2:36,26,MASNADA Fausto,25,Androni Giocattoli - Sidermec,,,2:562:56,38.102,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
27,28,111.0,+41:02,115,NEILANDS Krists,24,Israel Cycling Academy,,,2:572:57,38.091,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
28,29,30.0,+6:42,1,LANDA Mikel,29,Movistar Team,,,3:033:03,38.021,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
29,30,36.0,+9:43,34,CATALDO Dario,34,Astana Pro Team,,,3:093:09,37.952,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
30,31,24.0,+5:36,131,YATES Simon,26,Mitchelton-Scott,,,3:113:11,37.929,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
31,32,33.0,+7:29,97,DOMBROWSKI Joe,28,EF Education First,,,",,3:11",37.929,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
32,33,28.0,+6:20,134,CHAVES Esteban,29,Mitchelton-Scott,,,3:143:14,37.895,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
33,34,56.0,+17:21,48,POZZOVIVO Domenico,36,Bahrain Merida,,,3:213:21,37.815,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
34,35,67.0,+21:50,194,HAMILTON Chris,24,Team Sunweb,,,3:273:27,37.746,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
35,36,143.0,+1:05:49,85,KNOX James,23,Deceuninck - Quick Step,,,3:303:30,37.711999999999996,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
36,37,42.0,+11:30,198,VERVAEKE Louis,25,Team Sunweb,,,3:333:33,37.678000000000004,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
37,38,1.0,+0:00,214,CONTI Valerio,26,UAE-Team Emirates,,,3:343:34,37.667,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
38,39,51.0,+16:28,38,ZEITS Andrey,32,Astana Pro Team,,,3:353:35,37.656,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
39,40,69.0,+22:19,137,JUUL-JENSEN Christopher,29,Mitchelton-Scott,,,3:373:37,37.633,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
40,41,19.0,+5:02,196,OOMEN Sam,23,Team Sunweb,,,3:393:39,37.61,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
41,42,27.0,+6:19,31,LÓPEZ Miguel Ángel,25,Astana Pro Team,,,3:453:45,37.543,Giro_d_Italia,9,19 May 2019,40.257 km/h,92,34.8 km,15
