,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
168,169,175,▲6,189,MØRKØV Michael,26,Saxo Bank - Sungard,,48:3448:34,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
169,170,168,▼2,174,CLEMENT Stef,28,Rabobank Cycling Team,,48:3848:38,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
170,171,169,▼2,145,GOUROV Maxim,32,Pro Team Astana,,49:2949:29,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
171,172,170,▼2,25,ERMETI Giairo,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,,49:4749:47,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
172,173,180,▲7,45,SAVINI Filippo,26,Colnago - CSF Inox,,49:5249:52,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
173,174,171,▼3,77,RASMUSSEN Alex,26,HTC - High Road,,50:0650:06,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
174,175,172,▼3,71,CAVENDISH Mark,25,HTC - High Road,,50:1850:18,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
175,176,173,▼3,73,GRETSCH Patrick,24,HTC - High Road,,50:3550:35,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
176,177,174,▼3,217,HUNTER Robert,34,RadioShack,,50:4050:40,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
177,178,176,▼2,35,KRISTOFF Alexander,23,BMC Racing Team,,51:1151:11,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
178,179,177,▼2,36,BUTLER Chris,23,BMC Racing Team,,51:4151:41,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
179,180,178,▼2,3,CORIONI Claudio,28,Acqua & Sapone,,53:5353:53,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
180,181,185,▲4,53,MÍNGUEZ Miguel,22,Euskaltel - Euskadi,,54:1754:17,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
181,182,179,▼3,78,RENSHAW Mark,28,HTC - High Road,,56:4256:42,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
182,183,181,▼2,161,CHICCHI Francesco,30,Quickstep Cycling Team,,58:0658:06,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
183,184,182,▼2,177,VAN EMDEN Jos,26,Rabobank Cycling Team,,58:0958:09,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
184,185,183,▼2,209,WILSON Matthew,33,Team Garmin - Cervélo,,58:1358:13,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
185,186,184,▼2,172,FLENS Rick,28,Rabobank Cycling Team,,58:4758:47,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
186,187,186,▼1,203,PETERSON Tom,24,Team Garmin - Cervélo,,1:00:221:00:22,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
187,188,187,▼1,158,RICCI BITTI Davide,27,Farnese Vini-Neri-Sottoli,,1:00:321:00:32,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
188,189,188,▼1,154,RABOTTINI Matteo,23,Farnese Vini-Neri-Sottoli,,",,1:00:32",..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
189,190,189,▼1,156,FAVILLI Elia,22,Farnese Vini-Neri-Sottoli,,",,1:00:32",..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
190,191,190,▼1,213,MCEWEN Robbie,38,RadioShack,,1:02:021:02:02,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
191,192,192,-,202,LANCASTER Brett,31,Team Garmin - Cervélo,,1:02:091:02:09,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
192,193,193,-,132,BLYTHE Adam,21,Omega Pharma-Lotto,,1:05:191:05:19,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
193,194,194,-,171,BROWN Graeme Allen,32,Rabobank Cycling Team,,1:11:511:11:51,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
