,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,58,VAN AVERMAET Greg,30,BMC Racing Team,500.0,250,20:42:22,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
1,2,3,▲1,1,SAGAN Peter,26,Tinkoff,400.0,190,0:010:01,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
2,3,4,▲1,114,JUNGELS Bob,23,Etixx - Quick Step,325.0,160,0:230:23,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
3,4,7,▲3,127,REICHENBACH Sébastien,26,FDJ,275.0,140,0:240:24,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
4,5,6,▲1,121,PINOT Thibaut,25,FDJ,225.0,120,",,0:24",..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
5,6,10,▲4,31,NIBALI Vincenzo,31,Astana Pro Team,175.0,110,0:290:29,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
6,7,2,▼5,116,ŠTYBAR Zdeněk,30,Etixx - Quick Step,150.0,100,0:330:33,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
7,8,9,▲1,215,KWIATKOWSKI Michał,25,Team Sky,125.0,90,0:390:39,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
8,9,12,▲3,221,MOLLEMA Bauke,29,Trek - Segafredo,100.0,80,0:450:45,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
9,10,8,▼2,7,KREUZIGER Roman,29,Tinkoff,85.0,70,0:480:48,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
10,11,20,▲9,52,CARUSO Damiano,28,BMC Racing Team,70.0,60,0:490:49,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
11,12,5,▼7,112,BRAMBILLA Gianluca,28,Etixx - Quick Step,60.0,55,0:520:52,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
12,13,11,▼2,34,FUGLSANG Jakob,30,Astana Pro Team,50.0,50,0:540:54,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
13,14,14,-,216,POELS Wout,28,Team Sky,40.0,45,0:550:55,..,Tirreno_Adriatico,GC,15 March 2016,-,0,0 km,8
