,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,2,▲1,26,ŠTYBAR Zdeněk,27,Omega Pharma - Quick-Step,100.0,250.0,25:14:05,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
1,2,1,▼1,115,DUMOULIN Tom,22,Team Argos - Shimano,80.0,190.0,0:260:26,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
2,3,3,-,88,GRIVKO Andrey,30,Astana Pro Team,70.0,160.0,0:500:50,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
3,4,4,-,79,BAKELANTS Jan,27,RadioShack - Leopard,60.0,140.0,0:550:55,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
4,5,5,-,134,IMPEY Daryl,28,Orica GreenEDGE,50.0,120.0,",,0:55",..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
5,6,7,▲1,22,CHAVANEL Sylvain,34,Omega Pharma - Quick-Step,40.0,110.0,1:201:20,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
6,7,8,▲1,4,KELDERMAN Wilco,22,Belkin-Pro Cycling Team,30.0,100.0,1:321:32,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
7,8,9,▲1,138,WEENING Pieter,32,Orica GreenEDGE,20.0,90.0,1:341:34,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
8,9,10,▲1,86,IGLINSKIY Maxim,32,Astana Pro Team,10.0,80.0,2:072:07,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
9,10,11,▲1,75,MONFORT Maxime,30,RadioShack - Leopard,4.0,70.0,2:142:14,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
10,11,16,▲5,1,BOOM Lars,27,Belkin-Pro Cycling Team,,60.0,2:152:15,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
11,12,14,▲2,177,SICARD Romain,25,Euskaltel - Euskadi,,55.0,2:392:39,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
12,13,18,▲5,92,GUSEV Vladimir,31,Team Katusha,,50.0,2:522:52,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
13,14,20,▲6,27,TERPSTRA Niki,29,Omega Pharma - Quick-Step,,45.0,2:532:53,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
14,15,19,▲4,23,DE WEERT Kevin,31,Omega Pharma - Quick-Step,,40.0,2:572:57,..,Eneco_Tour,GC,18 August 2013,42.81 km/h,0,0 km,28
