,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Pnt,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,1,-,151,LÓPEZ Miguel Ángel,22,Astana Pro Team,500.0,250,30:55:58,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
1,2,3,▲1,171,IZAGIRRE Ion,27,Movistar Team,400.0,190,0:120:12,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
2,3,4,▲1,81,BARGUIL Warren,24,Team Giant - Alpecin,325.0,160,0:180:18,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
3,4,5,▲1,146,PANTANO Jarlinson,27,IAM Cycling,275.0,140,0:420:42,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
4,5,2,▼3,91,TALANSKY Andrew,27,Cannondale Pro Cycling Team,225.0,120,1:041:04,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
5,6,7,▲1,31,VAN GARDEREN Tejay,27,BMC Racing Team,175.0,110,1:261:26,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
6,7,10,▲3,71,COSTA Rui,29,Lampre - Merida,150.0,100,2:092:09,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
7,8,6,▼2,65,KELDERMAN Wilco,25,Team LottoNL-Jumbo,125.0,90,2:382:38,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
8,9,9,-,1,ŠPILAK Simon,29,Team Katusha,100.0,80,2:482:48,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
9,10,11,▲1,3,CHERNETSKI Sergei,26,Team Katusha,85.0,70,5:085:08,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
10,11,12,▲1,184,DE LA PARTE Víctor,29,CCC Sprandi Polkowice,70.0,60,6:386:38,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
11,12,13,▲1,176,IZAGIRRE Gorka,28,Movistar Team,60.0,55,7:047:04,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
12,13,14,▲1,32,ATAPUMA Darwin,28,BMC Racing Team,50.0,50,9:139:13,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
13,14,15,▲1,211,CIEŚLIK Paweł,30,VERVA ActiveJet Pro Cycling Team,40.0,45,9:439:43,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
14,15,16,▲1,77,POLANC Jan,24,Lampre - Merida,35.0,40,10:2110:21,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
15,16,18,▲2,102,ARMÉE Sander,30,Lotto Soudal,30.0,36,11:5211:52,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
16,17,8,▼9,51,THOMAS Geraint,30,Team Sky,30.0,32,12:3112:31,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
17,18,20,▲2,122,BERHANE Natnael,25,Team Dimension Data,30.0,28,12:5612:56,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
18,19,22,▲3,15,SCHLECK Fränk,36,Trek - Segafredo,30.0,24,17:0817:08,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
19,20,21,▲1,218,SIMÓN Jordi,25,VERVA ActiveJet Pro Cycling Team,30.0,20,20:0520:05,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
20,21,19,▼2,55,KIRYIENKA Vasil,34,Team Sky,20.0,18,22:1022:10,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
21,22,24,▲2,16,STETINA Peter,28,Trek - Segafredo,20.0,16,23:5623:56,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
22,23,28,▲5,162,DUPONT Hubert,35,AG2R La Mondiale,20.0,14,24:2924:29,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
23,24,26,▲2,144,ELMIGER Martin,37,IAM Cycling,20.0,12,27:0527:05,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
24,25,27,▲2,133,ELISSONDE Kenny,24,FDJ,20.0,10,29:0129:01,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
25,26,32,▲6,92,DOMBROWSKI Joe,25,Cannondale Pro Cycling Team,20.0,9,29:1629:16,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
26,27,25,▼2,155,SCARPONI Michele,36,Astana Pro Team,20.0,8,29:2329:23,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
27,28,23,▼5,185,GROßSCHARTNER Felix,22,CCC Sprandi Polkowice,20.0,7,29:2729:27,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
28,29,31,▲2,63,BOUWMAN Koen,22,Team LottoNL-Jumbo,20.0,6,30:3430:34,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
29,30,29,▼1,36,SCHÄR Michael,29,BMC Racing Team,20.0,5,32:0532:05,..,Tour_de_Suisse,GC,19 June 2016,-,0,0 km,25
